drp_azon,drp_group1,drp_group2,drp_chance1,drp_chance2,drp_item,drp_monst,drp_rev
2679,59,1,80,65,276,80,"150"
2680,59,1,80,7,279,80,
2681,59,1,80,3,277,80,
2682,59,2,1.8,0.1,104,80,
2683,59,2,1.8,0.1,107,80,
2684,59,2,1.8,0.1,106,80,
2685,59,2,1.8,0.1,105,80,
2686,59,2,1.8,0.1,108,80,
2687,59,2,1.8,0.60000002,259,80,
2688,59,2,1.8,0.80000001,260,80,
2689,59,3,0.60000002,0.30000001,350,80,
2690,59,3,0.60000002,0.30000001,356,80,
2691,59,3,0.60000002,0.30000001,353,80,
2692,59,3,0.60000002,0.30000001,359,80,
2693,59,3,0.60000002,0.30000001,362,80,
2694,59,3,0.60000002,0.30000001,330,80,
2695,59,3,0.60000002,0.30000001,331,80,
2696,59,3,0.60000002,0.30000001,337,80,
2697,59,3,0.60000002,0.30000001,338,80,
2698,59,3,0.60000002,0.30000001,339,80,
2699,59,3,0.60000002,0.30000001,340,80,
2700,59,3,0.60000002,0.30000001,341,80,
2701,59,3,0.60000002,0.1,367,80,
2702,59,3,0.60000002,0.1,368,80,
2703,59,3,0.60000002,0.1,369,80,
2704,59,3,0.60000002,0.1,370,80,
2705,59,3,0.60000002,0.1,371,80,
2706,59,3,0.60000002,0.1,342,80,
2707,59,3,0.60000002,0.1,343,80,
2708,59,3,0.60000002,0.1,344,80,
2709,59,3,0.60000002,0.1,345,80,
2710,59,3,0.60000002,0.1,346,80,
2711,59,3,0.60000002,0.1,347,80,
2712,59,3,0.60000002,4.8000002,378,80,
2713,59,3,0.60000002,4.8000002,377,80,
2714,59,3,0.60000002,8,379,80,
2715,59,4,0.1,0.1,380,80,
2716,59,4,0.1,0.1,264,80,
2717,59,5,5,14,293,80,
2718,59,5,5,14,309,80,
2719,59,5,5,6,294,80,
2720,59,5,5,6,310,80,
2721,60,1,80,65,276,83,"152"
2722,60,1,80,7,279,83,
2723,60,1,80,3,277,83,
2724,60,2,0.60000002,0.1,92,83,
2725,60,2,0.60000002,0.1,95,83,
2726,60,2,0.60000002,0.1,94,83,
2727,60,2,0.60000002,0.1,93,83,
2728,60,2,0.60000002,0.1,96,83,
2729,60,2,0.60000002,0.1,98,83,
2730,60,2,0.60000002,0.1,99,83,
2731,60,2,0.60000002,0.1,100,83,
2732,60,2,0.60000002,0.1,101,83,
2733,60,2,0.60000002,0.1,102,83,
2734,60,2,0.60000002,0.1,104,83,
2735,60,2,0.60000002,0.1,107,83,
2736,60,2,0.60000002,0.1,106,83,
2737,60,2,0.60000002,0.1,105,83,
2738,60,2,0.60000002,0.1,108,83,
2739,60,2,0.60000002,0.40000001,229,83,
2740,60,2,0.60000002,0.69999999,230,83,
2741,60,2,0.60000002,0.40000001,187,83,
2742,60,2,0.60000002,0.69999999,188,83,
2743,60,2,0.60000002,0.40000001,259,83,
2744,60,2,0.60000002,0.69999999,260,83,
2745,60,3,0.69999999,0.30000001,350,83,
2746,60,3,0.69999999,0.30000001,356,83,
2747,60,3,0.69999999,0.30000001,353,83,
2748,60,3,0.69999999,0.30000001,359,83,
2749,60,3,0.69999999,0.30000001,362,83,
2750,60,3,0.69999999,0.30000001,330,83,
2751,60,3,0.69999999,0.30000001,331,83,
2752,60,3,0.69999999,0.30000001,337,83,
2753,60,3,0.69999999,0.30000001,338,83,
2754,60,3,0.69999999,0.30000001,339,83,
2755,60,3,0.69999999,0.30000001,340,83,
2756,60,3,0.69999999,0.30000001,341,83,
2757,60,3,0.69999999,0.1,367,83,
2758,60,3,0.69999999,0.1,368,83,
2759,60,3,0.69999999,0.1,369,83,
2760,60,3,0.69999999,0.1,370,83,
2761,60,3,0.69999999,0.1,371,83,
2762,60,3,0.69999999,0.1,342,83,
2763,60,3,0.69999999,0.1,343,83,
2764,60,3,0.69999999,0.1,344,83,
2765,60,3,0.69999999,0.1,345,83,
2766,60,3,0.69999999,0.1,346,83,
2767,60,3,0.69999999,0.1,347,83,
2768,60,3,0.69999999,4.8000002,378,83,
2769,60,3,0.69999999,4.8000002,377,83,
2770,60,3,0.69999999,8,379,83,
2771,60,4,0.1,0.1,380,83,
2772,60,4,0.1,0.1,234,83,
2773,60,4,0.1,0.1,192,83,
2774,60,4,0.1,0.1,264,83,
2775,60,5,5,14,293,83,
2776,60,5,5,14,309,83,
2777,60,5,5,6,294,83,
2778,60,5,5,6,310,83,
2779,61,1,80,65,276,88,"154"
2780,61,1,80,7,279,88,
2781,61,1,80,3,277,88,
2782,61,2,0.69999999,0.1,92,88,
2783,61,2,0.69999999,0.1,95,88,
2784,61,2,0.69999999,0.1,94,88,
2785,61,2,0.69999999,0.1,93,88,
2786,61,2,0.69999999,0.1,96,88,
2787,61,2,0.69999999,0.1,98,88,
2788,61,2,0.69999999,0.1,99,88,
2789,61,2,0.69999999,0.1,100,88,
2790,61,2,0.69999999,0.1,101,88,
2791,61,2,0.69999999,0.1,102,88,
2792,61,2,0.69999999,0.1,104,88,
2793,61,2,0.69999999,0.1,107,88,
2794,61,2,0.69999999,0.1,106,88,
2795,61,2,0.69999999,0.1,105,88,
2796,61,2,0.69999999,0.1,108,88,
2797,61,2,0.69999999,0.2,229,88,
2798,61,2,0.69999999,0.5,230,88,
2799,61,2,0.69999999,0.1,229,88,"Veteran Archers"
2800,61,2,0.69999999,0.2,230,88,"Veteran Archers"
2801,61,2,0.69999999,0.2,187,88,
2802,61,2,0.69999999,0.5,188,88,
2803,61,2,0.69999999,0.1,187,88,"Veteran Knights"
2804,61,2,0.69999999,0.2,188,88,"Veteran Knights"
2805,61,2,0.69999999,0.2,259,88,
2806,61,2,0.69999999,0.5,260,88,
2807,61,2,0.69999999,0.1,259,88,"Veteran Scholars"
2808,61,2,0.69999999,0.2,260,88,"Veteran Scholars"
2809,61,3,0.60000002,0.30000001,350,88,
2810,61,3,0.60000002,0.30000001,356,88,
2811,61,3,0.60000002,0.30000001,353,88,
2812,61,3,0.60000002,0.30000001,359,88,
2813,61,3,0.60000002,0.30000001,362,88,
2814,61,3,0.60000002,0.30000001,330,88,
2815,61,3,0.60000002,0.30000001,331,88,
2816,61,3,0.60000002,0.30000001,337,88,
2817,61,3,0.60000002,0.30000001,338,88,
2818,61,3,0.60000002,0.30000001,339,88,
2819,61,3,0.60000002,0.30000001,340,88,
2820,61,3,0.60000002,0.30000001,341,88,
2821,61,3,0.60000002,0.1,367,88,
2822,61,3,0.60000002,0.1,368,88,
2823,61,3,0.60000002,0.1,369,88,
2824,61,3,0.60000002,0.1,370,88,
2825,61,3,0.60000002,0.1,371,88,
2826,61,3,0.60000002,0.1,342,88,
2827,61,3,0.60000002,0.1,343,88,
2828,61,3,0.60000002,0.1,344,88,
2829,61,3,0.60000002,0.1,345,88,
2830,61,3,0.60000002,0.1,346,88,
2831,61,3,0.60000002,0.1,347,88,
2832,61,3,0.60000002,4.8000002,378,88,
2833,61,3,0.60000002,4.8000002,377,88,
2834,61,3,0.60000002,8,379,88,
2835,61,4,0.1,0.1,380,88,
2836,61,4,0.1,0.1,234,88,
2837,61,4,0.1,0.1,195,88,
2838,61,4,0.1,0.1,264,88,
2839,61,5,5,14,293,88,
2840,61,5,5,14,309,88,
2841,61,5,5,6,294,88,
2842,61,5,5,6,310,88,
2843,60,1,80,65,276,84,"152"
2844,60,1,80,7,279,84,
2845,60,1,80,3,277,84,
2846,60,2,0.60000002,0.1,92,84,
2847,60,2,0.60000002,0.1,95,84,
2848,60,2,0.60000002,0.1,94,84,
2849,60,2,0.60000002,0.1,93,84,
2850,60,2,0.60000002,0.1,96,84,
2851,60,2,0.60000002,0.1,98,84,
2852,60,2,0.60000002,0.1,99,84,
2853,60,2,0.60000002,0.1,100,84,
2854,60,2,0.60000002,0.1,101,84,
2855,60,2,0.60000002,0.1,102,84,
2856,60,2,0.60000002,0.1,104,84,
2857,60,2,0.60000002,0.1,107,84,
2858,60,2,0.60000002,0.1,106,84,
2859,60,2,0.60000002,0.1,105,84,
2860,60,2,0.60000002,0.1,108,84,
2861,60,2,0.60000002,0.40000001,229,84,
2862,60,2,0.60000002,0.69999999,230,84,
2863,60,2,0.60000002,0.40000001,187,84,
2864,60,2,0.60000002,0.69999999,188,84,
2865,60,2,0.60000002,0.40000001,259,84,
2866,60,2,0.60000002,0.69999999,260,84,
2867,60,3,0.69999999,0.30000001,350,84,
2868,60,3,0.69999999,0.30000001,356,84,
2869,60,3,0.69999999,0.30000001,353,84,
2870,60,3,0.69999999,0.30000001,359,84,
2871,60,3,0.69999999,0.30000001,362,84,
2872,60,3,0.69999999,0.30000001,330,84,
2873,60,3,0.69999999,0.30000001,331,84,
2874,60,3,0.69999999,0.30000001,337,84,
2875,60,3,0.69999999,0.30000001,338,84,
2876,60,3,0.69999999,0.30000001,339,84,
2877,60,3,0.69999999,0.30000001,340,84,
2878,60,3,0.69999999,0.30000001,341,84,
2879,60,3,0.69999999,0.1,367,84,
2880,60,3,0.69999999,0.1,368,84,
2881,60,3,0.69999999,0.1,369,84,
2882,60,3,0.69999999,0.1,370,84,
2883,60,3,0.69999999,0.1,371,84,
2884,60,3,0.69999999,0.1,342,84,
2885,60,3,0.69999999,0.1,343,84,
2886,60,3,0.69999999,0.1,344,84,
2887,60,3,0.69999999,0.1,345,84,
2888,60,3,0.69999999,0.1,346,84,
2889,60,3,0.69999999,0.1,347,84,
2890,60,3,0.69999999,4.8000002,378,84,
2891,60,3,0.69999999,4.8000002,377,84,
2892,60,3,0.69999999,8,379,84,
2893,60,4,0.1,0.1,380,84,
2894,60,4,0.1,0.1,234,84,
2895,60,4,0.1,0.1,192,84,
2896,60,4,0.1,0.1,264,84,
2897,60,5,5,14,293,84,
2898,60,5,5,14,309,84,
2899,60,5,5,6,294,84,
2900,60,5,5,6,310,84,
2901,61,1,80,65,276,89,"154"
2902,61,1,80,7,279,89,
2903,61,1,80,3,277,89,
2904,61,2,0.69999999,0.1,92,89,
2905,61,2,0.69999999,0.1,95,89,
2906,61,2,0.69999999,0.1,94,89,
2907,61,2,0.69999999,0.1,93,89,
2908,61,2,0.69999999,0.1,96,89,
2909,61,2,0.69999999,0.1,98,89,
2910,61,2,0.69999999,0.1,99,89,
2911,61,2,0.69999999,0.1,100,89,
2912,61,2,0.69999999,0.1,101,89,
2913,61,2,0.69999999,0.1,102,89,
2914,61,2,0.69999999,0.1,104,89,
2915,61,2,0.69999999,0.1,107,89,
2916,61,2,0.69999999,0.1,106,89,
2917,61,2,0.69999999,0.1,105,89,
2918,61,2,0.69999999,0.1,108,89,
2919,61,2,0.69999999,0.2,229,89,
2920,61,2,0.69999999,0.5,230,89,
2921,61,2,0.69999999,0.1,229,89,"Veteran Archers"
2922,61,2,0.69999999,0.2,230,89,"Veteran Archers"
2923,61,2,0.69999999,0.2,187,89,
2924,61,2,0.69999999,0.5,188,89,
2925,61,2,0.69999999,0.1,187,89,"Veteran Knights"
2926,61,2,0.69999999,0.2,188,89,"Veteran Knights"
2927,61,2,0.69999999,0.2,259,89,
2928,61,2,0.69999999,0.5,260,89,
2929,61,2,0.69999999,0.1,259,89,"Veteran Scholars"
2930,61,2,0.69999999,0.2,260,89,"Veteran Scholars"
2931,61,3,0.60000002,0.30000001,350,89,
2932,61,3,0.60000002,0.30000001,356,89,
2933,61,3,0.60000002,0.30000001,353,89,
2934,61,3,0.60000002,0.30000001,359,89,
2935,61,3,0.60000002,0.30000001,362,89,
2936,61,3,0.60000002,0.30000001,330,89,
2937,61,3,0.60000002,0.30000001,331,89,
2938,61,3,0.60000002,0.30000001,337,89,
2939,61,3,0.60000002,0.30000001,338,89,
2940,61,3,0.60000002,0.30000001,339,89,
2941,61,3,0.60000002,0.30000001,340,89,
2942,61,3,0.60000002,0.30000001,341,89,
2943,61,3,0.60000002,0.1,367,89,
2944,61,3,0.60000002,0.1,368,89,
2945,61,3,0.60000002,0.1,369,89,
2946,61,3,0.60000002,0.1,370,89,
2947,61,3,0.60000002,0.1,371,89,
2948,61,3,0.60000002,0.1,342,89,
2949,61,3,0.60000002,0.1,343,89,
2950,61,3,0.60000002,0.1,344,89,
2951,61,3,0.60000002,0.1,345,89,
2952,61,3,0.60000002,0.1,346,89,
2953,61,3,0.60000002,0.1,347,89,
2954,61,3,0.60000002,4.8000002,378,89,
2955,61,3,0.60000002,4.8000002,377,89,
2956,61,3,0.60000002,8,379,89,
2957,61,4,0.1,0.1,380,89,
2958,61,4,0.1,0.1,234,89,
2959,61,4,0.1,0.1,195,89,
2960,61,4,0.1,0.1,264,89,
2961,61,5,5,14,293,89,
2962,61,5,5,14,309,89,
2963,61,5,5,6,294,89,
2964,61,5,5,6,310,89,
2965,62,1,80,65,276,95,"156"
2966,62,1,80,7,279,95,
2967,62,1,80,3,277,95,
2968,62,2,1.9,0.1,98,95,
2969,62,2,1.9,0.1,99,95,
2970,62,2,1.9,0.1,100,95,
2971,62,2,1.9,0.1,101,95,
2972,62,2,1.9,0.1,102,95,
2973,62,2,1.9,0.1,187,95,"Veteran Knights"
2974,62,2,1.9,0.2,188,95,"Veteran Knights"
2975,62,2,1.9,0.5,187,95,
2976,62,2,1.9,0.80000001,188,95,
2977,62,2,1.9,0.1,192,95,
2978,62,2,1.9,0.1,195,95,
2979,62,2,1.9,0.2,167,95,
2980,62,3,0.60000002,0.30000001,350,95,
2981,62,3,0.60000002,0.30000001,356,95,
2982,62,3,0.60000002,0.30000001,353,95,
2983,62,3,0.60000002,0.30000001,359,95,
2984,62,3,0.60000002,0.30000001,362,95,
2985,62,3,0.60000002,0.30000001,330,95,
2986,62,3,0.60000002,0.30000001,331,95,
2987,62,3,0.60000002,0.30000001,337,95,
2988,62,3,0.60000002,0.30000001,338,95,
2989,62,3,0.60000002,0.30000001,339,95,
2990,62,3,0.60000002,0.30000001,340,95,
2991,62,3,0.60000002,0.30000001,341,95,
2992,62,3,0.60000002,0.1,367,95,
2993,62,3,0.60000002,0.1,368,95,
2994,62,3,0.60000002,0.1,369,95,
2995,62,3,0.60000002,0.1,370,95,
2996,62,3,0.60000002,0.1,371,95,
2997,62,3,0.60000002,0.1,342,95,
2998,62,3,0.60000002,0.1,343,95,
2999,62,3,0.60000002,0.1,344,95,
3000,62,3,0.60000002,0.1,345,95,
3001,62,3,0.60000002,0.1,346,95,
3002,62,3,0.60000002,0.1,347,95,
3003,62,3,0.60000002,4.8000002,378,95,
3004,62,3,0.60000002,4.8000002,377,95,
3005,62,3,0.60000002,8,379,95,
3006,62,4,0.1,0.1,380,95,
3007,62,4,0.1,0.1,193,95,
3008,62,4,0.1,0.1,194,95,
3009,62,4,0.1,0.1,196,95,
3010,62,4,0.1,0.1,197,95,
3011,62,5,5,14,293,95,
3012,62,5,5,14,309,95,
3013,62,5,5,6,294,95,
3014,62,5,5,6,310,95,
3015,63,1,80,65,276,107,"158"
3016,63,1,80,7,279,107,
3017,63,1,80,3,277,107,
3018,63,2,2,0.1,98,107,
3019,63,2,2,0.1,99,107,
3020,63,2,2,0.1,100,107,
3021,63,2,2,0.1,101,107,
3022,63,2,2,0.1,102,107,
3023,63,2,2,0.1,187,107,"Strong Knights"
3024,63,2,2,0.2,188,107,"Strong Knights"
3025,63,2,2,0.5,187,107,
3026,63,2,2,0.80000001,188,107,
3027,63,2,2,0.1,192,107,
3028,63,2,2,0.1,195,107,
3029,63,2,2,0.2,167,107,
3030,63,3,0.60000002,0.30000001,350,107,
3031,63,3,0.60000002,0.30000001,356,107,
3032,63,3,0.60000002,0.30000001,353,107,
3033,63,3,0.60000002,0.30000001,359,107,
3034,63,3,0.60000002,0.30000001,362,107,
3035,63,3,0.60000002,0.30000001,330,107,
3036,63,3,0.60000002,0.30000001,331,107,
3037,63,3,0.60000002,0.30000001,337,107,
3038,63,3,0.60000002,0.30000001,338,107,
3039,63,3,0.60000002,0.30000001,339,107,
3040,63,3,0.60000002,0.30000001,340,107,
3041,63,3,0.60000002,0.30000001,341,107,
3042,63,3,0.60000002,0.1,367,107,
3043,63,3,0.60000002,0.1,368,107,
3044,63,3,0.60000002,0.1,369,107,
3045,63,3,0.60000002,0.1,370,107,
3046,63,3,0.60000002,0.1,371,107,
3047,63,3,0.60000002,0.1,342,107,
3048,63,3,0.60000002,0.1,343,107,
3049,63,3,0.60000002,0.1,344,107,
3050,63,3,0.60000002,0.1,345,107,
3051,63,3,0.60000002,0.1,346,107,
3052,63,3,0.60000002,0.1,347,107,
3053,63,3,0.60000002,4.8000002,378,107,
3054,63,3,0.60000002,4.8000002,377,107,
3055,63,3,0.60000002,8,379,107,
3056,63,4,0.1,0.1,380,107,
3057,63,4,0.1,0.1,193,107,
3058,63,4,0.1,0.1,194,107,
3059,63,4,0.1,0.1,196,107,
3060,63,4,0.1,0.1,197,107,
3061,63,5,5,14,293,107,
3062,63,5,5,14,309,107,
3063,63,5,5,6,294,107,
3064,63,5,5,6,310,107,
3065,64,1,80,65,276,112,"160"
3066,64,1,80,7,279,112,
3067,64,1,80,3,277,112,
3068,64,2,2.0999999,0.1,98,112,
3069,64,2,2.0999999,0.1,99,112,
3070,64,2,2.0999999,0.1,100,112,
3071,64,2,2.0999999,0.1,101,112,
3072,64,2,2.0999999,0.1,102,112,
3073,64,2,2.0999999,0.1,187,112,"Strong Knights"
3074,64,2,2.0999999,0.2,188,112,"Strong Knights"
3075,64,2,2.0999999,0.1,187,112,"Expert Knights"
3076,64,2,2.0999999,0.2,188,112,"Expert Knights"
3077,64,2,2.0999999,0.30000001,187,112,
3078,64,2,2.0999999,0.69999999,188,112,
3079,64,2,2.0999999,0.1,192,112,
3080,64,2,2.0999999,0.1,195,112,
3081,64,2,2.0999999,0.2,167,112,
3082,64,3,0.60000002,0.30000001,350,112,
3083,64,3,0.60000002,0.30000001,356,112,
3084,64,3,0.60000002,0.30000001,353,112,
3085,64,3,0.60000002,0.30000001,359,112,
3086,64,3,0.60000002,0.30000001,362,112,
3087,64,3,0.60000002,0.30000001,330,112,
3088,64,3,0.60000002,0.30000001,331,112,
3089,64,3,0.60000002,0.30000001,337,112,
3090,64,3,0.60000002,0.30000001,338,112,
3091,64,3,0.60000002,0.30000001,339,112,
3092,64,3,0.60000002,0.30000001,340,112,
3093,64,3,0.60000002,0.30000001,341,112,
3094,64,3,0.60000002,0.1,367,112,
3095,64,3,0.60000002,0.1,368,112,
3096,64,3,0.60000002,0.1,369,112,
3097,64,3,0.60000002,0.1,370,112,
3098,64,3,0.60000002,0.1,371,112,
3099,64,3,0.60000002,0.1,342,112,
3100,64,3,0.60000002,0.1,343,112,
3101,64,3,0.60000002,0.1,344,112,
3102,64,3,0.60000002,0.1,345,112,
3103,64,3,0.60000002,0.1,346,112,
3104,64,3,0.60000002,0.1,347,112,
3105,64,3,0.60000002,4.8000002,378,112,
3106,64,3,0.60000002,4.8000002,377,112,
3107,64,3,0.60000002,8,379,112,
3108,64,4,0.1,0.1,380,112,
3109,64,4,0.1,0.1,193,112,
3110,64,4,0.1,0.1,194,112,
3111,64,4,0.1,0.1,196,112,
3112,64,4,0.1,0.1,197,112,
3113,64,4,0.1,0.1,201,112,
3114,64,5,5,14,293,112,
3115,64,5,5,14,309,112,
3116,64,5,5,6,294,112,
3117,64,5,5,6,310,112,
3118,65,1,80,65,276,122,"162"
3119,65,1,80,7,279,122,
3120,65,1,80,3,277,122,
3121,65,2,2.2,0.1,98,122,
3122,65,2,2.2,0.1,99,122,
3123,65,2,2.2,0.1,100,122,
3124,65,2,2.2,0.1,101,122,
3125,65,2,2.2,0.1,102,122,
3126,65,2,2.2,0.1,187,122,"Expert Knights"
3127,65,2,2.2,0.2,188,122,"Expert Knights"
3128,65,2,2.2,0.5,187,122,
3129,65,2,2.2,0.80000001,188,122,
3130,65,2,2.2,0.1,192,122,
3131,65,2,2.2,0.1,195,122,
3132,65,2,2.2,0.2,167,122,
3133,65,3,0.60000002,0.30000001,350,122,
3134,65,3,0.60000002,0.30000001,356,122,
3135,65,3,0.60000002,0.30000001,353,122,
3136,65,3,0.60000002,0.30000001,359,122,
3137,65,3,0.60000002,0.30000001,362,122,
3138,65,3,0.60000002,0.30000001,330,122,
3139,65,3,0.60000002,0.30000001,331,122,
3140,65,3,0.60000002,0.30000001,337,122,
3141,65,3,0.60000002,0.30000001,338,122,
3142,65,3,0.60000002,0.30000001,339,122,
3143,65,3,0.60000002,0.30000001,340,122,
3144,65,3,0.60000002,0.30000001,341,122,
3145,65,3,0.60000002,0.1,367,122,
3146,65,3,0.60000002,0.1,368,122,
3147,65,3,0.60000002,0.1,369,122,
3148,65,3,0.60000002,0.1,370,122,
3149,65,3,0.60000002,0.1,371,122,
3150,65,3,0.60000002,0.1,342,122,
3151,65,3,0.60000002,0.1,343,122,
3152,65,3,0.60000002,0.1,344,122,
3153,65,3,0.60000002,0.1,345,122,
3154,65,3,0.60000002,0.1,346,122,
3155,65,3,0.60000002,0.1,347,122,
3156,65,3,0.60000002,4.8000002,378,122,
3157,65,3,0.60000002,4.8000002,377,122,
3158,65,3,0.60000002,8,379,122,
3159,65,4,0.1,0.1,380,122,
3160,65,4,0.1,0.1,193,122,
3161,65,4,0.1,0.1,194,122,
3162,65,4,0.1,0.1,196,122,
3163,65,4,0.1,0.1,197,122,
3164,65,4,0.1,0.1,198,122,
3165,65,5,5,14,293,122,
3166,65,5,5,14,309,122,
3167,65,5,5,6,294,122,
3168,65,5,5,6,310,122,
3169,66,1,80,65,276,97,"156"
3170,66,1,80,7,279,97,
3171,66,1,80,3,277,97,
3172,66,2,1.9,0.1,92,97,
3173,66,2,1.9,0.1,95,97,
3174,66,2,1.9,0.1,94,97,
3175,66,2,1.9,0.1,93,97,
3176,66,2,1.9,0.1,96,97,
3177,66,2,1.9,0.1,229,97,"Veteran Archers"
3178,66,2,1.9,0.2,230,97,"Veteran Archers"
3179,66,2,1.9,0.5,229,97,
3180,66,2,1.9,0.80000001,230,97,
3181,66,2,1.9,0.1,234,97,
3182,66,3,0.60000002,0.30000001,350,97,
3183,66,3,0.60000002,0.30000001,356,97,
3184,66,3,0.60000002,0.30000001,353,97,
3185,66,3,0.60000002,0.30000001,359,97,
3186,66,3,0.60000002,0.30000001,362,97,
3187,66,3,0.60000002,0.30000001,330,97,
3188,66,3,0.60000002,0.30000001,331,97,
3189,66,3,0.60000002,0.30000001,337,97,
3190,66,3,0.60000002,0.30000001,338,97,
3191,66,3,0.60000002,0.30000001,339,97,
3192,66,3,0.60000002,0.30000001,340,97,
3193,66,3,0.60000002,0.30000001,341,97,
3194,66,3,0.60000002,0.1,367,97,
3195,66,3,0.60000002,0.1,368,97,
3196,66,3,0.60000002,0.1,369,97,
3197,66,3,0.60000002,0.1,370,97,
3198,66,3,0.60000002,0.1,371,97,
3199,66,3,0.60000002,0.1,342,97,
3200,66,3,0.60000002,0.1,343,97,
3201,66,3,0.60000002,0.1,344,97,
3202,66,3,0.60000002,0.1,345,97,
3203,66,3,0.60000002,0.1,346,97,
3204,66,3,0.60000002,0.1,347,97,
3205,66,3,0.60000002,4.8000002,378,97,
3206,66,3,0.60000002,4.8000002,377,97,
3207,66,3,0.60000002,8,379,97,
3208,66,4,0.1,0.1,380,97,
3209,66,4,0.1,0.2,235,97,
3210,66,4,0.1,0.2,236,97,
3211,66,5,5,14,293,97,
3212,66,5,5,14,309,97,
3213,66,5,5,6,294,97,
3214,66,5,5,6,310,97,
3215,67,1,80,65,276,108,"158"
3216,67,1,80,7,279,108,
3217,67,1,80,3,277,108,
3218,67,2,2,0.1,92,108,
3219,67,2,2,0.1,95,108,
3220,67,2,2,0.1,94,108,
3221,67,2,2,0.1,93,108,
3222,67,2,2,0.1,96,108,
3223,67,2,2,0.1,229,108,"Skillful Archers "
3224,67,2,2,0.2,230,108,"Skillful Archers "
3225,67,2,2,0.5,229,108,
3226,67,2,2,0.80000001,230,108,
3227,67,2,2,0.1,234,108,
3228,67,3,0.60000002,0.30000001,350,108,
3229,67,3,0.60000002,0.30000001,356,108,
3230,67,3,0.60000002,0.30000001,353,108,
3231,67,3,0.60000002,0.30000001,359,108,
3232,67,3,0.60000002,0.30000001,362,108,
3233,67,3,0.60000002,0.30000001,330,108,
3234,67,3,0.60000002,0.30000001,331,108,
3235,67,3,0.60000002,0.30000001,337,108,
3236,67,3,0.60000002,0.30000001,338,108,
3237,67,3,0.60000002,0.30000001,339,108,
3238,67,3,0.60000002,0.30000001,340,108,
3239,67,3,0.60000002,0.30000001,341,108,
3240,67,3,0.60000002,0.1,367,108,
3241,67,3,0.60000002,0.1,368,108,
3242,67,3,0.60000002,0.1,369,108,
3243,67,3,0.60000002,0.1,370,108,
3244,67,3,0.60000002,0.1,371,108,
3245,67,3,0.60000002,0.1,342,108,
3246,67,3,0.60000002,0.1,343,108,
3247,67,3,0.60000002,0.1,344,108,
3248,67,3,0.60000002,0.1,345,108,
3249,67,3,0.60000002,0.1,346,108,
3250,67,3,0.60000002,0.1,347,108,
3251,67,3,0.60000002,4.8000002,378,108,
3252,67,3,0.60000002,4.8000002,377,108,
3253,67,3,0.60000002,8,379,108,
3254,67,4,0.1,0.1,380,108,
3255,67,4,0.1,0.2,235,108,
3256,67,4,0.1,0.2,236,108,
3257,67,5,5,14,293,108,
3258,67,5,5,14,309,108,
3259,67,5,5,6,294,108,
3260,67,5,5,6,310,108,
3261,68,1,80,65,276,113,"160"
3262,68,1,80,7,279,113,
3263,68,1,80,3,277,113,
3264,68,2,2.0999999,0.1,92,113,
3265,68,2,2.0999999,0.1,95,113,
3266,68,2,2.0999999,0.1,94,113,
3267,68,2,2.0999999,0.1,93,113,
3268,68,2,2.0999999,0.1,96,113,
3269,68,2,2.0999999,0.1,229,113,"Skillful Archers "
3270,68,2,2.0999999,0.2,230,113,"Skillful Archers "
3271,68,2,2.0999999,0.1,229,113,"Expert Archers"
3272,68,2,2.0999999,0.2,230,113,"Expert Archers"
3273,68,2,2.0999999,0.30000001,229,113,
3274,68,2,2.0999999,0.69999999,230,113,
3275,68,2,2.0999999,0.1,234,113,
3276,68,3,0.60000002,0.30000001,350,113,
3277,68,3,0.60000002,0.30000001,356,113,
3278,68,3,0.60000002,0.30000001,353,113,
3279,68,3,0.60000002,0.30000001,359,113,
3280,68,3,0.60000002,0.30000001,362,113,
3281,68,3,0.60000002,0.30000001,330,113,
3282,68,3,0.60000002,0.30000001,331,113,
3283,68,3,0.60000002,0.30000001,337,113,
3284,68,3,0.60000002,0.30000001,338,113,
3285,68,3,0.60000002,0.30000001,339,113,
3286,68,3,0.60000002,0.30000001,340,113,
3287,68,3,0.60000002,0.30000001,341,113,
3288,68,3,0.60000002,0.1,367,113,
3289,68,3,0.60000002,0.1,368,113,
3290,68,3,0.60000002,0.1,369,113,
3291,68,3,0.60000002,0.1,370,113,
3292,68,3,0.60000002,0.1,371,113,
3293,68,3,0.60000002,0.1,342,113,
3294,68,3,0.60000002,0.1,343,113,
3295,68,3,0.60000002,0.1,344,113,
3296,68,3,0.60000002,0.1,345,113,
3297,68,3,0.60000002,0.1,346,113,
3298,68,3,0.60000002,0.1,347,113,
3299,68,3,0.60000002,4.8000002,378,113,
3300,68,3,0.60000002,4.8000002,377,113,
3301,68,3,0.60000002,8,379,113,
3302,68,4,0.1,0.1,380,113,
3303,68,4,0.1,0.2,235,113,
3304,68,4,0.1,0.2,236,113,
3305,68,4,0.1,0.1,237,113,
3306,68,5,5,14,293,113,
3307,68,5,5,14,309,113,
3308,68,5,5,6,294,113,
3309,68,5,5,6,310,113,
3310,69,1,80,65,276,123,"162"
3311,69,1,80,7,279,123,
3312,69,1,80,3,277,123,
3313,69,2,2.2,0.1,92,123,
3314,69,2,2.2,0.1,95,123,
3315,69,2,2.2,0.1,94,123,
3316,69,2,2.2,0.1,93,123,
3317,69,2,2.2,0.1,96,123,
3318,69,2,2.2,0.1,229,123,"Expert Archers"
