normalized_name,status,legacy_ids,bango_ids,legacy_names,bango_names,legacy_grades,bango_grades,grade_equal,legacy_levels,bango_levels,level_equal,legacy_buy_prices,bango_buy_prices,price_equal
cookedshad,bango-only-name,,2076,,Cooked shad,,G70,,,70,,,0,
cookedsweetpotato,matched-name,288,406,Cooked Sweet Potato,Cooked Sweet Potato,G36,G36,True,0,36,False,,81,False
coppermarble,bango-only-name,,2177,,Copper Marble,,,,,,,,0,
corruptednecklaceofspirit,bango-only-name,,2247,,Corrupted necklace of spirit,,,,,,,,0,
corruptedringofspirit,bango-only-name,,2246,,Corrupted ring of spirit,,,,,,,,0,
corruptedtrinketofspirit,bango-only-name,,2250,,Corrupted trinket of spirit,,,,,,,,0,
costarica,bango-only-name,,910,,Costa Rica,,,,,,,,0,
cotedivoire,bango-only-name,,918,,Cote d`Ivoire,,,,,,,,0,
cottoncandy,bango-only-name,,1005,,Cotton Candy,,,,,,,,0,
crazydemonhead,bango-only-name,,1711,,Crazy Demon Head,,,,,,,,0,
crazydemonworkersaxe,bango-only-name,,1693,,Crazy Demon Worker's Axe,,,,,,,,0,
crazydemonworkershead,bango-only-name,,1713,,Crazy Demon Worker's Head,,,,,,,,0,
crazydemonworkersleaderhead,bango-only-name,,1773,,Crazy Demon Worker's Leader Head,,,,,,,,0,
croatia,bango-only-name,,930,,Croatia,,,,,,,,0,
crownofsunrising,bango-only-name,,186,,Crown of Sun Rising,,,,,,,,0,
crystal,bango-only-name,,1022,,Crystal,,,,,,,,0,
czechrepublic,bango-only-name,,928,,Czech Republic,,,,,,,,0,
d,bango-only-name,,1098,,[ D ],,,,,,,,0,
daechangeauarmorofdoggebi,legacy-only-name,139,,DaeChangEau Armor of Doggebi,,G55,,,51,,,0,,
daechangeaubootsofdoggebi,legacy-only-name,141,,DaeChangEau Boots of Doggebi,,G55,,,52,,,0,,
daechangeauclothesofdoggebi,legacy-only-name,140,,DaeChangEau Clothes of Doggebi,,G55,,,55,,,0,,
daechangeauglovesofdarkness,bango-only-name,,685,,DaeChangEau Gloves of Darkness,,G60,,,56,,,0,
daechangeauglovesofdoggebi,matched-name,142,633|742|853|1211|1516,DaeChangEau Gloves of Doggebi,DaeChangEau Gloves of Doggebi,G55,G55,True,51,51,True,0,0,True
daechangeauhairdecorationofdoggebi,legacy-only-name,143,,DaeChangEau Hair Decoration of Doggebi,,G55,,,53,,,0,,
daechangeauofdarkness,bango-only-name,,683,,DaeChangEau of Darkness,,G60,,,60,,,0,
daechangeauofdoggebi,bango-only-name,,631|740|851|1209|1514,,DaeChangEau of Doggebi,,G55,,,55,,,0,
daechangeaushoesofdarkness,bango-only-name,,686,,DaeChangEau Shoes of Darkness,,G60,,,57,,,0,
daechangeaushoesofdoggebi,bango-only-name,,634|743|854|1212|1517,,DaeChangEau Shoes of Doggebi,,G55,,,52,,,0,
daechangeaushortsofdarkness,bango-only-name,,687,,DaeChangEau Shorts of Darkness,,G60,,,59,,,0,
daechangeaushortsofdoggebi,matched-name,144,635|744|855|1213|1518,DaeChangEau Shorts of Doggebi,DaeChangEau Shorts of Doggebi,G55,G55,True,54,54,True,0,0,True
daggerofdarkness,bango-only-name,,2618,,Dagger of Darkness,,G62,,,60,,,0,
daggerofdoggebi,matched-name,599,1429,Dagger of Doggebi,dagger of Doggebi,G59,G59,True,59,59,True,,0,False
daggerofhighclassdoggebi,matched-name,600,1430,Dagger of High Class Doggebi,dagger of High Class Doggebi,G59,G59,True,59,59,True,,0,False
daggerofhighclassdoggebiimperial,legacy-only-name,609,,Dagger of High Class Doggebi (Imperial),,G59,,,59,,,,,
dandelion,bango-only-name,,200,,Dandelion,,,,,,,,0,
darknessbootsofthief,bango-only-name,,2627,,Darkness Boots of thief,,G60,,,57,,,0,
darknessdaechangeauhairdecoration,bango-only-name,,1261,,Darkness DaeChangEau Hair Decoration,,G63,,,58,,,0,
darknessglovesofthief,bango-only-name,,2626,,Darkness Gloves of thief,,G60,,,56,,,0,
darknesshoodofthief,bango-only-name,,2625,,Darkness Hood of thief,,G60,,,58,,,0,
darknessscaledarmorhelmet,bango-only-name,,1262,,Darkness Scaled Armor Helmet,,G63,,,58,,,0,
darknesssuitofthief,bango-only-name,,2624,,Darkness suit of thief,,G60,,,60,,,0,
darknesssuitshortsofthief,bango-only-name,,2628,,Darkness suit Shorts of thief,,G60,,,59,,,0,
dashyagile,legacy-only-name,363,,"""Dashy"" / ""Agile""",,,,,0,,,,,
decisionaldashy,legacy-only-name,345,,"""Decisional"" / ""Dashy""",,,,,0,,,,,
defectivedoggebisdoll,bango-only-name,,355,,Defective Doggebi's Doll,,,,,,,,0,
degenaratedtwisteddemonhead,bango-only-name,,1784,,Degenarated Twisted Demon Head,,,,,,,,0,
degenaratedtwisteddemonjaw,bango-only-name,,2646,,Degenarated Twisted Demon Jaw,,,,,,,,0,
degenaratedtwisteddemonnail,bango-only-name,,1739,,Degenarated Twisted Demon Nail,,,,,,,,0,
demonarmoredknightshead,bango-only-name,,180,,Demon Armored Knight's Head,,,,,,,,0,
demonbandshead,bango-only-name,,179,,Demon Band's Head,,,,,,,,0,
demoncommandershead,bango-only-name,,181,,Demon Commander's Head,,,,,,,,0,
demoncracksoldiershead,bango-only-name,,1384,,Demon Crack Soldier's head,,,,,,,,0,
demonflagbearershead,bango-only-name,,178,,Demon Flag Bearer's Head,,,,,,,,0,
demonmadknightshead,bango-only-name,,163,,Demon Mad Knight's Head,,,,,,,,0,
demonsarmor,bango-only-name,,166,,Demon's Armor,,,,,,,,0,
demonsblood,matched-name,277,443,Demons Blood,Demon's blood,,,True,0,,False,20,0,False
demonsbow,bango-only-name,,147,,Demon's Bow,,,,,,,,0,
demonscarcass,bango-only-name,,152,,Demon's Carcass,,,,,,,,0,
demonscoutshead,bango-only-name,,397,,Demon Scout's Head,,,,,,,,0,
demonsdrum,bango-only-name,,165,,Demon's Drum,,,,,,,,0,
demonshocktroopershead,bango-only-name,,177,,Demon Shock Trooper's Head,,,,,,,,0,
demonsoldiershead,bango-only-name,,174,,Demon Soldier's Head,,,,,,,,0,
demonsoldiersteeth,bango-only-name,,150,,Demon Soldier's Teeth,,,,,,,,0,
demonspearheadshead,bango-only-name,,398,,Demon Spearhead's Head,,,,,,,,0,
demonsstrategicmap,bango-only-name,,146,,Demon's Strategic Map,,,,,,,,0,
demonssword,bango-only-name,,906|1168|1293,,Demon's Sword,,,,,,,,0,
demonthrowingsoldiershead,bango-only-name,,175,,Demon Throwing Soldier's Head,,,,,,,,0,
demontroopscatapultlever,bango-only-name,,1692,,Demon Troop's Catapult lever,,,,,,,,0,
demontroopsconfidentialdocument,bango-only-name,,141,,Demon Troop's Confidential Document,,,,,,,,0,
demonvulgarshead,bango-only-name,,396,,Demon Vulgar's Head,,,,,,,,0,
demonwaterdragoncommandersskin,bango-only-name,,168,,Demon Water Dragon Commander's Skin,,,,,,,,0,
demonwaterdragonshead,bango-only-name,,162,,Demon Water Dragon's Head,,,,,,,,0,
demonwaterdragonsskin,bango-only-name,,164,,Demon Water Dragon's Skin,,,,,,,,0,
despoticforced,legacy-only-name,367,,"""Despotic"" / ""Forced""",,,,,0,,,,,
devilsoldierbosshead,bango-only-name,,233,,Devil Soldier Boss' Head,,,,,,,,0,
devilsoldierbowshead,bango-only-name,,229,,Devil Soldier Bow's Head,,,,,,,,0,
devilsoldiersbow,bango-only-name,,215,,Devil Soldier's Bow,,,,,,,,0,
devilsoldiershead,bango-only-name,,227,,Devil Soldier's Head,,,,,,,,0,
devilsoldierspearshead,bango-only-name,,231,,Devil Soldier Spear's Head,,,,,,,,0,
devilsoldiersspear,bango-only-name,,216,,Devil Soldier's Spear,,,,,,,,0,
devilsoldiersubbosshead,bango-only-name,,232,,Devil Soldier Sub-boss' Head,,,,,,,,0,
devilsoldierswordshead,bango-only-name,,230,,Devil Soldier Sword's Head,,,,,,,,0,
devilsoldiertwinbladeshead,bango-only-name,,228,,Devil Soldier Twin Blades' Head,,,,,,,,0,
deviltroopofabsorbinggreenmask,bango-only-name,,1370,,Devil Troop of Absorbing Green Mask,,,,,,,,0,
deviltroopofangermask,bango-only-name,,1369,,Devil Troop of Anger Mask,,,,,,,,0,
deviltroopofgreedsmask,bango-only-name,,347,,Devil Troop of Greed's Mask,,,,,,,,0,
deviltroopofhatredmask,bango-only-name,,1367,,Devil Troop of Hatred Mask,,,,,,,,0,
deviltroopofhatredsmask,bango-only-name,,349,,Devil Troop of Hatred's Mask,,,,,,,,0,
deviltroopofjealousymask,bango-only-name,,1366,,Devil Troop of Jealousy Mask,,,,,,,,0,
deviltroopofjealousysmask,bango-only-name,,348,,Devil Troop of Jealousy's Mask,,,,,,,,0,
deviltroopofmadnessmask,bango-only-name,,350|1368,,Devil Troop of Madness Mask|Devil Troop of Madness' Mask,,,,,,,,0,
deviltroopofpainsmask,bango-only-name,,346,,Devil Troop of Pain's Mask,,,,,,,,0,
diamondarmor,matched-name,109|110,377|720|831,Diamond Armor,Diamond Armor,G50,G50,True,46|50,50,False,0,0,True
diamondboots,legacy-only-name,111,,Diamond Boots,,G50,,,47,,,0,,
diamondbootsofthief,bango-only-name,,1583,,Diamond Boots of thief,,G50,,,47,,,0,
diamondbow,matched-name,237,463|697|808,Diamond Bow,Diamond Bow,G53,G53,True,53,53,True,0,0,True
diamondbowofpain,matched-name,238,464|698|809,Diamond Bow of Pain,Diamond Bow of Pain,G53,G53,True,53,53,True,0,0,True
diamondbowofphantom,matched-name,239,465|699|810,Diamond Bow of Phantom,Diamond Bow of Phantom,G53,G53,True,53,53,True,0,0,True
diamondbowofphantomimperial,legacy-only-name,409,,Diamond Bow of Phantom (Imperial),,G53,,,53,,,0,,
diamonddagger,matched-name,593,1423,Diamond Dagger,Diamond dagger,G53,G53,True,53,53,True,,0,False
diamonddaggerofpain,matched-name,594,1424,Diamond Dagger of Pain,Diamond dagger of Pain,G53,G53,True,53,53,True,,0,False
diamonddaggerofpainimperial,legacy-only-name,607,,Diamond Dagger of Pain (Imperial),,G53,,,53,,,,,
diamonddaggerofphantom,matched-name,595,1425,Diamond Dagger of Phantom,Diamond dagger of Phantom,G53,G53,True,53,53,True,,0,False
diamondgiantsword,matched-name,201,460|694|805,Diamond Giant Sword,Diamond Giant Sword,G53,G53,True,53,53,True,0,0,True
diamondgiantswordofpain,matched-name,202,461|695|806,Diamond Giant Sword of Pain,Diamond Giant Sword of Pain|Diamond Giant Sword of Pain ,G53,G53,True,53,53,True,0,0,True
diamondgiantswordofpainimperial,legacy-only-name,408,,Diamond Giant Sword of Pain (Imperial),,G53,,,53,,,0,,
diamondgiantswordofphantom,matched-name,203,462|696|807,Diamond Giant Sword of Phantom,Diamond Giant Sword of Phantom,G53,G53,True,53,53,True,0,0,True
diamondgloves,matched-name,112,379|722|833,Diamond Gloves,Diamond Gloves,G50,G50,True,46,46,True,0,0,True
diamondglovesofthief,bango-only-name,,1582,,Diamond Gloves of thief,,G50,,,46,,,0,
diamondhelmet,bango-only-name,,378|721|832,,Diamond Helmet,,G50,,,48,,,0,
diamondheroic,legacy-only-name,339,,"""Diamond"" / ""Heroic""",,,,,0,,,,,
diamondhood,legacy-only-name,113,,Diamond Hood,,G50,,,48,,,0,,
diamondhoodofthief,bango-only-name,,1581,,Diamond Hood of thief,,G50,,,48,,,0,
diamondscaledarmor,matched-name,115|116,372|715|826,Diamond Scaled Armor,Diamond Scaled Armor,G50,G50,True,46|50,50,False,0,0,True
diamondscaledboots,legacy-only-name,117,,Diamond Scaled Boots,,G50,,,47,,,0,,
diamondscaledgloves,matched-name,118,374|717|828,Diamond Scaled Gloves,Diamond Scaled Gloves,G50,G50,True,46,46,True,0,0,True
diamondscaledhelmet,matched-name,119,373|716|827,Diamond Scaled Helmet,Diamond Scaled Helmet,G50,G50,True,48,48,True,0,0,True
diamondscaledshoes,bango-only-name,,375|718|829,,Diamond Scaled Shoes,,G50,,,47,,,0,
diamondscaledshorts,matched-name,120,376|719|830,Diamond Scaled Shorts,Diamond Scaled Shorts,G50,G50,True,49,49,True,0,0,True
diamondshoes,bango-only-name,,380|723|834,,Diamond Shoes,,G50,,,47,,,0,
diamondshorts,matched-name,114,381|724|835,Diamond Shorts,Diamond Shorts,G50,G50,True,49,49,True,0,0,True
diamondstick,matched-name,267,466|700|811,Diamond Stick,Diamond Stick,G53,G53,True,53,53,True,0,0,True
diamondstickofpain,matched-name,268,467|701|812,Diamond Stick of Pain,Diamond Stick of Pain,G53,G53,True,53,53,True,0,0,True
diamondstickofpainimperial,legacy-only-name,410,,Diamond Stick of Pain (Imperial),,G53,,,53,,,0,,
diamondstickofphantom,matched-name,269,468|702|813,Diamond Stick of Phantom,Diamond Stick of Phantom,G53,G53,True,53,53,True,0,0,True
diamondsuitoft,legacy-only-name,557|558,,Diamond suit of T,,G50,,,50,,,,,
diamondsuitoftboots,legacy-only-name,559,,Diamond suit of T Boots,,G50,,,47,,,,,
diamondsuitoftgloves,legacy-only-name,560,,Diamond suit of T Gloves,,G50,,,46,,,,,
diamondsuitofthelmet,legacy-only-name,561,,Diamond suit of T Helmet,,G50,,,48,,,,,
diamondsuitofthief,bango-only-name,,1580,,Diamond suit of thief,,G50,,,50,,,0,
diamondsuitoftshorts,legacy-only-name,562,,Diamond suit of T Shorts,,G50,,,49,,,,,
diamondsuitshortsofthief,bango-only-name,,1584,,Diamond suit Shorts of thief,,G50,,,49,,,0,
diamondswordofpain,matched-name,199,458|692|803,Diamond Sword of Pain,Diamond Sword of Pain|Diamond Sword of Pain ,G53,G53,True,53,53,True,0,0,True
diamondswordofpainimperial,legacy-only-name,407,,Diamond Sword of Pain (Imperial),,G53,,,53,,,0,,
diamondswordofphantom,matched-name,200,459|693|804,Diamond Sword of Phantom,Diamond Sword of Phantom,G53,G53,True,53,53,True,0,0,True
diamondtreasuresword,matched-name,198,457|691|802,Diamond Treasure Sword,Diamond Treasure Sword|Diamond Treasure Sword ,G53,G53,True,53,53,True,0,0,True
dignifiedfixed,legacy-only-name,359,,"""Dignified"" / ""Fixed""",,,,,0,,,,,
dilutedpoisonousliquid,bango-only-name,,1786,,Diluted Poisonous Liquid,,,,,,,,0,
distinctmerciful,legacy-only-name,342,,"""Distinct"" / ""Merciful""",,,,,0,,,,,
doggebibootsofthief,bango-only-name,,1588,,Doggebi Boots of thief,,G55,,,52,,,0,
doggebiglovesofthief,bango-only-name,,1587,,Doggebi Gloves of thief,,G55,,,51,,,0,
doggebihoodofthief,bango-only-name,,1586,,Doggebi Hood of thief,,G55,,,53,,,0,
doggebimask,bango-only-name,,1323|1446|1447,,Doggebi Mask,,,,,,,,0|150000,
doggebiofmonsterfacefire,bango-only-name,,1373,,Doggebi of Monster Face Fire,,,,,,,,0,
doggebiofmonsterfacesbroom,bango-only-name,,389,,Doggebi of Monster Face's Broom,,,,,,,,0,
doggebiscaledarmor,bango-only-name,,1199,,Doggebi Scaled Armor,,G55,,,55,,,0,
doggebiscaledarmorgloves,bango-only-name,,1201,,Doggebi Scaled Armor Gloves,,G55,,,51,,,0,
doggebiscaledarmorhelmet,bango-only-name,,1200,,Doggebi Scaled Armor Helmet,,G55,,,53,,,0,
doggebiscaledarmorshoes,bango-only-name,,1202,,Doggebi Scaled Armor Shoes,,G55,,,52,,,0,
doggebiscaledarmorshorts,bango-only-name,,1203,,Doggebi Scaled Armor Shorts,,G55,,,54,,,0,
doggebiscertificate1,bango-only-name,,1118,,Doggebi's Certificate(1),,,,,,,,0,
doggebiscertificate10,bango-only-name,,1121,,Doggebi's Certificate(10),,,,,,,,0,
doggebiscertificate3,bango-only-name,,1119,,Doggebi's Certificate(3),,,,,,,,0,
doggebiscertificate5,bango-only-name,,1120,,Doggebi's Certificate(5),,,,,,,,0,
doggebisdoll,bango-only-name,,356,,Doggebi's Doll,,,,,,,,0,
doggebisfixingtool,bango-only-name,,993,,Doggebi's Fixing Tool,,,,,,,,0,
doggebisuitoft,legacy-only-name,563|564,,Doggebi suit of T,,G55,,,55,,,,,
doggebisuitoftboots,legacy-only-name,565,,Doggebi suit of T Boots,,G55,,,52,,,,,
doggebisuitoftgloves,legacy-only-name,566,,Doggebi suit of T Gloves,,G55,,,51,,,,,
doggebisuitofthelmet,legacy-only-name,567,,Doggebi suit of T Helmet,,G55,,,53,,,,,
doggebisuitofthief,bango-only-name,,1585,,Doggebi suit of thief,,G55,,,55,,,0,
doggebisuitoftshorts,legacy-only-name,568,,Doggebi suit of T Shorts,,G55,,,54,,,,,
doggebisuitshortsofthief,bango-only-name,,1589,,Doggebi suit Shorts of thief,,G55,,,54,,,0,
doggebiwithagongfire,bango-only-name,,1374,,Doggebi with a Gong Fire,,,,,,,,0,
doggebiwithagongsbroom,bango-only-name,,390,,Doggebi with a Gong's Broom,,,,,,,,0,
doggebiwithamaskofblackcrowsbroom,bango-only-name,,392,,Doggebi with a Mask of Black Crow's Broom,,,,,,,,0,
doggebiwithamaskofblackfire,bango-only-name,,1376,,Doggebi with a Mask of Black Fire,,,,,,,,0,
doggebiwithamaskofblackpantherfire,bango-only-name,,1377,,Doggebi with a Mask of Black Panther Fire,,,,,,,,0,
doggebiwithamaskofblackpanthersbroom,bango-only-name,,393,,Doggebi with a Mask of Black Panther's Broom,,,,,,,,0,
doojungpeegaparmor,matched-name,19|20,37,DooJungPeeGap Armor,DooJungPeeGap Armor,G16,G16,True,1,1,True,2.126|5.419,2126,False
doojungpeegapboots,matched-name,21,40,DooJungPeeGap Boots,DooJungPeeGap Boots,G16,G16,True,1,1,True,1.169,1169,False
doojungpeegapgloves,matched-name,22,39,DooJungPeeGap Gloves,DooJungPeeGap Gloves,G16,G16,True,1,1,True,531,531,True
doojungpeegaphood,matched-name,23,38,DooJungPeeGap Hood,DooJungPeeGap Hood,G16,G16,True,1,1,True,956,956,True
doojungpeegapshorts,matched-name,24,41,DooJungPeeGap Shorts,DooJungPeeGap Shorts,G16,G16,True,1,1,True,637,637,True
doosuklinboots,matched-name,75,125,DooSukLin Boots,DooSukLin Boots,G42,G42,True,1,1,True,82.705,82705,False
doosuklingaparmor,matched-name,73|74,122,DooSukLinGap Armor,DooSukLinGap Armor,G42,G42,True,1,1,True,148.872|374.830,148870,False
doosuklingaparmorhood,matched-name,77,123,DooSukLinGap Armor Hood,DooSukLinGap Armor Hood,G42,G42,True,1,1,True,67.668,67668,False
doosuklingapshorts,matched-name,78,126,DooSukLinGap Shorts,DooSukLinGap Shorts,G42,G42,True,1,1,True,38.368,38368,False
doosuklingloves,matched-name,76,124,DooSukLin Gloves,DooSukLin Gloves,G42,G42,True,1,1,True,37.217,37217,False
dragonbowofsky,matched-name,487,671,Dragon Bow of Sky,Dragon Bow of Sky,G65,G65,True,65,65,True,0,0,True
dragonbowofskyimperial,legacy-only-name,491,,Dragon Bow of Sky (Imperial),,G65,,,65,,,0,,
dragondaggerofsky,matched-name,602,1432,Dragon Dagger of Sky,Dragon dagger of Sky,G65,G65,True,65,65,True,,0,False
dragondaggerofskyimperial,legacy-only-name,611,,Dragon Dagger of Sky (Imperial),,G65,,,65,,,,,
dragongiantswordofsky,matched-name,486,670,Dragon Giant Sword of Sky,Dragon Giant Sword of Sky,G65,G65,True,65,65,True,0,0,True
dragongiantswordofskyimperial,legacy-only-name,490,,Dragon Giant Sword of Sky (Imperial),,G65,,,65,,,0,,
dragonsfurystickofsky,matched-name,634,1678,Dragons Fury Stick of Sky,Dragon's Fury Stick of Sky,G65,G65,True,65,65,True,0,0,True
dragonsimperialstickoffury,bango-only-name,,1822,,Dragon's Imperial Stick Of Fury,,G65,,,65,,,0,
dragonsimperialstickofimmortality,matched-name,653,1709,Dragons Imperial Stick of Immortality,Dragon's Imperial Stick Of Immortality,G65,G65,True,65,65,True,0,0,True
dragonsimperialstickofinsight,bango-only-name,,1821,,Dragon's Imperial Stick Of Insight,,G65,,,65,,,0,
dragonsimperialstickofpain,bango-only-name,,1852,,Dragon's Imperial Stick Of pain,,G65,,,65,,,0,
dragonsinsightstickofsky,matched-name,633,1677,Dragons Insight Stick of Sky,Dragon's Insight Stick of Sky,G65,G65,True,65,65,True,0,0,True
dragonstickofsky,matched-name,488,672,Dragon Stick of Sky,Dragon Stick of Sky,G65,G65,True,65,65,True,0,0,True
dragonswordofsky,matched-name,485,669,Dragon Sword of Sky,Dragon Sword of Sky,G65,G65,True,65,65,True,0,0,True
dragonswordofskyimperial,legacy-only-name,489,,Dragon Sword of Sky (Imperial),,G65,,,65,,,0,,
driedfish,bango-only-name,,2174|2367,,Dried Fish,,,,,,,,0,
drunkendoggebifire,bango-only-name,,1375,,Drunken Doggebi Fire,,,,,,,,0,
drunkendoggebisbroom,bango-only-name,,391,,Drunken Doggebi's Broom,,,,,,,,0,
e,bango-only-name,,946|1099,,[ E ],,,,,,,,0,
eagle,legacy-only-name,619|620|621|622,,Eagle,,G11|G21|G31|G41,,,11|21|31|41,,,,,
ecuador,bango-only-name,,912,,Ecuador,,,,,,,,0,
eel,bango-only-name,,241,,Eel,,,,,,,,0,
eelsoup,bango-only-name,,272,,Eel Soup,,,,,,,,0,
eighthpieceofbronzemirror,matched-name,388,648,Eighth Piece of Bronze Mirror,Eighth Piece of Bronze Mirror,,,True,0,,False,,0,False
elementoffire,bango-only-name,,1461,,element of fire,,,,,,,,0,
elementofground,bango-only-name,,1465,,element of ground,,,,,,,,0,
elementofiron,bango-only-name,,1464,,element of iron,,,,,,,,0,
elementofwater,bango-only-name,,1462,,element of water,,,,,,,,0,
elementofwood,bango-only-name,,1463,,element of wood,,,,,,,,0,
eliteskeletionarcherhead,bango-only-name,,1717,,Elite Skeletion Archer Head,,,,,,,,0,
eliteskeletonhead,bango-only-name,,1716,,Elite Skeleton Head,,,,,,,,0,
emokislandblacksmithsrings,bango-only-name,,1387,,E-Mok Island Blacksmith's rings,,,,,,,,0,
emokislandsealedghostsring,bango-only-name,,1391,,E-Mok Island Sealed Ghost's ring,,,,,,,,0,
emperorguardianbowwithalotusflower,bango-only-name,,1453,,Emperor Guardian Bow with a Lotus Flower,,G62,,,62,,,0,
emperorguardiangiantswordwithalotusflower,bango-only-name,,1452,,Emperor Guardian Giant sword with a Lotus Flower,,G62,,,62,,,0,
emperorguardianswordwithalotusflower,bango-only-name,,1451,,Emperor Guardian Sword with a Lotus Flower,,G62,,,62,,,0,
emptysoulfragmentofdevah,bango-only-name,,1825,,Empty soul fragment of D'evah,,,,,,,,0,
encampmentbuildingscroll,bango-only-name,,1324,,Encampment Building Scroll,,,,,,,,50000,
engeanfirecake,bango-only-name,,873,,ENGean fire cake,,,,,,,,0,
engeangreenbeancake,bango-only-name,,874,,ENGean green bean cake,,,,,,,,0,
engeanleekcake,bango-only-name,,872,,ENGean leek cake,,,,,,,,0,
england,bango-only-name,,913,,England,,,,,,,,0,
escortsoldiershead,bango-only-name,,170,,Escort Soldier's Head,,,,,,,,0,
essenceofearthelement,bango-only-name,,1616,,Essence of earth element,,,,,,,,0,
essenceoffireelement,bango-only-name,,1612,,Essence of fire element,,,,,,,,0,
essenceofironelement,bango-only-name,,1615,,Essence of iron element,,,,,,,,0,
essenceofundead,bango-only-name,,1617,,Essence of undead,,,,,,,,0,
essenceofwaterelement,bango-only-name,,1613,,Essence of water element,,,,,,,,0,
essenceofwoodelement,bango-only-name,,1614,,Essence of wood element,,,,,,,,0,
explosiveblowimprovement,bango-only-name,,601|1152,,Explosive Blow Improvement,,,,,,,,0,
explosivedestructive,legacy-only-name,330,,"""Explosive"" / ""Destructive""",,,,,0,,,,,
f,bango-only-name,,1100,,[ F ],,,,,,,,0,
fantasticeelskewer,bango-only-name,,2078,,Fantastic eel skewer,,G70,,,70,,,0,
fathersletter,bango-only-name,,139,,Father's Letter,,,,,,,,0,
featheryhealthy,legacy-only-name,364,,"""Feathery"" / ""Healthy""",,,,,0,,,,,
fiercereflective,legacy-only-name,325,,"""Fierce"" / ""Reflective""",,,,,0,,,,,
fifthpieceofbronzemirror,matched-name,385,645,Fifth Piece of Bronze Mirror,Fifth Piece of Bronze Mirror,,,True,0,,False,,0,False
firmamentalpillar,bango-only-name,,1454,,Firmamental Pillar,,,,,,,,10000,
firstjobitemspack,bango-only-name,,2635,,First Job Items Pack,,,,,,,,0,
firstpieceofbronzemirror,matched-name,381,641,First Piece of Bronze Mirror,First Piece of Bronze Mirror,,,True,0,,False,,0,False
fishhook,bango-only-name,,238,,Fish hook,,,,,,,,40,
flagofdefense,bango-only-name,,506,,Flag of Defense,,,,,,,,12000,
flagofimpregnableness,bango-only-name,,508,,Flag of Impregnableness,,,,,,,,12000,
flagofintelligence,bango-only-name,,507,,Flag of Intelligence,,,,,,,,12000,
flagofmagic,bango-only-name,,505,,Flag of Magic,,,,,,,,12000,
flagofspeed,bango-only-name,,503,,Flag of Speed,,,,,,,,12000,
flagofstruggle,bango-only-name,,504,,Flag of Struggle,,,,,,,,12000,
flashyreflective,legacy-only-name,329,,"""Flashy"" / ""Reflective""",,,,,0,,,,,
flexibleagile,legacy-only-name,362,,"""Flexible"" / ""Agile""",,,,,0,,,,,
flowwercake,bango-only-name,,2373,,flowwer cake,,,,,,,,0,
foreseeableconfirmatory,legacy-only-name,323,,"""Foreseeable"" / ""Confirmatory""",,,,,0,,,,,
forgedmediumironshield,bango-only-name,,66,,Forged Medium Iron Shield,,G30,,,1,,,1413,
forgedmediumsteelshield,bango-only-name,,68,,Forged Medium Steel Shield,,G53,,,1,,,0,
forgedsmallironshield,bango-only-name,,65,,Forged Small Iron Shield,,G17,,,1,,,300,
forthpieceofbronzemirror,matched-name,384,644,Forth Piece of Bronze Mirror,Forth Piece of Bronze Mirror,,,True,0,,False,,0,False
france,bango-only-name,,933,,France,,,,,,,,0,
freashpancake,bango-only-name,,877,,freash pan cake,,,,,,,,0,
fundamentalhighclass,legacy-only-name,315,,"""Fundamental"" / ""High Class""",,,,,0,,,,,
gangchulgaparmor,matched-name,79|80,117,GangChulGap Armor,GangChulGap Armor,G42,G42,True,1,1,True,148.872|374.830,148870,False
gangchulgaparmorboots,matched-name,81,120,GangChulGap Armor Boots,GangChulGap Armor Boots,G42,G42,True,1,1,True,82.705,82705,False
gangchulgaparmorgloves,matched-name,82,119,GangChulGap Armor Gloves,GangChulGap Armor Gloves,G42,G42,True,1,1,True,37.217,37217,False
gangchulgaparmorhelmet,matched-name,83,118,GangChulGap Armor Helmet,GangChulGap Armor Helmet,G42,G42,True,1,1,True,67.668,67668,False
gangchulgaparmorshorts,matched-name,84,121,GangChulGap Armor Shorts,GangChulGap Armor Shorts,G42,G42,True,1,1,True,38.368,38368,False
ganggakbow,matched-name,222,27,GangGak Bow,GangGak Bow,G25,G25,True,1,1,True,14.680,14680,False
generalofancienttribalmacsbow,matched-name,241,567|710|821|1237,General of Ancient Tribal Macs Bow,General of Ancient Tribal Mac's Bow,G56,G56,True,56,56,True,0,0,True
generalofancienttribalmacsbowimperial,legacy-only-name,413,,General of Ancient Tribal Macs Bow (Imperial),,G56,,,56,,,0,,
generalsdagger,matched-name,597,1427,Generals Dagger,General's dagger,G56,G56,True,56,56,True,,0,False
generalsdaggerimperial,legacy-only-name,608,,Generals Dagger (Imperial),,G56,,,56,,,,,
generalsgiantsword,matched-name,208,564|707|818|1234,Generals Giant Sword,General's Giant Sword,G56,G56,True,56,56,True,0,0,True
generalsgiantswordimperial,legacy-only-name,412,,Generals Giant Sword (Imperial),,G56,,,56,,,0,,
generalsstick,matched-name,271,570|713|824|1240,Generals Stick,General's Stick,G56,G56,True,56,56,True,0,0,True
generalsstickimperial,legacy-only-name,414,,Generals Stick (Imperial),,G56,,,56,,,0,,
generalstreasuresword,matched-name,205,561|704|815|1231,Generals Treasure Sword,General's Treasure Sword,G56,G56,True,56,56,True,0,0,True
