status,monster_name,item_name,normalized_monster,normalized_item
bango-only-name-pair,Demon Worker,Stick with Black Crow's Feather,demonworker,stickwithblackcrowsfeather
bango-only-name-pair,Demon Worker,Stick with Blue Crow's Feather,demonworker,stickwithbluecrowsfeather
bango-only-name-pair,Demon Worker,Stone of Revision,demonworker,stoneofrevision
bango-only-name-pair,Demon Worker,Talisman of Accuracy,demonworker,talismanofaccuracy
bango-only-name-pair,Demon Worker,Talisman of Defense,demonworker,talismanofdefense
bango-only-name-pair,Demon Worker,Talisman of Intensification,demonworker,talismanofintensification
bango-only-name-pair,Demon Worker,Talisman of Protection,demonworker,talismanofprotection
bango-only-name-pair,Demon Worker,Talisman of Wonder,demonworker,talismanofwonder
bango-only-name-pair,Demon Worker,The Cave of The Giant Bird Demon's Head,demonworker,thecaveofthegiantbirddemonshead
bango-only-name-pair,Demon Worker,Tiger Meat of Geum-Oh Mountain,demonworker,tigermeatofgeumohmountain
bango-only-name-pair,Demon Worker,Trinket,demonworker,trinket
bango-only-name-pair,Demon Worker,White DaeChangEau,demonworker,whitedaechangeau
bango-only-name-pair,Demon Worker,White DaeChangEau Gloves,demonworker,whitedaechangeaugloves
bango-only-name-pair,Demon Worker,White DaeChangEau Hair Decoration,demonworker,whitedaechangeauhairdecoration
bango-only-name-pair,Demon Worker,White DaeChangEau Shoes,demonworker,whitedaechangeaushoes
bango-only-name-pair,Demon Worker,White DaeChangEau Shorts,demonworker,whitedaechangeaushorts
bango-only-name-pair,Demon Worker,Zamogeon,demonworker,zamogeon
legacy-only-name-pair,demonworker1,absolutekeen,demonworker1,absolutekeen
legacy-only-name-pair,demonworker1,beedandaechangeauboots,demonworker1,beedandaechangeauboots
legacy-only-name-pair,demonworker1,beedandaechangeauclothes,demonworker1,beedandaechangeauclothes
legacy-only-name-pair,demonworker1,beedandaechangeaugloves,demonworker1,beedandaechangeaugloves
legacy-only-name-pair,demonworker1,beedandaechangeauhairdecoration,demonworker1,beedandaechangeauhairdecoration
legacy-only-name-pair,demonworker1,beedandaechangeaushorts,demonworker1,beedandaechangeaushorts
legacy-only-name-pair,demonworker1,bestboilingwater,demonworker1,bestboilingwater
legacy-only-name-pair,demonworker1,blackgoldentreasuresword,demonworker1,blackgoldentreasuresword
legacy-only-name-pair,demonworker1,breakthroughsstrongestmans,demonworker1,breakthroughsstrongestmans
legacy-only-name-pair,demonworker1,butterflyshapedgiantsword,demonworker1,butterflyshapedgiantsword
legacy-only-name-pair,demonworker1,butterflyshapedtreasuresword,demonworker1,butterflyshapedtreasuresword
legacy-only-name-pair,demonworker1,decisionaldashy,demonworker1,decisionaldashy
legacy-only-name-pair,demonworker1,despoticforced,demonworker1,despoticforced
legacy-only-name-pair,demonworker1,diamondarmor,demonworker1,diamondarmor
legacy-only-name-pair,demonworker1,diamondboots,demonworker1,diamondboots
legacy-only-name-pair,demonworker1,diamondbow,demonworker1,diamondbow
legacy-only-name-pair,demonworker1,diamondgiantsword,demonworker1,diamondgiantsword
legacy-only-name-pair,demonworker1,diamondgloves,demonworker1,diamondgloves
legacy-only-name-pair,demonworker1,diamondheroic,demonworker1,diamondheroic
legacy-only-name-pair,demonworker1,diamondscaledarmor,demonworker1,diamondscaledarmor
legacy-only-name-pair,demonworker1,diamondscaledboots,demonworker1,diamondscaledboots
legacy-only-name-pair,demonworker1,diamondscaledgloves,demonworker1,diamondscaledgloves
legacy-only-name-pair,demonworker1,diamondscaledhelmet,demonworker1,diamondscaledhelmet
legacy-only-name-pair,demonworker1,diamondscaledshorts,demonworker1,diamondscaledshorts
legacy-only-name-pair,demonworker1,diamondshorts,demonworker1,diamondshorts
legacy-only-name-pair,demonworker1,diamondstick,demonworker1,diamondstick
legacy-only-name-pair,demonworker1,diamondtreasuresword,demonworker1,diamondtreasuresword
legacy-only-name-pair,demonworker1,dignifiedfixed,demonworker1,dignifiedfixed
legacy-only-name-pair,demonworker1,distinctmerciful,demonworker1,distinctmerciful
legacy-only-name-pair,demonworker1,explosivedestructive,demonworker1,explosivedestructive
legacy-only-name-pair,demonworker1,flexibleagile,demonworker1,flexibleagile
legacy-only-name-pair,demonworker1,geons,demonworker1,geons
legacy-only-name-pair,demonworker1,giantsword,demonworker1,giantsword
legacy-only-name-pair,demonworker1,glidinginstant,demonworker1,glidinginstant
legacy-only-name-pair,demonworker1,gloriousfixed,demonworker1,gloriousfixed
legacy-only-name-pair,demonworker1,goldentreasuresword,demonworker1,goldentreasuresword
legacy-only-name-pair,demonworker1,intensifiedsteelarmor,demonworker1,intensifiedsteelarmor
legacy-only-name-pair,demonworker1,intensifiedsteelboots,demonworker1,intensifiedsteelboots
legacy-only-name-pair,demonworker1,intensifiedsteelgloves,demonworker1,intensifiedsteelgloves
legacy-only-name-pair,demonworker1,intensifiedsteelhelmet,demonworker1,intensifiedsteelhelmet
legacy-only-name-pair,demonworker1,intensifiedsteelshorts,demonworker1,intensifiedsteelshorts
legacy-only-name-pair,demonworker1,invincibleharsh,demonworker1,invincibleharsh
legacy-only-name-pair,demonworker1,ironshieldwithgong,demonworker1,ironshieldwithgong
legacy-only-name-pair,demonworker1,legendaryrash,demonworker1,legendaryrash
legacy-only-name-pair,demonworker1,linepatternstickwithblackcrowsfeather,demonworker1,linepatternstickwithblackcrowsfeather
legacy-only-name-pair,demonworker1,magicalpowerswise,demonworker1,magicalpowerswise
legacy-only-name-pair,demonworker1,mightyabsoluteness,demonworker1,mightyabsoluteness
legacy-only-name-pair,demonworker1,ordinaryfictional,demonworker1,ordinaryfictional
legacy-only-name-pair,demonworker1,paradoxicalcelebrated,demonworker1,paradoxicalcelebrated
legacy-only-name-pair,demonworker1,pieceofluckystone,demonworker1,pieceofluckystone
legacy-only-name-pair,demonworker1,pridefulhealthy,demonworker1,pridefulhealthy
legacy-only-name-pair,demonworker1,protectiontalisman,demonworker1,protectiontalisman
legacy-only-name-pair,demonworker1,revengefulsword,demonworker1,revengefulsword
legacy-only-name-pair,demonworker1,revengesagile,demonworker1,revengesagile
legacy-only-name-pair,demonworker1,revisionstone,demonworker1,revisionstone
legacy-only-name-pair,demonworker1,ring,demonworker1,ring
legacy-only-name-pair,demonworker1,ruinousfictional,demonworker1,ruinousfictional
legacy-only-name-pair,demonworker1,singakdoosuklinarmor,demonworker1,singakdoosuklinarmor
legacy-only-name-pair,demonworker1,singakdoosuklinboots,demonworker1,singakdoosuklinboots
legacy-only-name-pair,demonworker1,singakdoosuklingloves,demonworker1,singakdoosuklingloves
legacy-only-name-pair,demonworker1,singakdoosuklinhood,demonworker1,singakdoosuklinhood
legacy-only-name-pair,demonworker1,singakdoosuklinshorts,demonworker1,singakdoosuklinshorts
legacy-only-name-pair,demonworker1,steelbow,demonworker1,steelbow
legacy-only-name-pair,demonworker1,steelbowwithcrowsfeather,demonworker1,steelbowwithcrowsfeather
legacy-only-name-pair,demonworker1,steelbowwithgoldencrowsfeather,demonworker1,steelbowwithgoldencrowsfeather
legacy-only-name-pair,demonworker1,steelyablaze,demonworker1,steelyablaze
legacy-only-name-pair,demonworker1,stickwithblackcrowsfeather,demonworker1,stickwithblackcrowsfeather
legacy-only-name-pair,demonworker1,stickwithbluecrowsfeather,demonworker1,stickwithbluecrowsfeather
legacy-only-name-pair,demonworker1,strongmansforced,demonworker1,strongmansforced
legacy-only-name-pair,demonworker1,talismanofaccuracy,demonworker1,talismanofaccuracy
legacy-only-name-pair,demonworker1,talismanofdefense,demonworker1,talismanofdefense
legacy-only-name-pair,demonworker1,tigermeatofgeumohmountain,demonworker1,tigermeatofgeumohmountain
legacy-only-name-pair,demonworker1,trinket,demonworker1,trinket
legacy-only-name-pair,demonworker1,vitalhealthy,demonworker1,vitalhealthy
legacy-only-name-pair,demonworker1,whitedaechangeauboots,demonworker1,whitedaechangeauboots
legacy-only-name-pair,demonworker1,whitedaechangeauclothes,demonworker1,whitedaechangeauclothes
legacy-only-name-pair,demonworker1,whitedaechangeaugloves,demonworker1,whitedaechangeaugloves
legacy-only-name-pair,demonworker1,whitedaechangeauhairdecoration,demonworker1,whitedaechangeauhairdecoration
legacy-only-name-pair,demonworker1,whitedaechangeaushorts,demonworker1,whitedaechangeaushorts
legacy-only-name-pair,demonworker2,absolutekeen,demonworker2,absolutekeen
legacy-only-name-pair,demonworker2,beedandaechangeauboots,demonworker2,beedandaechangeauboots
legacy-only-name-pair,demonworker2,beedandaechangeauclothes,demonworker2,beedandaechangeauclothes
legacy-only-name-pair,demonworker2,beedandaechangeaugloves,demonworker2,beedandaechangeaugloves
legacy-only-name-pair,demonworker2,beedandaechangeauhairdecoration,demonworker2,beedandaechangeauhairdecoration
legacy-only-name-pair,demonworker2,beedandaechangeaushorts,demonworker2,beedandaechangeaushorts
legacy-only-name-pair,demonworker2,bestboilingwater,demonworker2,bestboilingwater
legacy-only-name-pair,demonworker2,blackgoldentreasuresword,demonworker2,blackgoldentreasuresword
legacy-only-name-pair,demonworker2,breakthroughsstrongestmans,demonworker2,breakthroughsstrongestmans
legacy-only-name-pair,demonworker2,butterflyshapedgiantsword,demonworker2,butterflyshapedgiantsword
legacy-only-name-pair,demonworker2,butterflyshapedtreasuresword,demonworker2,butterflyshapedtreasuresword
legacy-only-name-pair,demonworker2,decisionaldashy,demonworker2,decisionaldashy
legacy-only-name-pair,demonworker2,despoticforced,demonworker2,despoticforced
legacy-only-name-pair,demonworker2,diamondarmor,demonworker2,diamondarmor
legacy-only-name-pair,demonworker2,diamondboots,demonworker2,diamondboots
legacy-only-name-pair,demonworker2,diamondbow,demonworker2,diamondbow
legacy-only-name-pair,demonworker2,diamondgiantsword,demonworker2,diamondgiantsword
legacy-only-name-pair,demonworker2,diamondgloves,demonworker2,diamondgloves
legacy-only-name-pair,demonworker2,diamondheroic,demonworker2,diamondheroic
legacy-only-name-pair,demonworker2,diamondscaledarmor,demonworker2,diamondscaledarmor
legacy-only-name-pair,demonworker2,diamondscaledboots,demonworker2,diamondscaledboots
legacy-only-name-pair,demonworker2,diamondscaledgloves,demonworker2,diamondscaledgloves
legacy-only-name-pair,demonworker2,diamondscaledhelmet,demonworker2,diamondscaledhelmet
legacy-only-name-pair,demonworker2,diamondscaledshorts,demonworker2,diamondscaledshorts
legacy-only-name-pair,demonworker2,diamondshorts,demonworker2,diamondshorts
legacy-only-name-pair,demonworker2,diamondstick,demonworker2,diamondstick
legacy-only-name-pair,demonworker2,diamondtreasuresword,demonworker2,diamondtreasuresword
legacy-only-name-pair,demonworker2,dignifiedfixed,demonworker2,dignifiedfixed
legacy-only-name-pair,demonworker2,distinctmerciful,demonworker2,distinctmerciful
legacy-only-name-pair,demonworker2,explosivedestructive,demonworker2,explosivedestructive
legacy-only-name-pair,demonworker2,flexibleagile,demonworker2,flexibleagile
legacy-only-name-pair,demonworker2,geons,demonworker2,geons
legacy-only-name-pair,demonworker2,giantsword,demonworker2,giantsword
legacy-only-name-pair,demonworker2,glidinginstant,demonworker2,glidinginstant
legacy-only-name-pair,demonworker2,gloriousfixed,demonworker2,gloriousfixed
legacy-only-name-pair,demonworker2,goldentreasuresword,demonworker2,goldentreasuresword
legacy-only-name-pair,demonworker2,intensifiedsteelarmor,demonworker2,intensifiedsteelarmor
legacy-only-name-pair,demonworker2,intensifiedsteelboots,demonworker2,intensifiedsteelboots
legacy-only-name-pair,demonworker2,intensifiedsteelgloves,demonworker2,intensifiedsteelgloves
legacy-only-name-pair,demonworker2,intensifiedsteelhelmet,demonworker2,intensifiedsteelhelmet
legacy-only-name-pair,demonworker2,intensifiedsteelshorts,demonworker2,intensifiedsteelshorts
legacy-only-name-pair,demonworker2,invincibleharsh,demonworker2,invincibleharsh
legacy-only-name-pair,demonworker2,ironshieldwithgong,demonworker2,ironshieldwithgong
legacy-only-name-pair,demonworker2,legendaryrash,demonworker2,legendaryrash
legacy-only-name-pair,demonworker2,linepatternstickwithblackcrowsfeather,demonworker2,linepatternstickwithblackcrowsfeather
legacy-only-name-pair,demonworker2,magicalpowerswise,demonworker2,magicalpowerswise
legacy-only-name-pair,demonworker2,mightyabsoluteness,demonworker2,mightyabsoluteness
legacy-only-name-pair,demonworker2,ordinaryfictional,demonworker2,ordinaryfictional
legacy-only-name-pair,demonworker2,paradoxicalcelebrated,demonworker2,paradoxicalcelebrated
legacy-only-name-pair,demonworker2,pieceofluckystone,demonworker2,pieceofluckystone
legacy-only-name-pair,demonworker2,pridefulhealthy,demonworker2,pridefulhealthy
legacy-only-name-pair,demonworker2,protectiontalisman,demonworker2,protectiontalisman
legacy-only-name-pair,demonworker2,revengefulsword,demonworker2,revengefulsword
legacy-only-name-pair,demonworker2,revengesagile,demonworker2,revengesagile
legacy-only-name-pair,demonworker2,revisionstone,demonworker2,revisionstone
legacy-only-name-pair,demonworker2,ring,demonworker2,ring
legacy-only-name-pair,demonworker2,ruinousfictional,demonworker2,ruinousfictional
legacy-only-name-pair,demonworker2,singakdoosuklinarmor,demonworker2,singakdoosuklinarmor
legacy-only-name-pair,demonworker2,singakdoosuklinboots,demonworker2,singakdoosuklinboots
legacy-only-name-pair,demonworker2,singakdoosuklingloves,demonworker2,singakdoosuklingloves
legacy-only-name-pair,demonworker2,singakdoosuklinhood,demonworker2,singakdoosuklinhood
legacy-only-name-pair,demonworker2,singakdoosuklinshorts,demonworker2,singakdoosuklinshorts
legacy-only-name-pair,demonworker2,steelbow,demonworker2,steelbow
legacy-only-name-pair,demonworker2,steelbowwithcrowsfeather,demonworker2,steelbowwithcrowsfeather
legacy-only-name-pair,demonworker2,steelbowwithgoldencrowsfeather,demonworker2,steelbowwithgoldencrowsfeather
legacy-only-name-pair,demonworker2,steelyablaze,demonworker2,steelyablaze
legacy-only-name-pair,demonworker2,stickwithblackcrowsfeather,demonworker2,stickwithblackcrowsfeather
legacy-only-name-pair,demonworker2,stickwithbluecrowsfeather,demonworker2,stickwithbluecrowsfeather
legacy-only-name-pair,demonworker2,strongmansforced,demonworker2,strongmansforced
legacy-only-name-pair,demonworker2,talismanofaccuracy,demonworker2,talismanofaccuracy
legacy-only-name-pair,demonworker2,talismanofdefense,demonworker2,talismanofdefense
legacy-only-name-pair,demonworker2,tigermeatofgeumohmountain,demonworker2,tigermeatofgeumohmountain
legacy-only-name-pair,demonworker2,trinket,demonworker2,trinket
legacy-only-name-pair,demonworker2,vitalhealthy,demonworker2,vitalhealthy
legacy-only-name-pair,demonworker2,whitedaechangeauboots,demonworker2,whitedaechangeauboots
legacy-only-name-pair,demonworker2,whitedaechangeauclothes,demonworker2,whitedaechangeauclothes
legacy-only-name-pair,demonworker2,whitedaechangeaugloves,demonworker2,whitedaechangeaugloves
legacy-only-name-pair,demonworker2,whitedaechangeauhairdecoration,demonworker2,whitedaechangeauhairdecoration
legacy-only-name-pair,demonworker2,whitedaechangeaushorts,demonworker2,whitedaechangeaushorts
bango-only-name-pair,Desert Scorpion,Basic Spirit water,desertscorpion,basicspiritwater
bango-only-name-pair,Desert Scorpion,Bead of Fire,desertscorpion,beadoffire
bango-only-name-pair,Desert Scorpion,Fantastic eel skewer,desertscorpion,fantasticeelskewer
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Armor Gloves,desertscorpion,heavenlyexecutionerarmorgloves
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Armor Helmet,desertscorpion,heavenlyexecutionerarmorhelmet
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Armor Shoes,desertscorpion,heavenlyexecutionerarmorshoes
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Boots of thief,desertscorpion,heavenlyexecutionerbootsofthief
bango-only-name-pair,Desert Scorpion,Heavenly Executioner DaeChangEau Gloves,desertscorpion,heavenlyexecutionerdaechangeaugloves
bango-only-name-pair,Desert Scorpion,Heavenly Executioner DaeChangEau Hair Decoration,desertscorpion,heavenlyexecutionerdaechangeauhairdecoration
bango-only-name-pair,Desert Scorpion,Heavenly Executioner DaeChangEau Shoes,desertscorpion,heavenlyexecutionerdaechangeaushoes
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Gloves of thief,desertscorpion,heavenlyexecutionerglovesofthief
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Hood of thief,desertscorpion,heavenlyexecutionerhoodofthief
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Scaled Armor Gloves,desertscorpion,heavenlyexecutionerscaledarmorgloves
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Scaled Armor Helmet,desertscorpion,heavenlyexecutionerscaledarmorhelmet
bango-only-name-pair,Desert Scorpion,Heavenly Executioner Scaled Armor Shoes,desertscorpion,heavenlyexecutionerscaledarmorshoes
bango-only-name-pair,Desert Scorpion,Meat of Cheonjiyeon wolf,desertscorpion,meatofcheonjiyeonwolf
bango-only-name-pair,Desert Scorpion,Mystic spice,desertscorpion,mysticspice
bango-only-name-pair,Desert Scorpion,Normal Cheonjiyeon Water,desertscorpion,normalcheonjiyeonwater
bango-only-name-pair,Desert Scorpion,Pincers of Desert Scorpion,desertscorpion,pincersofdesertscorpion
bango-only-name-pair,Desert Scorpion,Small natural regeneration potion,desertscorpion,smallnaturalregenerationpotion
bango-only-name-pair,Desert Scorpion,Tasty eel skewer,desertscorpion,tastyeelskewer
bango-only-name-pair,Desert Scorpion,Zamogeon,desertscorpion,zamogeon
bango-only-name-pair,D'evah's Guardian,Baked Carp with silver scales of Geum-Oh Valley,devahsguardian,bakedcarpwithsilverscalesofgeumohvalley
bango-only-name-pair,D'evah's Guardian,Bead of Fire,devahsguardian,beadoffire
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Armor Gloves,devahsguardian,blooddragonsarmorgloves
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Armor Helmet,devahsguardian,blooddragonsarmorhelmet
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Armor Shoes,devahsguardian,blooddragonsarmorshoes
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Boots of thief,devahsguardian,blooddragonsbootsofthief
bango-only-name-pair,D'evah's Guardian,Blood Dragon's DaeChangEau Gloves,devahsguardian,blooddragonsdaechangeaugloves
bango-only-name-pair,D'evah's Guardian,Blood Dragon's DaeChangEau Hair Decoration,devahsguardian,blooddragonsdaechangeauhairdecoration
bango-only-name-pair,D'evah's Guardian,Blood Dragon's DaeChangEau Shoes,devahsguardian,blooddragonsdaechangeaushoes
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Gloves of thief,devahsguardian,blooddragonsglovesofthief
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Hood of thief,devahsguardian,blooddragonshoodofthief
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Scaled Armor Gloves,devahsguardian,blooddragonsscaledarmorgloves
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Scaled Armor Helmet,devahsguardian,blooddragonsscaledarmorhelmet
bango-only-name-pair,D'evah's Guardian,Blood Dragon's Scaled Armor Shoes,devahsguardian,blooddragonsscaledarmorshoes
bango-only-name-pair,D'evah's Guardian,Empty soul fragment of D'evah,devahsguardian,emptysoulfragmentofdevah
bango-only-name-pair,D'evah's Guardian,Guard of D'evah's Commander Head,devahsguardian,guardofdevahscommanderhead
bango-only-name-pair,D'evah's Guardian,Piece of Map,devahsguardian,pieceofmap
bango-only-name-pair,D'evah's Guardian,Pure Dew-Tea of Geum-Oh Mountain,devahsguardian,puredewteaofgeumohmountain
bango-only-name-pair,D'evah's Guardian,Stone of Flame,devahsguardian,stoneofflame
bango-only-name-pair,D'evah's Guardian,Stone of Holy,devahsguardian,stoneofholy
bango-only-name-pair,D'evah's Guardian,Stone of Ice,devahsguardian,stoneofice
bango-only-name-pair,D'evah's Guardian,Stone of Lightening,devahsguardian,stoneoflightening
bango-only-name-pair,D'evah's Guardian,Stone of Paralysis,devahsguardian,stoneofparalysis
bango-only-name-pair,D'evah's Guardian,Stone of Poison,devahsguardian,stoneofpoison
bango-only-name-pair,D'evah's Guardian,Stone of Shadow,devahsguardian,stoneofshadow
bango-only-name-pair,D'evah's Guardian,Stone of Skill,devahsguardian,stoneofskill
bango-only-name-pair,D'evah's Guardian,Stone of Strength,devahsguardian,stoneofstrength
bango-only-name-pair,D'evah's Guardian,Talisman of Defense,devahsguardian,talismanofdefense
bango-only-name-pair,D'evah's Guardian,Zamogeon,devahsguardian,zamogeon
bango-only-name-pair,D'evah's Royal Guard,Baked Carp with silver scales of Geum-Oh Valley,devahsroyalguard,bakedcarpwithsilverscalesofgeumohvalley
bango-only-name-pair,D'evah's Royal Guard,Bead of Fire,devahsroyalguard,beadoffire
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Armor Gloves,devahsroyalguard,blooddragonsarmorgloves
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Armor Helmet,devahsroyalguard,blooddragonsarmorhelmet
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Armor Shoes,devahsroyalguard,blooddragonsarmorshoes
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Boots of thief,devahsroyalguard,blooddragonsbootsofthief
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's DaeChangEau Gloves,devahsroyalguard,blooddragonsdaechangeaugloves
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's DaeChangEau Hair Decoration,devahsroyalguard,blooddragonsdaechangeauhairdecoration
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's DaeChangEau Shoes,devahsroyalguard,blooddragonsdaechangeaushoes
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Gloves of thief,devahsroyalguard,blooddragonsglovesofthief
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Hood of thief,devahsroyalguard,blooddragonshoodofthief
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Scaled Armor Gloves,devahsroyalguard,blooddragonsscaledarmorgloves
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Scaled Armor Helmet,devahsroyalguard,blooddragonsscaledarmorhelmet
bango-only-name-pair,D'evah's Royal Guard,Blood Dragon's Scaled Armor Shoes,devahsroyalguard,blooddragonsscaledarmorshoes
bango-only-name-pair,D'evah's Royal Guard,Empty soul fragment of D'evah,devahsroyalguard,emptysoulfragmentofdevah
bango-only-name-pair,D'evah's Royal Guard,Guard of D'evah's Commander Head,devahsroyalguard,guardofdevahscommanderhead
bango-only-name-pair,D'evah's Royal Guard,Piece of Map,devahsroyalguard,pieceofmap
bango-only-name-pair,D'evah's Royal Guard,Pure Dew-Tea of Geum-Oh Mountain,devahsroyalguard,puredewteaofgeumohmountain
bango-only-name-pair,D'evah's Royal Guard,Stone of Flame,devahsroyalguard,stoneofflame
bango-only-name-pair,D'evah's Royal Guard,Stone of Holy,devahsroyalguard,stoneofholy
bango-only-name-pair,D'evah's Royal Guard,Stone of Ice,devahsroyalguard,stoneofice
bango-only-name-pair,D'evah's Royal Guard,Stone of Lightening,devahsroyalguard,stoneoflightening
bango-only-name-pair,D'evah's Royal Guard,Stone of Paralysis,devahsroyalguard,stoneofparalysis
bango-only-name-pair,D'evah's Royal Guard,Stone of Poison,devahsroyalguard,stoneofpoison
bango-only-name-pair,D'evah's Royal Guard,Stone of Shadow,devahsroyalguard,stoneofshadow
bango-only-name-pair,D'evah's Royal Guard,Stone of Skill,devahsroyalguard,stoneofskill
bango-only-name-pair,D'evah's Royal Guard,Stone of Strength,devahsroyalguard,stoneofstrength
bango-only-name-pair,D'evah's Royal Guard,Talisman of Defense,devahsroyalguard,talismanofdefense
bango-only-name-pair,D'evah's Royal Guard,Zamogeon,devahsroyalguard,zamogeon
bango-only-name-pair,D'evah's Special Guard,Baked Carp with silver scales of Geum-Oh Valley,devahsspecialguard,bakedcarpwithsilverscalesofgeumohvalley
bango-only-name-pair,D'evah's Special Guard,Bead of Fire,devahsspecialguard,beadoffire
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Armor Gloves,devahsspecialguard,blooddragonsarmorgloves
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Armor Helmet,devahsspecialguard,blooddragonsarmorhelmet
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Armor Shoes,devahsspecialguard,blooddragonsarmorshoes
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Boots of thief,devahsspecialguard,blooddragonsbootsofthief
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's DaeChangEau Gloves,devahsspecialguard,blooddragonsdaechangeaugloves
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's DaeChangEau Hair Decoration,devahsspecialguard,blooddragonsdaechangeauhairdecoration
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's DaeChangEau Shoes,devahsspecialguard,blooddragonsdaechangeaushoes
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Gloves of thief,devahsspecialguard,blooddragonsglovesofthief
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Hood of thief,devahsspecialguard,blooddragonshoodofthief
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Scaled Armor Gloves,devahsspecialguard,blooddragonsscaledarmorgloves
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Scaled Armor Helmet,devahsspecialguard,blooddragonsscaledarmorhelmet
bango-only-name-pair,D'evah's Special Guard,Blood Dragon's Scaled Armor Shoes,devahsspecialguard,blooddragonsscaledarmorshoes
bango-only-name-pair,D'evah's Special Guard,Empty soul fragment of D'evah,devahsspecialguard,emptysoulfragmentofdevah
bango-only-name-pair,D'evah's Special Guard,Guard of D'evah's Commander Head,devahsspecialguard,guardofdevahscommanderhead
bango-only-name-pair,D'evah's Special Guard,Piece of Map,devahsspecialguard,pieceofmap
bango-only-name-pair,D'evah's Special Guard,Pure Dew-Tea of Geum-Oh Mountain,devahsspecialguard,puredewteaofgeumohmountain
bango-only-name-pair,D'evah's Special Guard,Stone of Flame,devahsspecialguard,stoneofflame
bango-only-name-pair,D'evah's Special Guard,Stone of Holy,devahsspecialguard,stoneofholy
bango-only-name-pair,D'evah's Special Guard,Stone of Ice,devahsspecialguard,stoneofice
bango-only-name-pair,D'evah's Special Guard,Stone of Lightening,devahsspecialguard,stoneoflightening
bango-only-name-pair,D'evah's Special Guard,Stone of Paralysis,devahsspecialguard,stoneofparalysis
bango-only-name-pair,D'evah's Special Guard,Stone of Poison,devahsspecialguard,stoneofpoison
bango-only-name-pair,D'evah's Special Guard,Stone of Shadow,devahsspecialguard,stoneofshadow
bango-only-name-pair,D'evah's Special Guard,Stone of Skill,devahsspecialguard,stoneofskill
bango-only-name-pair,D'evah's Special Guard,Stone of Strength,devahsspecialguard,stoneofstrength
bango-only-name-pair,D'evah's Special Guard,Talisman of Defense,devahsspecialguard,talismanofdefense
bango-only-name-pair,D'evah's Special Guard,Zamogeon,devahsspecialguard,zamogeon
legacy-only-name-pair,devilsoldier,barbaricharsh,devilsoldier,barbaricharsh
matched-name-pair,Devil Soldier,Best Water of Geum-Oh Valley,devilsoldier,bestwaterofgeumohvalley
legacy-only-name-pair,devilsoldier,celebratedfixed,devilsoldier,celebratedfixed
matched-name-pair,Devil Soldier,Cooked Sweet Potato,devilsoldier,cookedsweetpotato
matched-name-pair,Devil Soldier,Demon's blood,devilsoldier,demonsblood
bango-only-name-pair,Devil Soldier,Devil Soldier's Head,devilsoldier,devilsoldiershead
legacy-only-name-pair,devilsoldier,explosivedestructive,devilsoldier,explosivedestructive
legacy-only-name-pair,devilsoldier,featheryhealthy,devilsoldier,featheryhealthy
legacy-only-name-pair,devilsoldier,geons,devilsoldier,geons
legacy-only-name-pair,devilsoldier,harshforced,devilsoldier,harshforced
legacy-only-name-pair,devilsoldier,head,devilsoldier,head
legacy-only-name-pair,devilsoldier,heroichealthy,devilsoldier,heroichealthy
matched-name-pair,Devil Soldier,HoMee Gak Bow,devilsoldier,homeegakbow
