prefix_id,enhancement_level,stat_family,application_band,application_band_meaning,bonus_json,prefix_name,provenance,source_file,source_line
2007,7,intelligence,1,unverified,"[[""int"",""1""]]",<unresolved prefixname:2007>,bango-file,prefix.dat,444
2008,8,intelligence,1,unverified,"[[""int"",""1""]]",<unresolved prefixname:2008>,bango-file,prefix.dat,445
2009,9,intelligence,1,unverified,"[[""int"",""1""]]",<unresolved prefixname:2009>,bango-file,prefix.dat,446
2010,10,intelligence,1,unverified,"[[""int"",""2""]]",<unresolved prefixname:2010>,bango-file,prefix.dat,447
2011,11,intelligence,1,unverified,"[[""int"",""2""]]",<unresolved prefixname:2011>,bango-file,prefix.dat,448
2012,12,intelligence,1,unverified,"[[""int"",""2""]]",<unresolved prefixname:2012>,bango-file,prefix.dat,449
2013,13,intelligence,1,unverified,"[[""int"",""2""]]",<unresolved prefixname:2013>,bango-file,prefix.dat,450
2014,14,intelligence,1,unverified,"[[""int"",""2""]]",<unresolved prefixname:2014>,bango-file,prefix.dat,451
2015,15,intelligence,1,unverified,"[[""int"",""2""]]",<unresolved prefixname:2015>,bango-file,prefix.dat,452
2021,1,intelligence,2,unverified,"[[""int"",""1""]]",<unresolved prefixname:2021>,bango-file,prefix.dat,454
2022,2,intelligence,2,unverified,"[[""int"",""1""]]",<unresolved prefixname:2022>,bango-file,prefix.dat,455
2023,3,intelligence,2,unverified,"[[""int"",""1""]]",<unresolved prefixname:2023>,bango-file,prefix.dat,456
2024,4,intelligence,2,unverified,"[[""int"",""1""]]",<unresolved prefixname:2024>,bango-file,prefix.dat,457
2025,5,intelligence,2,unverified,"[[""int"",""1""]]",<unresolved prefixname:2025>,bango-file,prefix.dat,458
2026,6,intelligence,2,unverified,"[[""int"",""2""]]",<unresolved prefixname:2026>,bango-file,prefix.dat,459
2027,7,intelligence,2,unverified,"[[""int"",""2""]]",<unresolved prefixname:2027>,bango-file,prefix.dat,460
2028,8,intelligence,2,unverified,"[[""int"",""2""]]",<unresolved prefixname:2028>,bango-file,prefix.dat,461
2029,9,intelligence,2,unverified,"[[""int"",""2""]]",<unresolved prefixname:2029>,bango-file,prefix.dat,462
2030,10,intelligence,2,unverified,"[[""int"",""3""]]",<unresolved prefixname:2030>,bango-file,prefix.dat,463
2031,11,intelligence,2,unverified,"[[""int"",""3""]]",<unresolved prefixname:2031>,bango-file,prefix.dat,464
2032,12,intelligence,2,unverified,"[[""int"",""3""]]",<unresolved prefixname:2032>,bango-file,prefix.dat,465
2033,13,intelligence,2,unverified,"[[""int"",""3""]]",<unresolved prefixname:2033>,bango-file,prefix.dat,466
2034,14,intelligence,2,unverified,"[[""int"",""4""]]",<unresolved prefixname:2034>,bango-file,prefix.dat,467
2035,15,intelligence,2,unverified,"[[""int"",""4""]]",<unresolved prefixname:2035>,bango-file,prefix.dat,468
2041,1,intelligence,3,unverified,"[[""int"",""1""]]",<unresolved prefixname:2041>,bango-file,prefix.dat,471
2042,2,intelligence,3,unverified,"[[""int"",""1""]]",<unresolved prefixname:2042>,bango-file,prefix.dat,472
2043,3,intelligence,3,unverified,"[[""int"",""2""]]",<unresolved prefixname:2043>,bango-file,prefix.dat,473
2044,4,intelligence,3,unverified,"[[""int"",""2""]]",<unresolved prefixname:2044>,bango-file,prefix.dat,474
2045,5,intelligence,3,unverified,"[[""int"",""2""]]",<unresolved prefixname:2045>,bango-file,prefix.dat,475
2046,6,intelligence,3,unverified,"[[""int"",""3""]]",<unresolved prefixname:2046>,bango-file,prefix.dat,476
2047,7,intelligence,3,unverified,"[[""int"",""3""]]",<unresolved prefixname:2047>,bango-file,prefix.dat,477
2048,8,intelligence,3,unverified,"[[""int"",""4""]]",<unresolved prefixname:2048>,bango-file,prefix.dat,478
2049,9,intelligence,3,unverified,"[[""int"",""4""]]",<unresolved prefixname:2049>,bango-file,prefix.dat,479
2050,10,intelligence,3,unverified,"[[""int"",""5""]]",<unresolved prefixname:2050>,bango-file,prefix.dat,480
2051,11,intelligence,3,unverified,"[[""int"",""5""]]",<unresolved prefixname:2051>,bango-file,prefix.dat,481
2052,12,intelligence,3,unverified,"[[""int"",""6""]]",<unresolved prefixname:2052>,bango-file,prefix.dat,482
2053,13,intelligence,3,unverified,"[[""int"",""6""]]",<unresolved prefixname:2053>,bango-file,prefix.dat,483
2054,14,intelligence,3,unverified,"[[""int"",""7""]]",<unresolved prefixname:2054>,bango-file,prefix.dat,484
2055,15,intelligence,3,unverified,"[[""int"",""7""]]",<unresolved prefixname:2055>,bango-file,prefix.dat,485
2201,1,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2201>,bango-file,prefix.dat,489
2202,2,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2202>,bango-file,prefix.dat,490
2203,3,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2203>,bango-file,prefix.dat,491
2204,4,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2204>,bango-file,prefix.dat,492
2205,5,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2205>,bango-file,prefix.dat,493
2206,6,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2206>,bango-file,prefix.dat,494
2207,7,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2207>,bango-file,prefix.dat,495
2208,8,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2208>,bango-file,prefix.dat,496
2209,9,wisdom,1,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2209>,bango-file,prefix.dat,497
2210,10,wisdom,1,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2210>,bango-file,prefix.dat,498
2211,11,wisdom,1,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2211>,bango-file,prefix.dat,499
2212,12,wisdom,1,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2212>,bango-file,prefix.dat,500
2213,13,wisdom,1,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2213>,bango-file,prefix.dat,501
2214,14,wisdom,1,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2214>,bango-file,prefix.dat,502
2215,15,wisdom,1,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2215>,bango-file,prefix.dat,503
2221,1,wisdom,2,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2221>,bango-file,prefix.dat,505
2222,2,wisdom,2,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2222>,bango-file,prefix.dat,506
2223,3,wisdom,2,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2223>,bango-file,prefix.dat,507
2224,4,wisdom,2,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2224>,bango-file,prefix.dat,508
2225,5,wisdom,2,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2225>,bango-file,prefix.dat,509
2226,6,wisdom,2,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2226>,bango-file,prefix.dat,510
2227,7,wisdom,2,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2227>,bango-file,prefix.dat,511
2228,8,wisdom,2,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2228>,bango-file,prefix.dat,512
2229,9,wisdom,2,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2229>,bango-file,prefix.dat,513
2230,10,wisdom,2,unverified,"[[""wis"",""3""]]",<unresolved prefixname:2230>,bango-file,prefix.dat,514
2231,11,wisdom,2,unverified,"[[""wis"",""3""]]",<unresolved prefixname:2231>,bango-file,prefix.dat,515
2232,12,wisdom,2,unverified,"[[""wis"",""3""]]",<unresolved prefixname:2232>,bango-file,prefix.dat,516
2233,13,wisdom,2,unverified,"[[""wis"",""3""]]",<unresolved prefixname:2233>,bango-file,prefix.dat,517
2234,14,wisdom,2,unverified,"[[""wis"",""4""]]",<unresolved prefixname:2234>,bango-file,prefix.dat,518
2235,15,wisdom,2,unverified,"[[""wis"",""4""]]",<unresolved prefixname:2235>,bango-file,prefix.dat,519
2241,1,wisdom,3,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2241>,bango-file,prefix.dat,521
2242,2,wisdom,3,unverified,"[[""wis"",""1""]]",<unresolved prefixname:2242>,bango-file,prefix.dat,522
2243,3,wisdom,3,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2243>,bango-file,prefix.dat,523
2244,4,wisdom,3,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2244>,bango-file,prefix.dat,524
2245,5,wisdom,3,unverified,"[[""wis"",""2""]]",<unresolved prefixname:2245>,bango-file,prefix.dat,525
2246,6,wisdom,3,unverified,"[[""wis"",""3""]]",<unresolved prefixname:2246>,bango-file,prefix.dat,526
2247,7,wisdom,3,unverified,"[[""wis"",""3""]]",<unresolved prefixname:2247>,bango-file,prefix.dat,527
2248,8,wisdom,3,unverified,"[[""wis"",""4""]]",<unresolved prefixname:2248>,bango-file,prefix.dat,528
2249,9,wisdom,3,unverified,"[[""wis"",""4""]]",<unresolved prefixname:2249>,bango-file,prefix.dat,529
2250,10,wisdom,3,unverified,"[[""wis"",""5""]]",<unresolved prefixname:2250>,bango-file,prefix.dat,530
2251,11,wisdom,3,unverified,"[[""wis"",""5""]]",<unresolved prefixname:2251>,bango-file,prefix.dat,531
2252,12,wisdom,3,unverified,"[[""wis"",""6""]]",<unresolved prefixname:2252>,bango-file,prefix.dat,532
2253,13,wisdom,3,unverified,"[[""wis"",""6""]]",<unresolved prefixname:2253>,bango-file,prefix.dat,533
2254,14,wisdom,3,unverified,"[[""wis"",""7""]]",<unresolved prefixname:2254>,bango-file,prefix.dat,534
2255,15,wisdom,3,unverified,"[[""wis"",""7""]]",<unresolved prefixname:2255>,bango-file,prefix.dat,535
2401,1,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2401>,bango-file,prefix.dat,539
2402,2,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2402>,bango-file,prefix.dat,540
2403,3,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2403>,bango-file,prefix.dat,541
2404,4,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2404>,bango-file,prefix.dat,542
2405,5,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2405>,bango-file,prefix.dat,543
2406,6,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2406>,bango-file,prefix.dat,544
2407,7,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2407>,bango-file,prefix.dat,545
2408,8,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2408>,bango-file,prefix.dat,546
2409,9,health,1,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2409>,bango-file,prefix.dat,547
2410,10,health,1,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2410>,bango-file,prefix.dat,548
2411,11,health,1,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2411>,bango-file,prefix.dat,549
2412,12,health,1,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2412>,bango-file,prefix.dat,550
2413,13,health,1,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2413>,bango-file,prefix.dat,551
2414,14,health,1,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2414>,bango-file,prefix.dat,552
2415,15,health,1,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2415>,bango-file,prefix.dat,553
2421,1,health,2,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2421>,bango-file,prefix.dat,555
2422,2,health,2,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2422>,bango-file,prefix.dat,556
2423,3,health,2,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2423>,bango-file,prefix.dat,557
2424,4,health,2,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2424>,bango-file,prefix.dat,558
2425,5,health,2,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2425>,bango-file,prefix.dat,559
2426,6,health,2,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2426>,bango-file,prefix.dat,560
2427,7,health,2,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2427>,bango-file,prefix.dat,561
2428,8,health,2,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2428>,bango-file,prefix.dat,562
2429,9,health,2,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2429>,bango-file,prefix.dat,563
2430,10,health,2,unverified,"[[""Hth"",""3""]]",<unresolved prefixname:2430>,bango-file,prefix.dat,564
2431,11,health,2,unverified,"[[""Hth"",""3""]]",<unresolved prefixname:2431>,bango-file,prefix.dat,565
2432,12,health,2,unverified,"[[""Hth"",""3""]]",<unresolved prefixname:2432>,bango-file,prefix.dat,566
2433,13,health,2,unverified,"[[""Hth"",""3""]]",<unresolved prefixname:2433>,bango-file,prefix.dat,567
2434,14,health,2,unverified,"[[""Hth"",""4""]]",<unresolved prefixname:2434>,bango-file,prefix.dat,568
2435,15,health,2,unverified,"[[""Hth"",""4""]]",<unresolved prefixname:2435>,bango-file,prefix.dat,569
2441,1,health,3,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2441>,bango-file,prefix.dat,571
2442,2,health,3,unverified,"[[""Hth"",""1""]]",<unresolved prefixname:2442>,bango-file,prefix.dat,572
2443,3,health,3,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2443>,bango-file,prefix.dat,573
2444,4,health,3,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2444>,bango-file,prefix.dat,574
2445,5,health,3,unverified,"[[""Hth"",""2""]]",<unresolved prefixname:2445>,bango-file,prefix.dat,575
2446,6,health,3,unverified,"[[""Hth"",""3""]]",<unresolved prefixname:2446>,bango-file,prefix.dat,576
2447,7,health,3,unverified,"[[""Hth"",""3""]]",<unresolved prefixname:2447>,bango-file,prefix.dat,577
2448,8,health,3,unverified,"[[""Hth"",""4""]]",<unresolved prefixname:2448>,bango-file,prefix.dat,578
2449,9,health,3,unverified,"[[""Hth"",""4""]]",<unresolved prefixname:2449>,bango-file,prefix.dat,579
2450,10,health,3,unverified,"[[""Hth"",""5""]]",<unresolved prefixname:2450>,bango-file,prefix.dat,580
2451,11,health,3,unverified,"[[""Hth"",""5""]]",<unresolved prefixname:2451>,bango-file,prefix.dat,581
2452,12,health,3,unverified,"[[""Hth"",""6""]]",<unresolved prefixname:2452>,bango-file,prefix.dat,582
2453,13,health,3,unverified,"[[""Hth"",""6""]]",<unresolved prefixname:2453>,bango-file,prefix.dat,583
2454,14,health,3,unverified,"[[""Hth"",""7""]]",<unresolved prefixname:2454>,bango-file,prefix.dat,584
2455,15,health,3,unverified,"[[""Hth"",""7""]]",<unresolved prefixname:2455>,bango-file,prefix.dat,585
