drp_azon,drp_group1,drp_group2,drp_chance1,drp_chance2,drp_item,drp_monst,drp_rev,bango_item_name,bango_monster_name,bango_value,bango_flag,provenance,source_file,source_line
5200,,,,,1418,156,,Savage Tribe's dagger,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5329
5201,,,,,1419,156,,Savage Tribe's Tiger Teeth dagger,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5330
5202,,,,,1420,156,,Golden Treasure dagger,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5331
5203,,,,,1421,156,,Butterfly-Shaped dagger,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5332
5204,,,,,1422,156,,Revengeful dagger,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5333
5205,,,,,276,156,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5334
5206,,,,,284,156,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5335
5207,,,,,292,156,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5336
5208,,,,,300,156,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5337
5209,,,,,308,156,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5338
5210,,,,,316,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5339
5211,,,,,318,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5340
5212,,,,,282,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5341
5213,,,,,290,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5342
5214,,,,,298,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5343
5215,,,,,306,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5344
5216,,,,,314,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5345
5217,,,,,322,156,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5346
5218,,,,,323,156,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5347
5219,,,,,324,156,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5348
5220,,,,,325,156,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5349
5221,,,,,326,156,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5350
5222,,,,,327,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5351
5223,,,,,328,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5352
5224,,,,,329,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5353
5225,,,,,330,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5354
5226,,,,,331,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5355
5227,,,,,332,156,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5356
5228,,,,,446,156,,Sea Bream with Blood,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5357
5229,,,,,362,156,,Stone of Chance,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5358
5230,,,,,460,156,,Diamond Giant Sword,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5359
5231,,,,,31,157,,Zamogeon,Gigantic Species Berserk,232,n,bango-file,droplist.dat,5361
5232,,,,,48,157,,Medium Medicine,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5362
5233,,,,,256,157,,SinGak DooSukLin Armor,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5363
5234,,,,,257,157,,SinGak DooSukLin Hood,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5364
5235,,,,,258,157,,SinGak DooSukLin Gloves,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5365
5236,,,,,259,157,,SinGak DooSukLin Shoes,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5366
5237,,,,,260,157,,SinGak DooSukLin Shorts,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5367
5238,,,,,377,157,,Diamond Armor,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5368
5239,,,,,378,157,,Diamond Helmet,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5369
5240,,,,,379,157,,Diamond Gloves,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5370
5241,,,,,380,157,,Diamond Shoes,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5371
5242,,,,,381,157,,Diamond Shorts,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5372
5243,,,,,109,157,,Baek Dae Steel Bow,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5373
5244,,,,,110,157,,Yeon Lin Steel Bow,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5374
5245,,,,,245,157,,Steel Bow,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5375
5246,,,,,246,157,,Steel Bow with Crow's Feather,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5376
5247,,,,,247,157,,Steel Bow with Golden Crow's Feather,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5377
5248,,,,,276,157,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5378
5249,,,,,284,157,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5379
5250,,,,,292,157,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5380
5251,,,,,300,157,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5381
5252,,,,,308,157,,Talisman of Wonder,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5382
5253,,,,,316,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5383
5254,,,,,318,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5384
5255,,,,,282,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5385
5256,,,,,290,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5386
5257,,,,,298,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5387
5258,,,,,306,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5388
5259,,,,,314,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5389
5260,,,,,322,157,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5390
5261,,,,,323,157,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5391
5262,,,,,324,157,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5392
5263,,,,,325,157,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5393
5264,,,,,326,157,,Talisman of Protection,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5394
5265,,,,,327,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5395
5266,,,,,328,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5396
5267,,,,,329,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5397
5268,,,,,330,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5398
5269,,,,,331,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5399
5270,,,,,332,157,,Talisman of Intensification,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5400
5271,,,,,446,157,,Sea Bream with Blood,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5401
5272,,,,,362,157,,Stone of Chance,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5402
5273,,,,,463,157,,Diamond Bow,Gigantic Species Berserk,1,n,bango-file,droplist.dat,5403
5274,,,,,31,132,,Zamogeon,Gigantic Species Murderer,250,n,bango-file,droplist.dat,5405
5275,,,,,48,132,,Medium Medicine,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5406
5276,,,,,251,132,,Intensified Steel Armor,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5407
5277,,,,,252,132,,Intensified Steel Helmet,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5408
5278,,,,,253,132,,Intensified Steel Gloves,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5409
5279,,,,,254,132,,Intensified Steel Shoes,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5410
5280,,,,,255,132,,Intensified Steel Shorts,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5411
5281,,,,,372,132,,Diamond Scaled Armor,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5412
5282,,,,,373,132,,Diamond Scaled Helmet,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5413
5283,,,,,374,132,,Diamond Scaled Gloves,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5414
5284,,,,,375,132,,Diamond Scaled Shoes,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5415
5285,,,,,376,132,,Diamond Scaled Shorts,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5416
5286,,,,,103,132,,MaeGak Hwandoo SaeHyung Big Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5417
5287,,,,,104,132,,Hwandoo Saehyung Big Sword with Pattern of Leaf,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5418
5288,,,,,440,132,,Giant Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5419
5289,,,,,441,132,,Revengeful Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5420
5290,,,,,442,132,,Butterfly-Shaped Giant Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5421
5291,,,,,242,132,,Golden Treasure Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5422
5292,,,,,243,132,,Butterfly-Shaped Treasure Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5423
5293,,,,,244,132,,Black Golden Treasure Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5424
5294,,,,,276,132,,Talisman of Wonder,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5425
5295,,,,,284,132,,Talisman of Wonder,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5426
5296,,,,,292,132,,Talisman of Wonder,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5427
5297,,,,,300,132,,Talisman of Wonder,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5428
5298,,,,,308,132,,Talisman of Wonder,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5429
5299,,,,,316,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5430
5300,,,,,318,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5431
5301,,,,,282,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5432
5302,,,,,290,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5433
5303,,,,,298,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5434
5304,,,,,306,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5435
5305,,,,,314,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5436
5306,,,,,322,132,,Talisman of Protection,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5437
5307,,,,,323,132,,Talisman of Protection,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5438
5308,,,,,324,132,,Talisman of Protection,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5439
5309,,,,,325,132,,Talisman of Protection,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5440
5310,,,,,326,132,,Talisman of Protection,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5441
5311,,,,,327,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5442
5312,,,,,328,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5443
5313,,,,,329,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5444
5314,,,,,330,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5445
5315,,,,,331,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5446
5316,,,,,332,132,,Talisman of Intensification,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5447
5317,,,,,446,132,,Sea Bream with Blood,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5448
5318,,,,,362,132,,Stone of Chance,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5449
5319,,,,,457,132,,Diamond Treasure Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5450
5320,,,,,460,132,,Diamond Giant Sword,Gigantic Species Murderer,1,n,bango-file,droplist.dat,5451
5321,,,,,31,158,,Zamogeon,Gigantic Species Killer,250,n,bango-file,droplist.dat,5453
5322,,,,,48,158,,Medium Medicine,Gigantic Species Killer,1,n,bango-file,droplist.dat,5454
5323,,,,,261,158,,BeeDan DaeChangEau,Gigantic Species Killer,1,n,bango-file,droplist.dat,5455
5324,,,,,262,158,,BeeDan DaeChangEau Hair Decoration,Gigantic Species Killer,1,n,bango-file,droplist.dat,5456
5325,,,,,263,158,,BeeDan DaeChangEau Gloves,Gigantic Species Killer,1,n,bango-file,droplist.dat,5457
5326,,,,,264,158,,BeeDan DaeChangEau Shoes,Gigantic Species Killer,1,n,bango-file,droplist.dat,5458
5327,,,,,265,158,,BeeDan DaeChangEau Shorts,Gigantic Species Killer,1,n,bango-file,droplist.dat,5459
5328,,,,,382,158,,White DaeChangEau,Gigantic Species Killer,1,n,bango-file,droplist.dat,5460
5329,,,,,383,158,,White DaeChangEau Hair Decoration,Gigantic Species Killer,1,n,bango-file,droplist.dat,5461
5330,,,,,384,158,,White DaeChangEau Gloves,Gigantic Species Killer,1,n,bango-file,droplist.dat,5462
5331,,,,,385,158,,White DaeChangEau Shoes,Gigantic Species Killer,1,n,bango-file,droplist.dat,5463
5332,,,,,386,158,,White DaeChangEau Shorts,Gigantic Species Killer,1,n,bango-file,droplist.dat,5464
5333,,,,,115,158,,Joong Bang Chairperson's WhiteStick,Gigantic Species Killer,1,n,bango-file,droplist.dat,5465
5334,,,,,116,158,,Joong Bang Chairperson's Single Stick,Gigantic Species Killer,1,n,bango-file,droplist.dat,5466
5335,,,,,248,158,,Stick with Black Crow's Feather,Gigantic Species Killer,1,n,bango-file,droplist.dat,5467
5336,,,,,249,158,,Line Pattern Stick with Black Crow's Feather,Gigantic Species Killer,1,n,bango-file,droplist.dat,5468
5337,,,,,250,158,,Stick with Blue Crow's Feather,Gigantic Species Killer,1,n,bango-file,droplist.dat,5469
5338,,,,,1420,158,,Golden Treasure dagger,Gigantic Species Killer,1,n,bango-file,droplist.dat,5470
5339,,,,,1421,158,,Butterfly-Shaped dagger,Gigantic Species Killer,1,n,bango-file,droplist.dat,5471
5340,,,,,276,158,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5472
5341,,,,,284,158,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5473
5342,,,,,292,158,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5474
5343,,,,,300,158,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5475
5344,,,,,308,158,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5476
5345,,,,,316,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5477
5346,,,,,318,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5478
5347,,,,,282,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5479
5348,,,,,290,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5480
5349,,,,,298,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5481
5350,,,,,306,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5482
5351,,,,,314,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5483
5352,,,,,322,158,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5484
5353,,,,,323,158,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5485
5354,,,,,324,158,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5486
5355,,,,,325,158,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5487
5356,,,,,326,158,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5488
5357,,,,,327,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5489
5358,,,,,328,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5490
5359,,,,,329,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5491
5360,,,,,330,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5492
5361,,,,,331,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5493
5362,,,,,332,158,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5494
5363,,,,,446,158,,Sea Bream with Blood,Gigantic Species Killer,1,n,bango-file,droplist.dat,5495
5364,,,,,362,158,,Stone of Chance,Gigantic Species Killer,1,n,bango-file,droplist.dat,5496
5365,,,,,466,158,,Diamond Stick,Gigantic Species Killer,1,n,bango-file,droplist.dat,5497
5366,,,,,31,159,,Zamogeon,Gigantic Species Killer,250,n,bango-file,droplist.dat,5499
5367,,,,,48,159,,Medium Medicine,Gigantic Species Killer,1,n,bango-file,droplist.dat,5500
5368,,,,,256,159,,SinGak DooSukLin Armor,Gigantic Species Killer,1,n,bango-file,droplist.dat,5501
5369,,,,,257,159,,SinGak DooSukLin Hood,Gigantic Species Killer,1,n,bango-file,droplist.dat,5502
5370,,,,,258,159,,SinGak DooSukLin Gloves,Gigantic Species Killer,1,n,bango-file,droplist.dat,5503
5371,,,,,259,159,,SinGak DooSukLin Shoes,Gigantic Species Killer,1,n,bango-file,droplist.dat,5504
5372,,,,,260,159,,SinGak DooSukLin Shorts,Gigantic Species Killer,1,n,bango-file,droplist.dat,5505
5373,,,,,377,159,,Diamond Armor,Gigantic Species Killer,1,n,bango-file,droplist.dat,5506
5374,,,,,378,159,,Diamond Helmet,Gigantic Species Killer,1,n,bango-file,droplist.dat,5507
5375,,,,,379,159,,Diamond Gloves,Gigantic Species Killer,1,n,bango-file,droplist.dat,5508
5376,,,,,380,159,,Diamond Shoes,Gigantic Species Killer,1,n,bango-file,droplist.dat,5509
5377,,,,,381,159,,Diamond Shorts,Gigantic Species Killer,1,n,bango-file,droplist.dat,5510
5378,,,,,109,159,,Baek Dae Steel Bow,Gigantic Species Killer,1,n,bango-file,droplist.dat,5511
5379,,,,,110,159,,Yeon Lin Steel Bow,Gigantic Species Killer,1,n,bango-file,droplist.dat,5512
5380,,,,,245,159,,Steel Bow,Gigantic Species Killer,1,n,bango-file,droplist.dat,5513
5381,,,,,246,159,,Steel Bow with Crow's Feather,Gigantic Species Killer,1,n,bango-file,droplist.dat,5514
5382,,,,,247,159,,Steel Bow with Golden Crow's Feather,Gigantic Species Killer,1,n,bango-file,droplist.dat,5515
5383,,,,,1420,159,,Golden Treasure dagger,Gigantic Species Killer,1,n,bango-file,droplist.dat,5516
5384,,,,,1421,159,,Butterfly-Shaped dagger,Gigantic Species Killer,1,n,bango-file,droplist.dat,5517
5385,,,,,276,159,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5518
5386,,,,,284,159,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5519
5387,,,,,292,159,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5520
5388,,,,,300,159,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5521
5389,,,,,308,159,,Talisman of Wonder,Gigantic Species Killer,1,n,bango-file,droplist.dat,5522
5390,,,,,316,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5523
5391,,,,,318,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5524
5392,,,,,282,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5525
5393,,,,,290,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5526
5394,,,,,298,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5527
5395,,,,,306,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5528
5396,,,,,314,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5529
5397,,,,,322,159,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5530
5398,,,,,323,159,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5531
5399,,,,,324,159,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5532
5400,,,,,325,159,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5533
5401,,,,,326,159,,Talisman of Protection,Gigantic Species Killer,1,n,bango-file,droplist.dat,5534
5402,,,,,327,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5535
5403,,,,,328,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5536
5404,,,,,329,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5537
5405,,,,,330,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5538
5406,,,,,331,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5539
5407,,,,,332,159,,Talisman of Intensification,Gigantic Species Killer,1,n,bango-file,droplist.dat,5540
5408,,,,,446,159,,Sea Bream with Blood,Gigantic Species Killer,1,n,bango-file,droplist.dat,5541
5409,,,,,362,159,,Stone of Chance,Gigantic Species Killer,1,n,bango-file,droplist.dat,5542
5410,,,,,463,159,,Diamond Bow,Gigantic Species Killer,1,n,bango-file,droplist.dat,5543
5411,,,,,31,133,,Zamogeon,Gigantic Species Master,328,n,bango-file,droplist.dat,5545
5412,,,,,48,133,,Medium Medicine,Gigantic Species Master,1,n,bango-file,droplist.dat,5546
5413,,,,,372,133,,Diamond Scaled Armor,Gigantic Species Master,1,n,bango-file,droplist.dat,5547
5414,,,,,373,133,,Diamond Scaled Helmet,Gigantic Species Master,1,n,bango-file,droplist.dat,5548
5415,,,,,374,133,,Diamond Scaled Gloves,Gigantic Species Master,1,n,bango-file,droplist.dat,5549
5416,,,,,375,133,,Diamond Scaled Shoes,Gigantic Species Master,1,n,bango-file,droplist.dat,5550
5417,,,,,376,133,,Diamond Scaled Shorts,Gigantic Species Master,1,n,bango-file,droplist.dat,5551
5418,,,,,377,133,,Diamond Armor,Gigantic Species Master,1,n,bango-file,droplist.dat,5552
5419,,,,,378,133,,Diamond Helmet,Gigantic Species Master,1,n,bango-file,droplist.dat,5553
5420,,,,,379,133,,Diamond Gloves,Gigantic Species Master,1,n,bango-file,droplist.dat,5554
5421,,,,,380,133,,Diamond Shoes,Gigantic Species Master,1,n,bango-file,droplist.dat,5555
5422,,,,,381,133,,Diamond Shorts,Gigantic Species Master,1,n,bango-file,droplist.dat,5556
5423,,,,,382,133,,White DaeChangEau,Gigantic Species Master,1,n,bango-file,droplist.dat,5557
5424,,,,,383,133,,White DaeChangEau Hair Decoration,Gigantic Species Master,1,n,bango-file,droplist.dat,5558
5425,,,,,384,133,,White DaeChangEau Gloves,Gigantic Species Master,1,n,bango-file,droplist.dat,5559
5426,,,,,385,133,,White DaeChangEau Shoes,Gigantic Species Master,1,n,bango-file,droplist.dat,5560
5427,,,,,386,133,,White DaeChangEau Shorts,Gigantic Species Master,1,n,bango-file,droplist.dat,5561
5428,,,,,440,133,,Giant Sword,Gigantic Species Master,1,n,bango-file,droplist.dat,5562
5429,,,,,441,133,,Revengeful Sword,Gigantic Species Master,1,n,bango-file,droplist.dat,5563
5430,,,,,442,133,,Butterfly-Shaped Giant Sword,Gigantic Species Master,1,n,bango-file,droplist.dat,5564
5431,,,,,242,133,,Golden Treasure Sword,Gigantic Species Master,1,n,bango-file,droplist.dat,5565
5432,,,,,243,133,,Butterfly-Shaped Treasure Sword,Gigantic Species Master,1,n,bango-file,droplist.dat,5566
5433,,,,,244,133,,Black Golden Treasure Sword,Gigantic Species Master,1,n,bango-file,droplist.dat,5567
5434,,,,,245,133,,Steel Bow,Gigantic Species Master,1,n,bango-file,droplist.dat,5568
5435,,,,,246,133,,Steel Bow with Crow's Feather,Gigantic Species Master,1,n,bango-file,droplist.dat,5569
5436,,,,,247,133,,Steel Bow with Golden Crow's Feather,Gigantic Species Master,1,n,bango-file,droplist.dat,5570
5437,,,,,248,133,,Stick with Black Crow's Feather,Gigantic Species Master,1,n,bango-file,droplist.dat,5571
5438,,,,,249,133,,Line Pattern Stick with Black Crow's Feather,Gigantic Species Master,1,n,bango-file,droplist.dat,5572
5439,,,,,250,133,,Stick with Blue Crow's Feather,Gigantic Species Master,1,n,bango-file,droplist.dat,5573
5440,,,,,457,133,,Diamond Treasure Sword,Gigantic Species Master,1,n,bango-file,droplist.dat,5574
5441,,,,,460,133,,Diamond Giant Sword,Gigantic Species Master,1,n,bango-file,droplist.dat,5575
5442,,,,,463,133,,Diamond Bow,Gigantic Species Master,1,n,bango-file,droplist.dat,5576
5443,,,,,466,133,,Diamond Stick,Gigantic Species Master,1,n,bango-file,droplist.dat,5577
5444,,,,,1580,133,,Diamond suit of thief,Gigantic Species Master,1,n,bango-file,droplist.dat,5578
5445,,,,,1581,133,,Diamond Hood of thief,Gigantic Species Master,1,n,bango-file,droplist.dat,5579
5446,,,,,1582,133,,Diamond Gloves of thief,Gigantic Species Master,1,n,bango-file,droplist.dat,5580
5447,,,,,1583,133,,Diamond Boots of thief,Gigantic Species Master,1,n,bango-file,droplist.dat,5581
5448,,,,,1584,133,,Diamond suit Shorts of thief,Gigantic Species Master,1,n,bango-file,droplist.dat,5582
5449,,,,,1423,133,,Diamond dagger,Gigantic Species Master,1,n,bango-file,droplist.dat,5583
5450,,,,,276,133,,Talisman of Wonder,Gigantic Species Master,1,n,bango-file,droplist.dat,5584
5451,,,,,284,133,,Talisman of Wonder,Gigantic Species Master,1,n,bango-file,droplist.dat,5585
5452,,,,,292,133,,Talisman of Wonder,Gigantic Species Master,1,n,bango-file,droplist.dat,5586
5453,,,,,300,133,,Talisman of Wonder,Gigantic Species Master,1,n,bango-file,droplist.dat,5587
5454,,,,,308,133,,Talisman of Wonder,Gigantic Species Master,1,n,bango-file,droplist.dat,5588
5455,,,,,316,133,,Talisman of Intensification,Gigantic Species Master,1,n,bango-file,droplist.dat,5589
5456,,,,,318,133,,Talisman of Intensification,Gigantic Species Master,1,n,bango-file,droplist.dat,5590
5457,,,,,282,133,,Talisman of Intensification,Gigantic Species Master,1,n,bango-file,droplist.dat,5591
5458,,,,,290,133,,Talisman of Intensification,Gigantic Species Master,1,n,bango-file,droplist.dat,5592
5459,,,,,298,133,,Talisman of Intensification,Gigantic Species Master,1,n,bango-file,droplist.dat,5593
