normalized_name,legacy_name,bango_name,bango_key,bango_definition_ordinal,skill_class,legacy_positions,match_basis,field,meaning,unit,compare_index,label_verification,bango_level_json,bango_grade_json,legacy_rpn,bango_prefix_json,bango_rpn_json,legacy_canonical_json,bango_canonical_json,verdict,attribution,notes
berserk,Berserk,Berserk,knight-24,1,knight,10,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""53"",""56"",""59"",""62"",""65"",""70"",""0""]","[""7"",""0""]",200 sk_lvl 15 * +,"[[""plus"",""200"",[""mul"",""skill_level"",""15""]]]","[""200 skill_level 15 * +""]","[""add"",[""multiply"",[""number"",""15""],[""variable"",""skill_level""]],[""number"",""200""]]","[[""add"",[""multiply"",[""number"",""15""],[""variable"",""skill_level""]],[""number"",""200""]]]",same,,Canonical arithmetic expressions are semantically identical.
berserk,Berserk,Berserk,knight-24,1,knight,10,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""53"",""56"",""59"",""62"",""65"",""70"",""0""]","[""7"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
berserk,Berserk,Berserk,knight-24,1,knight,10,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""53"",""56"",""59"",""62"",""65"",""70"",""0""]","[""7"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
berserk,Berserk,Berserk,knight-24,1,knight,10,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""53"",""56"",""59"",""62"",""65"",""70"",""0""]","[""7"",""0""]",600000,"[""180000""]","[""180000""]","[""number"",""600000""]","[[""number"",""180000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
halfswing,Half Swing,Half Swing,knight-25,1,knight,10,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""54"",""58"",""62"",""66"",""69"",""0""]","[""7"",""0""]",49 sk_lvl 9 * +,"[[""plus"",""49"",[""mul"",""skill_level"",""9""]]]","[""49 skill_level 9 * +""]","[""add"",[""multiply"",[""number"",""9""],[""variable"",""skill_level""]],[""number"",""49""]]","[[""add"",[""multiply"",[""number"",""9""],[""variable"",""skill_level""]],[""number"",""49""]]]",same,,Canonical arithmetic expressions are semantically identical.
halfswing,Half Swing,Half Swing,knight-25,1,knight,10,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""54"",""58"",""62"",""66"",""69"",""0""]","[""7"",""0""]",0,"[""weapon_range""]","[""weapon_range""]","[""number"",""0""]","[[""variable"",""weapon_range""]]",encoding-only,,Legacy melee range sentinel 0; Bango names the dynamic weapon_range symbol.
halfswing,Half Swing,Half Swing,knight-25,1,knight,10,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""54"",""58"",""62"",""66"",""69"",""0""]","[""7"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
halfswing,Half Swing,Half Swing,knight-25,1,knight,10,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""54"",""58"",""62"",""66"",""69"",""0""]","[""7"",""0""]",10000,"[""5000""]","[""5000""]","[""number"",""10000""]","[[""number"",""5000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
sacrifice,Sacrifice,Sacrifice,knight-26,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""52"",""61"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
sacrifice,Sacrifice,Sacrifice,knight-26,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""52"",""61"",""0""]","[""11"",""0""]",120,"[""120""]","[""120""]","[""number"",""120""]","[[""number"",""120""]]",same,,Canonical arithmetic expressions are semantically identical.
sacrifice,Sacrifice,Sacrifice,knight-26,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""52"",""61"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
sacrifice,Sacrifice,Sacrifice,knight-26,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""52"",""61"",""0""]","[""11"",""0""]",40000,"[""40000""]","[""40000""]","[""number"",""40000""]","[[""number"",""40000""]]",same,,Canonical arithmetic expressions are semantically identical.
calloflightningdefense,Call of Lightning Defense,Call of Lightning Defense,knight-27,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloflightningdefense,Call of Lightning Defense,Call of Lightning Defense,knight-27,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloflightningdefense,Call of Lightning Defense,Call of Lightning Defense,knight-27,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloflightningdefense,Call of Lightning Defense,Call of Lightning Defense,knight-27,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",10000,"[""10000""]","[""10000""]","[""number"",""10000""]","[[""number"",""10000""]]",same,,Canonical arithmetic expressions are semantically identical.
calloficedefense,Call of Ice Defense,Call of Ice Defense,knight-28,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloficedefense,Call of Ice Defense,Call of Ice Defense,knight-28,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloficedefense,Call of Ice Defense,Call of Ice Defense,knight-28,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloficedefense,Call of Ice Defense,Call of Ice Defense,knight-28,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",10000,"[""10000""]","[""10000""]","[""number"",""10000""]","[[""number"",""10000""]]",same,,Canonical arithmetic expressions are semantically identical.
calloffiredefense,Call of Fire Defense,Call of Fire Defense,knight-29,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloffiredefense,Call of Fire Defense,Call of Fire Defense,knight-29,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloffiredefense,Call of Fire Defense,Call of Fire Defense,knight-29,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
calloffiredefense,Call of Fire Defense,Call of Fire Defense,knight-29,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""53"",""57"",""64"",""0""]","[""11"",""0""]",10000,"[""10000""]","[""10000""]","[""number"",""10000""]","[[""number"",""10000""]]",same,,Canonical arithmetic expressions are semantically identical.
callofontargetpoint,Call of On Target Point,Call of On Target Point,knight-30,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""54"",""58"",""65"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
callofontargetpoint,Call of On Target Point,Call of On Target Point,knight-30,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""54"",""58"",""65"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
callofontargetpoint,Call of On Target Point,Call of On Target Point,knight-30,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""54"",""58"",""65"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
callofontargetpoint,Call of On Target Point,Call of On Target Point,knight-30,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""54"",""58"",""65"",""0""]","[""11"",""0""]",10000,"[""10000""]","[""10000""]","[""number"",""10000""]","[[""number"",""10000""]]",same,,Canonical arithmetic expressions are semantically identical.
callofphysicalattack,Call of Physical Attack,Call of Physical Attack,knight-31,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""54"",""60"",""66"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
callofphysicalattack,Call of Physical Attack,Call of Physical Attack,knight-31,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""54"",""60"",""66"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
callofphysicalattack,Call of Physical Attack,Call of Physical Attack,knight-31,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""54"",""60"",""66"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
callofphysicalattack,Call of Physical Attack,Call of Physical Attack,knight-31,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""54"",""60"",""66"",""0""]","[""11"",""0""]",10000,"[""10000""]","[""10000""]","[""number"",""10000""]","[[""number"",""10000""]]",same,,Canonical arithmetic expressions are semantically identical.
survivalinstinct,Survival Instinct,Survival Instinct,knight-32,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""56"",""63"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
survivalinstinct,Survival Instinct,Survival Instinct,knight-32,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""56"",""63"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
survivalinstinct,Survival Instinct,Survival Instinct,knight-32,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""56"",""63"",""0""]","[""11"",""0""]",1500,"[""1500""]","[""1500""]","[""number"",""1500""]","[[""number"",""1500""]]",same,,Canonical arithmetic expressions are semantically identical.
survivalinstinct,Survival Instinct,Survival Instinct,knight-32,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""56"",""63"",""0""]","[""11"",""0""]",1800000,"[""600000""]","[""600000""]","[""number"",""1800000""]","[[""number"",""600000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
elasticshield,Elastic Shield,Elastic Shield,knight-33,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""58"",""0""]","[""11"",""0""]",475,"[""475""]","[""475""]","[""number"",""475""]","[[""number"",""475""]]",same,,Canonical arithmetic expressions are semantically identical.
elasticshield,Elastic Shield,Elastic Shield,knight-33,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""58"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
elasticshield,Elastic Shield,Elastic Shield,knight-33,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""58"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
elasticshield,Elastic Shield,Elastic Shield,knight-33,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""58"",""0""]","[""11"",""0""]",1800000,"[""600000""]","[""600000""]","[""number"",""1800000""]","[[""number"",""600000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
perfectdefense,Perfect Defense,Perfect defense,knight-38,1,knight,13,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""70"",""0""]","[""43"",""0""]",20 ch_lvl 4 * + sk_lvl ch_lvl 4 * * 10 / +,"[[""plus"",[""plus"",""20"",[""mul"",""char_level"",""4""]],[""div"",[""mul"",""skill_level"",[""plus"",""20"",[""mul"",""char_level"",""4""]]],""10""]]]","[""20 char_level 4 * + skill_level 20 char_level 4 * + * 10 / +""]","[""add"",[""divide"",[""multiply"",[""number"",""4""],[""variable"",""char_level""],[""variable"",""skill_level""]],[""number"",""10""]],[""multiply"",[""number"",""4""],[""variable"",""char_level""]],[""number"",""20""]]","[[""add"",[""divide"",[""multiply"",[""add"",[""multiply"",[""number"",""4""],[""variable"",""char_level""]],[""number"",""20""]],[""variable"",""skill_level""]],[""number"",""10""]],[""multiply"",[""number"",""4""],[""variable"",""char_level""]],[""number"",""20""]]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
perfectdefense,Perfect Defense,Perfect defense,knight-38,1,knight,13,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""70"",""0""]","[""43"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
perfectdefense,Perfect Defense,Perfect defense,knight-38,1,knight,13,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""70"",""0""]","[""43"",""0""]",0,"[""1000""]","[""1000""]","[""number"",""0""]","[[""number"",""1000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
perfectdefense,Perfect Defense,Perfect defense,knight-38,1,knight,13,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""70"",""0""]","[""43"",""0""]",320000 sk_lvl 20000 * -,"[""300000""]","[""300000""]","[""subtract"",[""number"",""320000""],[""multiply"",[""number"",""20000""],[""variable"",""skill_level""]]]","[[""number"",""300000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
spinslash,Spin Slash,Spin Slash,knight-40,1,knight,12,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""70"",""0""]","[""23"",""0""]",50 ch_lvl 2 * + sk_lvl ch_lvl 2 * 50 + * 10 / +,"[[""plus"",[""plus"",""50"",[""mul"",""char_level"",""2""]],[""div"",""10"",[""mul"",""skill_level"",[""plus"",""50"",[""mul"",""char_level"",""2""]]]]]]","[""50 char_level 2 * + 10 skill_level 50 char_level 2 * + * / +""]","[""add"",[""divide"",[""multiply"",[""add"",[""multiply"",[""number"",""2""],[""variable"",""char_level""]],[""number"",""50""]],[""variable"",""skill_level""]],[""number"",""10""]],[""multiply"",[""number"",""2""],[""variable"",""char_level""]],[""number"",""50""]]","[[""add"",[""divide"",[""number"",""10""],[""multiply"",[""add"",[""multiply"",[""number"",""2""],[""variable"",""char_level""]],[""number"",""50""]],[""variable"",""skill_level""]]],[""multiply"",[""number"",""2""],[""variable"",""char_level""]],[""number"",""50""]]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
spinslash,Spin Slash,Spin Slash,knight-40,1,knight,12,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""70"",""0""]","[""23"",""0""]",0,"[""weapon_range""]","[""weapon_range""]","[""number"",""0""]","[[""variable"",""weapon_range""]]",encoding-only,,Legacy melee range sentinel 0; Bango names the dynamic weapon_range symbol.
spinslash,Spin Slash,Spin Slash,knight-40,1,knight,12,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""70"",""0""]","[""23"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
spinslash,Spin Slash,Spin Slash,knight-40,1,knight,12,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""70"",""0""]","[""23"",""0""]",30000,"[""30000""]","[""30000""]","[""number"",""30000""]","[[""number"",""30000""]]",same,,Canonical arithmetic expressions are semantically identical.
powerfulwideningwound,Powerful Widening Wound,Powerful Widening Wound,knight-41,1,knight,11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""56"",""0""]","[""11"",""0""]",0,"[[""plus"",""30"",""skill_level""]]","[""30 skill_level +""]","[""number"",""0""]","[[""add"",[""number"",""30""],[""variable"",""skill_level""]]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
powerfulwideningwound,Powerful Widening Wound,Powerful Widening Wound,knight-41,1,knight,11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""56"",""0""]","[""11"",""0""]",0,"[""weapon_range""]","[""weapon_range""]","[""number"",""0""]","[[""variable"",""weapon_range""]]",encoding-only,,Legacy melee range sentinel 0; Bango names the dynamic weapon_range symbol.
powerfulwideningwound,Powerful Widening Wound,Powerful Widening Wound,knight-41,1,knight,11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""56"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
powerfulwideningwound,Powerful Widening Wound,Powerful Widening Wound,knight-41,1,knight,11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""56"",""0""]","[""11"",""0""]",700,"[""weapon_speed""]","[""weapon_speed""]","[""number"",""700""]","[[""variable"",""weapon_speed""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
artillery,Artillery,Artillery,knight-80,1,knight,10|11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""50"",""0""]","[""7"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
artillery,Artillery,Artillery,knight-80,1,knight,10|11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""50"",""0""]","[""7"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
artillery,Artillery,Artillery,knight-80,1,knight,10|11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""50"",""0""]","[""7"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
artillery,Artillery,Artillery,knight-80,1,knight,10|11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""50"",""0""]","[""7"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
artillery,Artillery,Artillery,knight-81,1,knight,10|11,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""50"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
artillery,Artillery,Artillery,knight-81,1,knight,10|11,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""50"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
artillery,Artillery,Artillery,knight-81,1,knight,10|11,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""50"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
artillery,Artillery,Artillery,knight-81,1,knight,10|11,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""50"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
firemagic,Fire Magic,Fire Magic,mage-2,1,mage,1,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""8"",""0""]","[""1"",""0""]",7 sk_lvl 4 / +,"[[""plus"",""7"",[""div"",""skill_level"",""4""]]]","[""7 skill_level 4 / +""]","[""add"",[""divide"",[""variable"",""skill_level""],[""number"",""4""]],[""number"",""7""]]","[[""add"",[""divide"",[""variable"",""skill_level""],[""number"",""4""]],[""number"",""7""]]]",same,,Canonical arithmetic expressions are semantically identical.
firemagic,Fire Magic,Fire Magic,mage-2,1,mage,1,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""8"",""0""]","[""1"",""0""]",110 sk_lvl 3 * +,"[[""plus"",""110"",[""mul"",""3"",""skill_level""]]]","[""110 3 skill_level * +""]","[""add"",[""multiply"",[""number"",""3""],[""variable"",""skill_level""]],[""number"",""110""]]","[[""add"",[""multiply"",[""number"",""3""],[""variable"",""skill_level""]],[""number"",""110""]]]",same,,Canonical arithmetic expressions are semantically identical.
firemagic,Fire Magic,Fire Magic,mage-2,1,mage,1,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""8"",""0""]","[""1"",""0""]",1300,"[[""minus"",""1300"",[""div"",[""mul"",""1300"",[""mul"",""fire_mastery"",""5""]],""100""]]]","[""1300 1300 fire_mastery 5 * * 100 / -""]","[""number"",""1300""]","[[""subtract"",[""number"",""1300""],[""divide"",[""multiply"",[""number"",""6500""],[""variable"",""fire_mastery""]],[""number"",""100""]]]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
firemagic,Fire Magic,Fire Magic,mage-2,1,mage,1,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""8"",""0""]","[""1"",""0""]",600,"[""600""]","[""600""]","[""number"",""600""]","[[""number"",""600""]]",same,,Canonical arithmetic expressions are semantically identical.
icemagic,Ice Magic,Ice Magic,mage-3,1,mage,1,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""3"",""0""]","[""1"",""0""]",6 sk_lvl 4 / +,"[[""plus"",""6"",[""div"",""skill_level"",""4""]]]","[""6 skill_level 4 / +""]","[""add"",[""divide"",[""variable"",""skill_level""],[""number"",""4""]],[""number"",""6""]]","[[""add"",[""divide"",[""variable"",""skill_level""],[""number"",""4""]],[""number"",""6""]]]",same,,Canonical arithmetic expressions are semantically identical.
icemagic,Ice Magic,Ice Magic,mage-3,1,mage,1,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""3"",""0""]","[""1"",""0""]",120 sk_lvl 4 * +,"[[""plus"",""120"",[""mul"",""4"",""skill_level""]]]","[""120 4 skill_level * +""]","[""add"",[""multiply"",[""number"",""4""],[""variable"",""skill_level""]],[""number"",""120""]]","[[""add"",[""multiply"",[""number"",""4""],[""variable"",""skill_level""]],[""number"",""120""]]]",same,,Canonical arithmetic expressions are semantically identical.
icemagic,Ice Magic,Ice Magic,mage-3,1,mage,1,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""3"",""0""]","[""1"",""0""]",800,"[""800""]","[""800""]","[""number"",""800""]","[[""number"",""800""]]",same,,Canonical arithmetic expressions are semantically identical.
icemagic,Ice Magic,Ice Magic,mage-3,1,mage,1,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""3"",""0""]","[""1"",""0""]",600,"[""600""]","[""600""]","[""number"",""600""]","[[""number"",""600""]]",same,,Canonical arithmetic expressions are semantically identical.
lightningmagic,Lightning Magic,Lightning Magic,mage-4,1,mage,1,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""1"",""0""]","[""1"",""0""]",2 sk_lvl 2 / +,"[[""plus"",""2"",[""div"",""skill_level"",""2""]]]","[""2 skill_level 2 / +""]","[""add"",[""divide"",[""variable"",""skill_level""],[""number"",""2""]],[""number"",""2""]]","[[""add"",[""divide"",[""variable"",""skill_level""],[""number"",""2""]],[""number"",""2""]]]",same,,Canonical arithmetic expressions are semantically identical.
lightningmagic,Lightning Magic,Lightning Magic,mage-4,1,mage,1,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""1"",""0""]","[""1"",""0""]",110 sk_lvl 6 * +,"[[""plus"",""110"",[""mul"",""6"",""skill_level""]]]","[""110 6 skill_level * +""]","[""add"",[""multiply"",[""number"",""6""],[""variable"",""skill_level""]],[""number"",""110""]]","[[""add"",[""multiply"",[""number"",""6""],[""variable"",""skill_level""]],[""number"",""110""]]]",same,,Canonical arithmetic expressions are semantically identical.
lightningmagic,Lightning Magic,Lightning Magic,mage-4,1,mage,1,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""1"",""0""]","[""1"",""0""]",600,"[""600""]","[""600""]","[""number"",""600""]","[[""number"",""600""]]",same,,Canonical arithmetic expressions are semantically identical.
lightningmagic,Lightning Magic,Lightning Magic,mage-4,1,mage,1,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""1"",""0""]","[""1"",""0""]",600,"[""600""]","[""600""]","[""number"",""600""]","[[""number"",""600""]]",same,,Canonical arithmetic expressions are semantically identical.
