ita_azon,attribute_ordinal,attribute,values_json,provenance,source_file,source_line
686,1,Int,"[""1""]",bango-file,inititem.dat,1983
686,2,Wis,"[""2""]",bango-file,inititem.dat,1983
686,3,defense,"[""38""]",bango-file,inititem.dat,1983
686,4,dodge,"[""27""]",bango-file,inititem.dat,1983
686,5,resistfire,"[""4""]",bango-file,inititem.dat,1983
686,6,resistice,"[""4""]",bango-file,inititem.dat,1983
686,7,resistlitning,"[""4""]",bango-file,inititem.dat,1983
686,8,resistcurse,"[""5""]",bango-file,inititem.dat,1983
686,9,resistpalsy,"[""5""]",bango-file,inititem.dat,1983
687,1,Hth,"[""2""]",bango-file,inititem.dat,1986
687,2,Int,"[""1""]",bango-file,inititem.dat,1986
687,3,defense,"[""29""]",bango-file,inititem.dat,1986
687,4,dodge,"[""35""]",bango-file,inititem.dat,1986
687,5,resistfire,"[""4""]",bango-file,inititem.dat,1986
687,6,resistice,"[""4""]",bango-file,inititem.dat,1986
687,7,resistlitning,"[""4""]",bango-file,inititem.dat,1986
687,8,resistcurse,"[""4""]",bango-file,inititem.dat,1986
687,9,resistpalsy,"[""4""]",bango-file,inititem.dat,1986
688,1,defense,"[""34""]",bango-file,inititem.dat,1990
688,2,dodge,"[""10""]",bango-file,inititem.dat,1990
688,3,absorb,"[""2""]",bango-file,inititem.dat,1990
691,1,aspeed,"[""700""]",bango-file,inititem.dat,2003
691,2,Str,"[""1""]",bango-file,inititem.dat,2003
691,3,Hth,"[""2""]",bango-file,inititem.dat,2003
691,4,Dex,"[""1""]",bango-file,inititem.dat,2003
691,5,Attack,"[""167"",""207""]",bango-file,inititem.dat,2003
691,6,hp,"[""200""]",bango-file,inititem.dat,2003
691,7,hit,"[""74""]",bango-file,inititem.dat,2003
692,1,aspeed,"[""700""]",bango-file,inititem.dat,2006
692,2,Str,"[""4""]",bango-file,inititem.dat,2006
692,3,Attack,"[""182"",""222""]",bango-file,inititem.dat,2006
692,4,hp,"[""150""]",bango-file,inititem.dat,2006
692,5,hit,"[""70""]",bango-file,inititem.dat,2006
693,1,aspeed,"[""700""]",bango-file,inititem.dat,2009
693,2,Str,"[""1""]",bango-file,inititem.dat,2009
693,3,Hth,"[""2""]",bango-file,inititem.dat,2009
693,4,Wis,"[""1""]",bango-file,inititem.dat,2009
693,5,Dex,"[""1""]",bango-file,inititem.dat,2009
693,6,Attack,"[""152"",""192""]",bango-file,inititem.dat,2009
693,7,hp,"[""100""]",bango-file,inititem.dat,2009
693,8,mp,"[""50""]",bango-file,inititem.dat,2009
693,9,hit,"[""78""]",bango-file,inititem.dat,2009
694,1,aspeed,"[""1400""]",bango-file,inititem.dat,2012
694,2,Str,"[""3""]",bango-file,inititem.dat,2012
694,3,Dex,"[""1""]",bango-file,inititem.dat,2012
694,4,Attack,"[""400"",""480""]",bango-file,inititem.dat,2012
694,5,hp,"[""150""]",bango-file,inititem.dat,2012
694,6,hit,"[""74""]",bango-file,inititem.dat,2012
695,1,aspeed,"[""1400""]",bango-file,inititem.dat,2015
695,2,Str,"[""5""]",bango-file,inititem.dat,2015
695,3,Attack,"[""440"",""520""]",bango-file,inititem.dat,2015
695,4,hp,"[""100""]",bango-file,inititem.dat,2015
695,5,hit,"[""68""]",bango-file,inititem.dat,2015
696,1,aspeed,"[""1400""]",bango-file,inititem.dat,2018
696,2,Str,"[""2""]",bango-file,inititem.dat,2018
696,3,Wis,"[""1""]",bango-file,inititem.dat,2018
696,4,Dex,"[""1""]",bango-file,inititem.dat,2018
696,5,Attack,"[""370"",""450""]",bango-file,inititem.dat,2018
696,6,hp,"[""100""]",bango-file,inititem.dat,2018
696,7,mp,"[""50""]",bango-file,inititem.dat,2018
696,8,hit,"[""76""]",bango-file,inititem.dat,2018
697,1,aspeed,"[""800""]",bango-file,inititem.dat,2021
697,2,Str,"[""1""]",bango-file,inititem.dat,2021
697,3,Dex,"[""3""]",bango-file,inititem.dat,2021
697,4,Attack,"[""132"",""202""]",bango-file,inititem.dat,2021
697,5,hp,"[""150""]",bango-file,inititem.dat,2021
697,6,hit,"[""72""]",bango-file,inititem.dat,2021
698,1,aspeed,"[""800""]",bango-file,inititem.dat,2024
698,2,Dex,"[""4""]",bango-file,inititem.dat,2024
698,3,Attack,"[""147"",""217""]",bango-file,inititem.dat,2024
698,4,hp,"[""100""]",bango-file,inititem.dat,2024
698,5,mp,"[""50""]",bango-file,inititem.dat,2024
698,6,hit,"[""70""]",bango-file,inititem.dat,2024
699,1,aspeed,"[""800""]",bango-file,inititem.dat,2027
699,2,Str,"[""2""]",bango-file,inititem.dat,2027
699,3,Dex,"[""3""]",bango-file,inititem.dat,2027
699,4,Attack,"[""117"",""187""]",bango-file,inititem.dat,2027
699,5,hp,"[""100""]",bango-file,inititem.dat,2027
699,6,hit,"[""74""]",bango-file,inititem.dat,2027
700,1,aspeed,"[""1000""]",bango-file,inititem.dat,2030
700,2,Int,"[""3""]",bango-file,inititem.dat,2030
700,3,Wis,"[""1""]",bango-file,inititem.dat,2030
700,4,Attack,"[""119"",""129""]",bango-file,inititem.dat,2030
700,5,Magic,"[""155"",""245""]",bango-file,inititem.dat,2030
700,6,hp,"[""150""]",bango-file,inititem.dat,2030
700,7,hit,"[""64""]",bango-file,inititem.dat,2030
701,1,aspeed,"[""1000""]",bango-file,inititem.dat,2033
701,2,Int,"[""4""]",bango-file,inititem.dat,2033
701,3,Attack,"[""131"",""141""]",bango-file,inititem.dat,2033
701,4,Magic,"[""170"",""260""]",bango-file,inititem.dat,2033
701,5,mp,"[""200""]",bango-file,inititem.dat,2033
701,6,hit,"[""62""]",bango-file,inititem.dat,2033
702,1,aspeed,"[""1000""]",bango-file,inititem.dat,2036
702,2,Wis,"[""8""]",bango-file,inititem.dat,2036
702,3,Dex,"[""3""]",bango-file,inititem.dat,2036
702,4,Attack,"[""105"",""115""]",bango-file,inititem.dat,2036
702,5,Magic,"[""120"",""200""]",bango-file,inititem.dat,2036
702,6,mp,"[""150""]",bango-file,inititem.dat,2036
702,7,hit,"[""66""]",bango-file,inititem.dat,2036
703,1,aspeed,"[""700""]",bango-file,inititem.dat,2039
703,2,Str,"[""2""]",bango-file,inititem.dat,2039
703,3,Hth,"[""2""]",bango-file,inititem.dat,2039
703,4,Dex,"[""1""]",bango-file,inititem.dat,2039
703,5,Attack,"[""187"",""227""]",bango-file,inititem.dat,2039
703,6,hp,"[""250""]",bango-file,inititem.dat,2039
703,7,hit,"[""76""]",bango-file,inititem.dat,2039
704,1,aspeed,"[""700""]",bango-file,inititem.dat,2042
704,2,Str,"[""4""]",bango-file,inititem.dat,2042
704,3,Hth,"[""1""]",bango-file,inititem.dat,2042
704,4,Attack,"[""202"",""242""]",bango-file,inititem.dat,2042
704,5,hp,"[""200""]",bango-file,inititem.dat,2042
704,6,hit,"[""73""]",bango-file,inititem.dat,2042
705,1,aspeed,"[""700""]",bango-file,inititem.dat,2045
705,2,Str,"[""1""]",bango-file,inititem.dat,2045
705,3,Hth,"[""2""]",bango-file,inititem.dat,2045
705,4,Wis,"[""1""]",bango-file,inititem.dat,2045
705,5,Dex,"[""2""]",bango-file,inititem.dat,2045
705,6,Attack,"[""172"",""212""]",bango-file,inititem.dat,2045
705,7,hp,"[""150""]",bango-file,inititem.dat,2045
705,8,mp,"[""50""]",bango-file,inititem.dat,2045
705,9,hit,"[""79""]",bango-file,inititem.dat,2045
706,1,aspeed,"[""1400""]",bango-file,inititem.dat,2048
706,2,Str,"[""4""]",bango-file,inititem.dat,2048
706,3,Dex,"[""1""]",bango-file,inititem.dat,2048
706,4,Attack,"[""430"",""490""]",bango-file,inititem.dat,2048
706,5,hp,"[""200""]",bango-file,inititem.dat,2048
706,6,hit,"[""76""]",bango-file,inititem.dat,2048
707,1,aspeed,"[""1400""]",bango-file,inititem.dat,2051
707,2,Str,"[""6""]",bango-file,inititem.dat,2051
707,3,Attack,"[""470"",""530""]",bango-file,inititem.dat,2051
707,4,hp,"[""150""]",bango-file,inititem.dat,2051
707,5,hit,"[""71""]",bango-file,inititem.dat,2051
708,1,aspeed,"[""1400""]",bango-file,inititem.dat,2054
708,2,Str,"[""3""]",bango-file,inititem.dat,2054
708,3,Wis,"[""1""]",bango-file,inititem.dat,2054
708,4,Dex,"[""1""]",bango-file,inititem.dat,2054
708,5,Attack,"[""410"",""470""]",bango-file,inititem.dat,2054
708,6,hp,"[""150""]",bango-file,inititem.dat,2054
708,7,mp,"[""50""]",bango-file,inititem.dat,2054
708,8,hit,"[""77""]",bango-file,inititem.dat,2054
709,1,aspeed,"[""800""]",bango-file,inititem.dat,2057
709,2,Str,"[""1""]",bango-file,inititem.dat,2057
709,3,Dex,"[""4""]",bango-file,inititem.dat,2057
709,4,Attack,"[""157"",""217""]",bango-file,inititem.dat,2057
709,5,hp,"[""200""]",bango-file,inititem.dat,2057
709,6,hit,"[""74""]",bango-file,inititem.dat,2057
710,1,aspeed,"[""800""]",bango-file,inititem.dat,2060
710,2,Str,"[""1""]",bango-file,inititem.dat,2060
710,3,Dex,"[""4""]",bango-file,inititem.dat,2060
710,4,Attack,"[""172"",""232""]",bango-file,inititem.dat,2060
710,5,hp,"[""150""]",bango-file,inititem.dat,2060
710,6,mp,"[""50""]",bango-file,inititem.dat,2060
710,7,hit,"[""72""]",bango-file,inititem.dat,2060
711,1,aspeed,"[""800""]",bango-file,inititem.dat,2063
711,2,Dex,"[""5""]",bango-file,inititem.dat,2063
711,3,Attack,"[""142"",""202""]",bango-file,inititem.dat,2063
711,4,hp,"[""150""]",bango-file,inititem.dat,2063
711,5,hit,"[""76""]",bango-file,inititem.dat,2063
712,1,aspeed,"[""1000""]",bango-file,inititem.dat,2066
712,2,Int,"[""4""]",bango-file,inititem.dat,2066
712,3,Wis,"[""1""]",bango-file,inititem.dat,2066
712,4,Attack,"[""135"",""145""]",bango-file,inititem.dat,2066
712,5,Magic,"[""200"",""280""]",bango-file,inititem.dat,2066
712,6,hp,"[""200""]",bango-file,inititem.dat,2066
712,7,hit,"[""66""]",bango-file,inititem.dat,2066
713,1,aspeed,"[""1000""]",bango-file,inititem.dat,2069
713,2,Int,"[""5""]",bango-file,inititem.dat,2069
713,3,Attack,"[""150"",""160""]",bango-file,inititem.dat,2069
713,4,Magic,"[""220"",""300""]",bango-file,inititem.dat,2069
713,5,mp,"[""250""]",bango-file,inititem.dat,2069
713,6,hit,"[""64""]",bango-file,inititem.dat,2069
714,1,aspeed,"[""1000""]",bango-file,inititem.dat,2072
714,2,Wis,"[""9""]",bango-file,inititem.dat,2072
714,3,Dex,"[""4""]",bango-file,inititem.dat,2072
714,4,Attack,"[""120"",""130""]",bango-file,inititem.dat,2072
714,5,Magic,"[""160"",""240""]",bango-file,inititem.dat,2072
714,6,mp,"[""200""]",bango-file,inititem.dat,2072
714,7,hit,"[""68""]",bango-file,inititem.dat,2072
715,1,Str,"[""3""]",bango-file,inititem.dat,2075
715,2,Hth,"[""2""]",bango-file,inititem.dat,2075
715,3,defense,"[""44""]",bango-file,inititem.dat,2075
715,4,dodge,"[""17""]",bango-file,inititem.dat,2075
715,5,absorb,"[""5""]",bango-file,inititem.dat,2075
716,1,Hth,"[""1""]",bango-file,inititem.dat,2078
716,2,defense,"[""42""]",bango-file,inititem.dat,2078
716,3,dodge,"[""9""]",bango-file,inititem.dat,2078
716,4,absorb,"[""2""]",bango-file,inititem.dat,2078
717,1,Str,"[""1""]",bango-file,inititem.dat,2081
717,2,defense,"[""43""]",bango-file,inititem.dat,2081
717,3,dodge,"[""6""]",bango-file,inititem.dat,2081
717,4,absorb,"[""1""]",bango-file,inititem.dat,2081
718,1,Dex,"[""1""]",bango-file,inititem.dat,2084
718,2,defense,"[""32""]",bango-file,inititem.dat,2084
718,3,dodge,"[""19""]",bango-file,inititem.dat,2084
718,4,absorb,"[""2""]",bango-file,inititem.dat,2084
719,1,Hth,"[""1""]",bango-file,inititem.dat,2087
719,2,defense,"[""28""]",bango-file,inititem.dat,2087
719,3,dodge,"[""19""]",bango-file,inititem.dat,2087
719,4,absorb,"[""3""]",bango-file,inititem.dat,2087
720,1,Hth,"[""2""]",bango-file,inititem.dat,2090
720,2,Dex,"[""3""]",bango-file,inititem.dat,2090
720,3,defense,"[""46""]",bango-file,inititem.dat,2090
720,4,dodge,"[""16""]",bango-file,inititem.dat,2090
720,5,absorb,"[""3""]",bango-file,inititem.dat,2090
721,1,Hth,"[""1""]",bango-file,inititem.dat,2093
721,2,defense,"[""30""]",bango-file,inititem.dat,2093
721,3,dodge,"[""10""]",bango-file,inititem.dat,2093
721,4,absorb,"[""1""]",bango-file,inititem.dat,2093
722,1,Str,"[""1""]",bango-file,inititem.dat,2096
722,2,defense,"[""28""]",bango-file,inititem.dat,2096
722,3,dodge,"[""9""]",bango-file,inititem.dat,2096
722,4,absorb,"[""1""]",bango-file,inititem.dat,2096
723,1,Dex,"[""1""]",bango-file,inititem.dat,2099
723,2,defense,"[""28""]",bango-file,inititem.dat,2099
723,3,dodge,"[""26""]",bango-file,inititem.dat,2099
723,4,absorb,"[""1""]",bango-file,inititem.dat,2099
724,1,Hth,"[""1""]",bango-file,inititem.dat,2102
724,2,defense,"[""19""]",bango-file,inititem.dat,2102
724,3,dodge,"[""32""]",bango-file,inititem.dat,2102
724,4,absorb,"[""1""]",bango-file,inititem.dat,2102
725,1,Hth,"[""2""]",bango-file,inititem.dat,2105
725,2,Int,"[""3""]",bango-file,inititem.dat,2105
725,3,defense,"[""29""]",bango-file,inititem.dat,2105
725,4,dodge,"[""23""]",bango-file,inititem.dat,2105
725,5,resistfire,"[""6""]",bango-file,inititem.dat,2105
725,6,resistice,"[""6""]",bango-file,inititem.dat,2105
725,7,resistlitning,"[""6""]",bango-file,inititem.dat,2105
725,8,resistcurse,"[""3""]",bango-file,inititem.dat,2105
725,9,resistpalsy,"[""3""]",bango-file,inititem.dat,2105
726,1,Hth,"[""1""]",bango-file,inititem.dat,2108
726,2,defense,"[""23""]",bango-file,inititem.dat,2108
726,3,dodge,"[""12""]",bango-file,inititem.dat,2108
726,4,resistfire,"[""5""]",bango-file,inititem.dat,2108
726,5,resistice,"[""5""]",bango-file,inititem.dat,2108
726,6,resistlitning,"[""5""]",bango-file,inititem.dat,2108
726,7,resistcurse,"[""2""]",bango-file,inititem.dat,2108
726,8,resistpalsy,"[""2""]",bango-file,inititem.dat,2108
727,1,Wis,"[""1""]",bango-file,inititem.dat,2111
727,2,defense,"[""23""]",bango-file,inititem.dat,2111
727,3,dodge,"[""10""]",bango-file,inititem.dat,2111
727,4,resistfire,"[""4""]",bango-file,inititem.dat,2111
727,5,resistice,"[""4""]",bango-file,inititem.dat,2111
727,6,resistlitning,"[""4""]",bango-file,inititem.dat,2111
727,7,resistcurse,"[""3""]",bango-file,inititem.dat,2111
727,8,resistpalsy,"[""3""]",bango-file,inititem.dat,2111
728,1,Wis,"[""1""]",bango-file,inititem.dat,2114
728,2,defense,"[""26""]",bango-file,inititem.dat,2114
728,3,dodge,"[""21""]",bango-file,inititem.dat,2114
728,4,resistfire,"[""3""]",bango-file,inititem.dat,2114
728,5,resistice,"[""3""]",bango-file,inititem.dat,2114
728,6,resistlitning,"[""3""]",bango-file,inititem.dat,2114
728,7,resistcurse,"[""3""]",bango-file,inititem.dat,2114
728,8,resistpalsy,"[""3""]",bango-file,inititem.dat,2114
729,1,Hth,"[""1""]",bango-file,inititem.dat,2117
729,2,defense,"[""21""]",bango-file,inititem.dat,2117
729,3,dodge,"[""25""]",bango-file,inititem.dat,2117
729,4,resistfire,"[""3""]",bango-file,inititem.dat,2117
729,5,resistice,"[""3""]",bango-file,inititem.dat,2117
729,6,resistlitning,"[""3""]",bango-file,inititem.dat,2117
729,7,resistcurse,"[""2""]",bango-file,inititem.dat,2117
729,8,resistpalsy,"[""2""]",bango-file,inititem.dat,2117
730,1,Str,"[""4""]",bango-file,inititem.dat,2120
730,2,Hth,"[""3""]",bango-file,inititem.dat,2120
730,3,defense,"[""52""]",bango-file,inititem.dat,2120
730,4,dodge,"[""19""]",bango-file,inititem.dat,2120
730,5,absorb,"[""6""]",bango-file,inititem.dat,2120
731,1,Hth,"[""2""]",bango-file,inititem.dat,2123
731,2,defense,"[""50""]",bango-file,inititem.dat,2123
731,3,dodge,"[""11""]",bango-file,inititem.dat,2123
731,4,absorb,"[""3""]",bango-file,inititem.dat,2123
732,1,Str,"[""2""]",bango-file,inititem.dat,2126
732,2,defense,"[""51""]",bango-file,inititem.dat,2126
732,3,dodge,"[""8""]",bango-file,inititem.dat,2126
732,4,absorb,"[""2""]",bango-file,inititem.dat,2126
733,1,Dex,"[""2""]",bango-file,inititem.dat,2129
733,2,defense,"[""37""]",bango-file,inititem.dat,2129
733,3,dodge,"[""21""]",bango-file,inititem.dat,2129
733,4,absorb,"[""2""]",bango-file,inititem.dat,2129
734,1,Hth,"[""2""]",bango-file,inititem.dat,2132
734,2,defense,"[""32""]",bango-file,inititem.dat,2132
734,3,dodge,"[""21""]",bango-file,inititem.dat,2132
734,4,absorb,"[""4""]",bango-file,inititem.dat,2132
735,1,Hth,"[""3""]",bango-file,inititem.dat,2135
735,2,Dex,"[""4""]",bango-file,inititem.dat,2135
735,3,defense,"[""54""]",bango-file,inititem.dat,2135
735,4,dodge,"[""19""]",bango-file,inititem.dat,2135
735,5,absorb,"[""4""]",bango-file,inititem.dat,2135
736,1,Hth,"[""2""]",bango-file,inititem.dat,2138
736,2,defense,"[""35""]",bango-file,inititem.dat,2138
736,3,dodge,"[""12""]",bango-file,inititem.dat,2138
736,4,absorb,"[""2""]",bango-file,inititem.dat,2138
737,1,Str,"[""2""]",bango-file,inititem.dat,2141
737,2,defense,"[""33""]",bango-file,inititem.dat,2141
737,3,dodge,"[""11""]",bango-file,inititem.dat,2141
737,4,absorb,"[""2""]",bango-file,inititem.dat,2141
738,1,Dex,"[""2""]",bango-file,inititem.dat,2144
738,2,defense,"[""32""]",bango-file,inititem.dat,2144
738,3,dodge,"[""34""]",bango-file,inititem.dat,2144
738,4,absorb,"[""1""]",bango-file,inititem.dat,2144
739,1,Hth,"[""2""]",bango-file,inititem.dat,2147
739,2,defense,"[""22""]",bango-file,inititem.dat,2147
739,3,dodge,"[""39""]",bango-file,inititem.dat,2147
739,4,absorb,"[""2""]",bango-file,inititem.dat,2147
740,1,Hth,"[""3""]",bango-file,inititem.dat,2150
740,2,Int,"[""4""]",bango-file,inititem.dat,2150
740,3,defense,"[""35""]",bango-file,inititem.dat,2150
740,4,dodge,"[""27""]",bango-file,inititem.dat,2150
740,5,resistfire,"[""7""]",bango-file,inititem.dat,2150
740,6,resistice,"[""7""]",bango-file,inititem.dat,2150
740,7,resistlitning,"[""7""]",bango-file,inititem.dat,2150
740,8,resistcurse,"[""4""]",bango-file,inititem.dat,2150
740,9,resistpalsy,"[""4""]",bango-file,inititem.dat,2150
741,1,Hth,"[""2""]",bango-file,inititem.dat,2153
741,2,defense,"[""28""]",bango-file,inititem.dat,2153
741,3,dodge,"[""14""]",bango-file,inititem.dat,2153
741,4,resistfire,"[""6""]",bango-file,inititem.dat,2153
741,5,resistice,"[""6""]",bango-file,inititem.dat,2153
741,6,resistlitning,"[""6""]",bango-file,inititem.dat,2153
741,7,resistcurse,"[""3""]",bango-file,inititem.dat,2153
741,8,resistpalsy,"[""3""]",bango-file,inititem.dat,2153
742,1,Wis,"[""2""]",bango-file,inititem.dat,2156
742,2,defense,"[""28""]",bango-file,inititem.dat,2156
742,3,dodge,"[""12""]",bango-file,inititem.dat,2156
742,4,resistfire,"[""5""]",bango-file,inititem.dat,2156
742,5,resistice,"[""5""]",bango-file,inititem.dat,2156
742,6,resistlitning,"[""5""]",bango-file,inititem.dat,2156
742,7,resistcurse,"[""3""]",bango-file,inititem.dat,2156
742,8,resistpalsy,"[""3""]",bango-file,inititem.dat,2156
743,1,Wis,"[""2""]",bango-file,inititem.dat,2159
743,2,defense,"[""32""]",bango-file,inititem.dat,2159
743,3,dodge,"[""24""]",bango-file,inititem.dat,2159
743,4,resistfire,"[""3""]",bango-file,inititem.dat,2159
743,5,resistice,"[""3""]",bango-file,inititem.dat,2159
743,6,resistlitning,"[""3""]",bango-file,inititem.dat,2159
743,7,resistcurse,"[""4""]",bango-file,inititem.dat,2159
743,8,resistpalsy,"[""4""]",bango-file,inititem.dat,2159
744,1,Hth,"[""2""]",bango-file,inititem.dat,2162
744,2,defense,"[""25""]",bango-file,inititem.dat,2162
744,3,dodge,"[""30""]",bango-file,inititem.dat,2162
744,4,resistfire,"[""3""]",bango-file,inititem.dat,2162
744,5,resistice,"[""3""]",bango-file,inititem.dat,2162
744,6,resistlitning,"[""3""]",bango-file,inititem.dat,2162
744,7,resistcurse,"[""3""]",bango-file,inititem.dat,2162
744,8,resistpalsy,"[""3""]",bango-file,inititem.dat,2162
745,1,aspeed,"[""700""]",bango-file,inititem.dat,2167
745,2,Str,"[""4""]",bango-file,inititem.dat,2167
745,3,Hth,"[""3""]",bango-file,inititem.dat,2167
745,4,Dex,"[""1""]",bango-file,inititem.dat,2167
745,5,Attack,"[""220"",""275""]",bango-file,inititem.dat,2167
745,6,hp,"[""350""]",bango-file,inititem.dat,2167
745,7,hit,"[""79""]",bango-file,inititem.dat,2167
746,1,aspeed,"[""700""]",bango-file,inititem.dat,2170
746,2,Str,"[""6""]",bango-file,inititem.dat,2170
746,3,Hth,"[""2""]",bango-file,inititem.dat,2170
746,4,Attack,"[""245"",""300""]",bango-file,inititem.dat,2170
746,5,hp,"[""300""]",bango-file,inititem.dat,2170
746,6,hit,"[""76""]",bango-file,inititem.dat,2170
747,1,aspeed,"[""700""]",bango-file,inititem.dat,2173
747,2,Str,"[""2""]",bango-file,inititem.dat,2173
747,3,Hth,"[""4""]",bango-file,inititem.dat,2173
747,4,Wis,"[""1""]",bango-file,inititem.dat,2173
747,5,Dex,"[""2""]",bango-file,inititem.dat,2173
747,6,Attack,"[""210"",""260""]",bango-file,inititem.dat,2173
747,7,hp,"[""250""]",bango-file,inititem.dat,2173
747,8,mp,"[""150""]",bango-file,inititem.dat,2173
747,9,hit,"[""82""]",bango-file,inititem.dat,2173
748,1,aspeed,"[""1400""]",bango-file,inititem.dat,2176
748,2,Str,"[""6""]",bango-file,inititem.dat,2176
748,3,Hth,"[""2""]",bango-file,inititem.dat,2176
748,4,Attack,"[""440"",""530""]",bango-file,inititem.dat,2176
748,5,hp,"[""300""]",bango-file,inititem.dat,2176
748,6,hit,"[""79""]",bango-file,inititem.dat,2176
749,1,aspeed,"[""1400""]",bango-file,inititem.dat,2179
749,2,Str,"[""8""]",bango-file,inititem.dat,2179
749,3,Attack,"[""490"",""570""]",bango-file,inititem.dat,2179
749,4,hp,"[""250""]",bango-file,inititem.dat,2179
749,5,hit,"[""74""]",bango-file,inititem.dat,2179
750,1,aspeed,"[""1400""]",bango-file,inititem.dat,2182
750,2,Str,"[""4""]",bango-file,inititem.dat,2182
750,3,Hth,"[""3""]",bango-file,inititem.dat,2182
750,4,Wis,"[""1""]",bango-file,inititem.dat,2182
750,5,Dex,"[""1""]",bango-file,inititem.dat,2182
750,6,Attack,"[""420"",""510""]",bango-file,inititem.dat,2182
750,7,hp,"[""200""]",bango-file,inititem.dat,2182
750,8,mp,"[""100""]",bango-file,inititem.dat,2182
750,9,hit,"[""80""]",bango-file,inititem.dat,2182
751,1,aspeed,"[""800""]",bango-file,inititem.dat,2185
751,2,Str,"[""1""]",bango-file,inititem.dat,2185
751,3,Hth,"[""1""]",bango-file,inititem.dat,2185
751,4,Dex,"[""6""]",bango-file,inititem.dat,2185
751,5,Attack,"[""200"",""250""]",bango-file,inititem.dat,2185
751,6,hp,"[""300""]",bango-file,inititem.dat,2185
751,7,hit,"[""77""]",bango-file,inititem.dat,2185
752,1,aspeed,"[""800""]",bango-file,inititem.dat,2188
752,2,Str,"[""4""]",bango-file,inititem.dat,2188
752,3,Dex,"[""4""]",bango-file,inititem.dat,2188
752,4,Attack,"[""225"",""275""]",bango-file,inititem.dat,2188
752,5,hp,"[""250""]",bango-file,inititem.dat,2188
752,6,hit,"[""75""]",bango-file,inititem.dat,2188
753,1,aspeed,"[""800""]",bango-file,inititem.dat,2191
753,2,Hth,"[""1""]",bango-file,inititem.dat,2191
753,3,Wis,"[""2""]",bango-file,inititem.dat,2191
753,4,Dex,"[""5""]",bango-file,inititem.dat,2191
753,5,Attack,"[""190"",""240""]",bango-file,inititem.dat,2191
753,6,hp,"[""200""]",bango-file,inititem.dat,2191
753,7,mp,"[""100""]",bango-file,inititem.dat,2191
753,8,hit,"[""79""]",bango-file,inititem.dat,2191
754,1,aspeed,"[""1000""]",bango-file,inititem.dat,2194
754,2,Int,"[""6""]",bango-file,inititem.dat,2194
754,3,Wis,"[""2""]",bango-file,inititem.dat,2194
754,4,Attack,"[""151"",""161""]",bango-file,inititem.dat,2194
754,5,Magic,"[""270"",""360""]",bango-file,inititem.dat,2194
754,6,hp,"[""150""]",bango-file,inititem.dat,2194
754,7,mp,"[""100""]",bango-file,inititem.dat,2194
754,8,hit,"[""69""]",bango-file,inititem.dat,2194
755,1,aspeed,"[""1000""]",bango-file,inititem.dat,2197
755,2,Int,"[""8""]",bango-file,inititem.dat,2197
755,3,Attack,"[""169"",""179""]",bango-file,inititem.dat,2197
755,4,Magic,"[""290"",""380""]",bango-file,inititem.dat,2197
755,5,mp,"[""300""]",bango-file,inititem.dat,2197
755,6,hit,"[""67""]",bango-file,inititem.dat,2197
756,1,aspeed,"[""1000""]",bango-file,inititem.dat,2200
756,2,Wis,"[""12""]",bango-file,inititem.dat,2200
756,3,Dex,"[""4""]",bango-file,inititem.dat,2200
756,4,Attack,"[""135"",""145""]",bango-file,inititem.dat,2200
756,5,Magic,"[""230"",""320""]",bango-file,inititem.dat,2200
756,6,mp,"[""350""]",bango-file,inititem.dat,2200
756,7,hit,"[""81""]",bango-file,inititem.dat,2200
758,1,buff,"[""99"",""86400"",""0""]",bango-file,inititem.dat,2208
759,1,buff,"[""101"",""86400"",""0""]",bango-file,inititem.dat,2211
769,1,aspeed,"[""700""]",bango-file,inititem.dat,2263
769,2,Attack,"[""114"",""150""]",bango-file,inititem.dat,2263
769,3,hit,"[""60""]",bango-file,inititem.dat,2263
770,1,aspeed,"[""800""]",bango-file,inititem.dat,2266
770,2,Attack,"[""93"",""129""]",bango-file,inititem.dat,2266
770,3,hit,"[""54""]",bango-file,inititem.dat,2266
771,1,aspeed,"[""1000""]",bango-file,inititem.dat,2269
771,2,Attack,"[""85"",""93""]",bango-file,inititem.dat,2269
771,3,Magic,"[""128"",""160""]",bango-file,inititem.dat,2269
771,4,hit,"[""50""]",bango-file,inititem.dat,2269
772,1,aspeed,"[""700""]",bango-file,inititem.dat,2272
772,2,Dex,"[""1""]",bango-file,inititem.dat,2272
772,3,Attack,"[""88"",""224""]",bango-file,inititem.dat,2272
772,4,hp,"[""100""]",bango-file,inititem.dat,2272
772,5,mp,"[""50""]",bango-file,inititem.dat,2272
772,6,hit,"[""68""]",bango-file,inititem.dat,2272
773,1,aspeed,"[""800""]",bango-file,inititem.dat,2275
773,2,Dex,"[""1""]",bango-file,inititem.dat,2275
773,3,Attack,"[""79"",""200""]",bango-file,inititem.dat,2275
773,4,hp,"[""100""]",bango-file,inititem.dat,2275
773,5,mp,"[""50""]",bango-file,inititem.dat,2275
773,6,hit,"[""65""]",bango-file,inititem.dat,2275
774,1,aspeed,"[""1000""]",bango-file,inititem.dat,2278
774,2,Hth,"[""2""]",bango-file,inititem.dat,2278
774,3,Attack,"[""85"",""97""]",bango-file,inititem.dat,2278
774,4,Magic,"[""136"",""176""]",bango-file,inititem.dat,2278
774,5,hp,"[""150""]",bango-file,inititem.dat,2278
774,6,hit,"[""58""]",bango-file,inititem.dat,2278
