pre_azon,status,legacy_name,bango_name,name_equal_normalized,legacy_pre_rev,bango_stats_json
1602,bango-only-id,,<unresolved prefixname:1602>,,,"[[""str"",""1""]]"
1603,bango-only-id,,<unresolved prefixname:1603>,,,"[[""str"",""1""]]"
1604,bango-only-id,,<unresolved prefixname:1604>,,,"[[""str"",""1""]]"
1605,bango-only-id,,<unresolved prefixname:1605>,,,"[[""str"",""1""]]"
1606,bango-only-id,,<unresolved prefixname:1606>,,,"[[""str"",""1""]]"
1607,bango-only-id,,<unresolved prefixname:1607>,,,"[[""str"",""1""]]"
1608,bango-only-id,,<unresolved prefixname:1608>,,,"[[""str"",""1""]]"
1609,bango-only-id,,<unresolved prefixname:1609>,,,"[[""str"",""1""]]"
1610,bango-only-id,,<unresolved prefixname:1610>,,,"[[""str"",""2""]]"
1611,bango-only-id,,<unresolved prefixname:1611>,,,"[[""str"",""2""]]"
1612,bango-only-id,,<unresolved prefixname:1612>,,,"[[""str"",""2""]]"
1613,bango-only-id,,<unresolved prefixname:1613>,,,"[[""str"",""2""]]"
1614,bango-only-id,,<unresolved prefixname:1614>,,,"[[""str"",""2""]]"
1615,bango-only-id,,<unresolved prefixname:1615>,,,"[[""str"",""2""]]"
1621,bango-only-id,,<unresolved prefixname:1621>,,,"[[""str"",""1""]]"
1622,bango-only-id,,<unresolved prefixname:1622>,,,"[[""str"",""1""]]"
1623,bango-only-id,,<unresolved prefixname:1623>,,,"[[""str"",""1""]]"
1624,bango-only-id,,<unresolved prefixname:1624>,,,"[[""str"",""1""]]"
1625,bango-only-id,,<unresolved prefixname:1625>,,,"[[""str"",""1""]]"
1626,bango-only-id,,<unresolved prefixname:1626>,,,"[[""str"",""2""]]"
1627,bango-only-id,,<unresolved prefixname:1627>,,,"[[""str"",""2""]]"
1628,bango-only-id,,<unresolved prefixname:1628>,,,"[[""str"",""2""]]"
1629,bango-only-id,,<unresolved prefixname:1629>,,,"[[""str"",""2""]]"
1630,bango-only-id,,<unresolved prefixname:1630>,,,"[[""str"",""3""]]"
1631,bango-only-id,,<unresolved prefixname:1631>,,,"[[""str"",""3""]]"
1632,bango-only-id,,<unresolved prefixname:1632>,,,"[[""str"",""3""]]"
1633,bango-only-id,,<unresolved prefixname:1633>,,,"[[""str"",""3""]]"
1634,bango-only-id,,<unresolved prefixname:1634>,,,"[[""str"",""4""]]"
1635,bango-only-id,,<unresolved prefixname:1635>,,,"[[""str"",""4""]]"
1641,bango-only-id,,<unresolved prefixname:1641>,,,"[[""str"",""1""]]"
1642,bango-only-id,,<unresolved prefixname:1642>,,,"[[""str"",""1""]]"
1643,bango-only-id,,<unresolved prefixname:1643>,,,"[[""str"",""2""]]"
1644,bango-only-id,,<unresolved prefixname:1644>,,,"[[""str"",""2""]]"
1645,bango-only-id,,<unresolved prefixname:1645>,,,"[[""str"",""2""]]"
1646,bango-only-id,,<unresolved prefixname:1646>,,,"[[""str"",""3""]]"
1647,bango-only-id,,<unresolved prefixname:1647>,,,"[[""str"",""3""]]"
1648,bango-only-id,,<unresolved prefixname:1648>,,,"[[""str"",""4""]]"
1649,bango-only-id,,<unresolved prefixname:1649>,,,"[[""str"",""4""]]"
1650,bango-only-id,,<unresolved prefixname:1650>,,,"[[""str"",""5""]]"
1651,bango-only-id,,<unresolved prefixname:1651>,,,"[[""str"",""5""]]"
1652,bango-only-id,,<unresolved prefixname:1652>,,,"[[""str"",""6""]]"
1653,bango-only-id,,<unresolved prefixname:1653>,,,"[[""str"",""6""]]"
1654,bango-only-id,,<unresolved prefixname:1654>,,,"[[""str"",""7""]]"
1655,bango-only-id,,<unresolved prefixname:1655>,,,"[[""str"",""7""]]"
1801,bango-only-id,,<unresolved prefixname:1801>,,,"[[""dex"",""1""]]"
1802,bango-only-id,,<unresolved prefixname:1802>,,,"[[""dex"",""1""]]"
1803,bango-only-id,,<unresolved prefixname:1803>,,,"[[""dex"",""1""]]"
1804,bango-only-id,,<unresolved prefixname:1804>,,,"[[""dex"",""1""]]"
1805,bango-only-id,,<unresolved prefixname:1805>,,,"[[""dex"",""1""]]"
1806,bango-only-id,,<unresolved prefixname:1806>,,,"[[""dex"",""1""]]"
1807,bango-only-id,,<unresolved prefixname:1807>,,,"[[""dex"",""1""]]"
1808,bango-only-id,,<unresolved prefixname:1808>,,,"[[""dex"",""1""]]"
1809,bango-only-id,,<unresolved prefixname:1809>,,,"[[""dex"",""1""]]"
1810,bango-only-id,,<unresolved prefixname:1810>,,,"[[""dex"",""2""]]"
1811,bango-only-id,,<unresolved prefixname:1811>,,,"[[""dex"",""2""]]"
1812,bango-only-id,,<unresolved prefixname:1812>,,,"[[""dex"",""2""]]"
1813,bango-only-id,,<unresolved prefixname:1813>,,,"[[""dex"",""2""]]"
1814,bango-only-id,,<unresolved prefixname:1814>,,,"[[""dex"",""2""]]"
1815,bango-only-id,,<unresolved prefixname:1815>,,,"[[""dex"",""2""]]"
1821,bango-only-id,,<unresolved prefixname:1821>,,,"[[""dex"",""1""]]"
1822,bango-only-id,,<unresolved prefixname:1822>,,,"[[""dex"",""1""]]"
1823,bango-only-id,,<unresolved prefixname:1823>,,,"[[""dex"",""1""]]"
1824,bango-only-id,,<unresolved prefixname:1824>,,,"[[""dex"",""1""]]"
1825,bango-only-id,,<unresolved prefixname:1825>,,,"[[""dex"",""1""]]"
1826,bango-only-id,,<unresolved prefixname:1826>,,,"[[""dex"",""2""]]"
1827,bango-only-id,,<unresolved prefixname:1827>,,,"[[""dex"",""2""]]"
1828,bango-only-id,,<unresolved prefixname:1828>,,,"[[""dex"",""2""]]"
1829,bango-only-id,,<unresolved prefixname:1829>,,,"[[""dex"",""2""]]"
1830,bango-only-id,,<unresolved prefixname:1830>,,,"[[""dex"",""3""]]"
1831,bango-only-id,,<unresolved prefixname:1831>,,,"[[""dex"",""3""]]"
1832,bango-only-id,,<unresolved prefixname:1832>,,,"[[""dex"",""3""]]"
1833,bango-only-id,,<unresolved prefixname:1833>,,,"[[""dex"",""3""]]"
1834,bango-only-id,,<unresolved prefixname:1834>,,,"[[""dex"",""4""]]"
1835,bango-only-id,,<unresolved prefixname:1835>,,,"[[""dex"",""4""]]"
1841,bango-only-id,,<unresolved prefixname:1841>,,,"[[""dex"",""1""]]"
1842,bango-only-id,,<unresolved prefixname:1842>,,,"[[""dex"",""1""]]"
1843,bango-only-id,,<unresolved prefixname:1843>,,,"[[""dex"",""2""]]"
1844,bango-only-id,,<unresolved prefixname:1844>,,,"[[""dex"",""2""]]"
1845,bango-only-id,,<unresolved prefixname:1845>,,,"[[""dex"",""2""]]"
1846,bango-only-id,,<unresolved prefixname:1846>,,,"[[""dex"",""3""]]"
1847,bango-only-id,,<unresolved prefixname:1847>,,,"[[""dex"",""3""]]"
1848,bango-only-id,,<unresolved prefixname:1848>,,,"[[""dex"",""4""]]"
1849,bango-only-id,,<unresolved prefixname:1849>,,,"[[""dex"",""4""]]"
1850,bango-only-id,,<unresolved prefixname:1850>,,,"[[""dex"",""5""]]"
1851,bango-only-id,,<unresolved prefixname:1851>,,,"[[""dex"",""5""]]"
1852,bango-only-id,,<unresolved prefixname:1852>,,,"[[""dex"",""6""]]"
1853,bango-only-id,,<unresolved prefixname:1853>,,,"[[""dex"",""6""]]"
1854,bango-only-id,,<unresolved prefixname:1854>,,,"[[""dex"",""7""]]"
1855,bango-only-id,,<unresolved prefixname:1855>,,,"[[""dex"",""7""]]"
2001,bango-only-id,,<unresolved prefixname:2001>,,,"[[""int"",""1""]]"
2002,bango-only-id,,<unresolved prefixname:2002>,,,"[[""int"",""1""]]"
2003,bango-only-id,,<unresolved prefixname:2003>,,,"[[""int"",""1""]]"
2004,bango-only-id,,<unresolved prefixname:2004>,,,"[[""int"",""1""]]"
2005,bango-only-id,,<unresolved prefixname:2005>,,,"[[""int"",""1""]]"
2006,bango-only-id,,<unresolved prefixname:2006>,,,"[[""int"",""1""]]"
2007,bango-only-id,,<unresolved prefixname:2007>,,,"[[""int"",""1""]]"
2008,bango-only-id,,<unresolved prefixname:2008>,,,"[[""int"",""1""]]"
2009,bango-only-id,,<unresolved prefixname:2009>,,,"[[""int"",""1""]]"
2010,bango-only-id,,<unresolved prefixname:2010>,,,"[[""int"",""2""]]"
2011,bango-only-id,,<unresolved prefixname:2011>,,,"[[""int"",""2""]]"
2012,bango-only-id,,<unresolved prefixname:2012>,,,"[[""int"",""2""]]"
2013,bango-only-id,,<unresolved prefixname:2013>,,,"[[""int"",""2""]]"
2014,bango-only-id,,<unresolved prefixname:2014>,,,"[[""int"",""2""]]"
2015,bango-only-id,,<unresolved prefixname:2015>,,,"[[""int"",""2""]]"
2021,bango-only-id,,<unresolved prefixname:2021>,,,"[[""int"",""1""]]"
2022,bango-only-id,,<unresolved prefixname:2022>,,,"[[""int"",""1""]]"
2023,bango-only-id,,<unresolved prefixname:2023>,,,"[[""int"",""1""]]"
2024,bango-only-id,,<unresolved prefixname:2024>,,,"[[""int"",""1""]]"
2025,bango-only-id,,<unresolved prefixname:2025>,,,"[[""int"",""1""]]"
2026,bango-only-id,,<unresolved prefixname:2026>,,,"[[""int"",""2""]]"
2027,bango-only-id,,<unresolved prefixname:2027>,,,"[[""int"",""2""]]"
2028,bango-only-id,,<unresolved prefixname:2028>,,,"[[""int"",""2""]]"
2029,bango-only-id,,<unresolved prefixname:2029>,,,"[[""int"",""2""]]"
2030,bango-only-id,,<unresolved prefixname:2030>,,,"[[""int"",""3""]]"
2031,bango-only-id,,<unresolved prefixname:2031>,,,"[[""int"",""3""]]"
2032,bango-only-id,,<unresolved prefixname:2032>,,,"[[""int"",""3""]]"
2033,bango-only-id,,<unresolved prefixname:2033>,,,"[[""int"",""3""]]"
2034,bango-only-id,,<unresolved prefixname:2034>,,,"[[""int"",""4""]]"
2035,bango-only-id,,<unresolved prefixname:2035>,,,"[[""int"",""4""]]"
2041,bango-only-id,,<unresolved prefixname:2041>,,,"[[""int"",""1""]]"
2042,bango-only-id,,<unresolved prefixname:2042>,,,"[[""int"",""1""]]"
2043,bango-only-id,,<unresolved prefixname:2043>,,,"[[""int"",""2""]]"
2044,bango-only-id,,<unresolved prefixname:2044>,,,"[[""int"",""2""]]"
2045,bango-only-id,,<unresolved prefixname:2045>,,,"[[""int"",""2""]]"
2046,bango-only-id,,<unresolved prefixname:2046>,,,"[[""int"",""3""]]"
2047,bango-only-id,,<unresolved prefixname:2047>,,,"[[""int"",""3""]]"
2048,bango-only-id,,<unresolved prefixname:2048>,,,"[[""int"",""4""]]"
2049,bango-only-id,,<unresolved prefixname:2049>,,,"[[""int"",""4""]]"
2050,bango-only-id,,<unresolved prefixname:2050>,,,"[[""int"",""5""]]"
2051,bango-only-id,,<unresolved prefixname:2051>,,,"[[""int"",""5""]]"
2052,bango-only-id,,<unresolved prefixname:2052>,,,"[[""int"",""6""]]"
2053,bango-only-id,,<unresolved prefixname:2053>,,,"[[""int"",""6""]]"
2054,bango-only-id,,<unresolved prefixname:2054>,,,"[[""int"",""7""]]"
2055,bango-only-id,,<unresolved prefixname:2055>,,,"[[""int"",""7""]]"
2201,bango-only-id,,<unresolved prefixname:2201>,,,"[[""wis"",""1""]]"
2202,bango-only-id,,<unresolved prefixname:2202>,,,"[[""wis"",""1""]]"
2203,bango-only-id,,<unresolved prefixname:2203>,,,"[[""wis"",""1""]]"
2204,bango-only-id,,<unresolved prefixname:2204>,,,"[[""wis"",""1""]]"
2205,bango-only-id,,<unresolved prefixname:2205>,,,"[[""wis"",""1""]]"
2206,bango-only-id,,<unresolved prefixname:2206>,,,"[[""wis"",""1""]]"
2207,bango-only-id,,<unresolved prefixname:2207>,,,"[[""wis"",""1""]]"
2208,bango-only-id,,<unresolved prefixname:2208>,,,"[[""wis"",""1""]]"
2209,bango-only-id,,<unresolved prefixname:2209>,,,"[[""wis"",""1""]]"
2210,bango-only-id,,<unresolved prefixname:2210>,,,"[[""wis"",""2""]]"
2211,bango-only-id,,<unresolved prefixname:2211>,,,"[[""wis"",""2""]]"
2212,bango-only-id,,<unresolved prefixname:2212>,,,"[[""wis"",""2""]]"
2213,bango-only-id,,<unresolved prefixname:2213>,,,"[[""wis"",""2""]]"
2214,bango-only-id,,<unresolved prefixname:2214>,,,"[[""wis"",""2""]]"
2215,bango-only-id,,<unresolved prefixname:2215>,,,"[[""wis"",""2""]]"
2221,bango-only-id,,<unresolved prefixname:2221>,,,"[[""wis"",""1""]]"
2222,bango-only-id,,<unresolved prefixname:2222>,,,"[[""wis"",""1""]]"
2223,bango-only-id,,<unresolved prefixname:2223>,,,"[[""wis"",""1""]]"
2224,bango-only-id,,<unresolved prefixname:2224>,,,"[[""wis"",""1""]]"
2225,bango-only-id,,<unresolved prefixname:2225>,,,"[[""wis"",""1""]]"
2226,bango-only-id,,<unresolved prefixname:2226>,,,"[[""wis"",""2""]]"
2227,bango-only-id,,<unresolved prefixname:2227>,,,"[[""wis"",""2""]]"
2228,bango-only-id,,<unresolved prefixname:2228>,,,"[[""wis"",""2""]]"
2229,bango-only-id,,<unresolved prefixname:2229>,,,"[[""wis"",""2""]]"
2230,bango-only-id,,<unresolved prefixname:2230>,,,"[[""wis"",""3""]]"
2231,bango-only-id,,<unresolved prefixname:2231>,,,"[[""wis"",""3""]]"
2232,bango-only-id,,<unresolved prefixname:2232>,,,"[[""wis"",""3""]]"
2233,bango-only-id,,<unresolved prefixname:2233>,,,"[[""wis"",""3""]]"
2234,bango-only-id,,<unresolved prefixname:2234>,,,"[[""wis"",""4""]]"
2235,bango-only-id,,<unresolved prefixname:2235>,,,"[[""wis"",""4""]]"
2241,bango-only-id,,<unresolved prefixname:2241>,,,"[[""wis"",""1""]]"
2242,bango-only-id,,<unresolved prefixname:2242>,,,"[[""wis"",""1""]]"
2243,bango-only-id,,<unresolved prefixname:2243>,,,"[[""wis"",""2""]]"
2244,bango-only-id,,<unresolved prefixname:2244>,,,"[[""wis"",""2""]]"
2245,bango-only-id,,<unresolved prefixname:2245>,,,"[[""wis"",""2""]]"
2246,bango-only-id,,<unresolved prefixname:2246>,,,"[[""wis"",""3""]]"
2247,bango-only-id,,<unresolved prefixname:2247>,,,"[[""wis"",""3""]]"
2248,bango-only-id,,<unresolved prefixname:2248>,,,"[[""wis"",""4""]]"
2249,bango-only-id,,<unresolved prefixname:2249>,,,"[[""wis"",""4""]]"
2250,bango-only-id,,<unresolved prefixname:2250>,,,"[[""wis"",""5""]]"
2251,bango-only-id,,<unresolved prefixname:2251>,,,"[[""wis"",""5""]]"
2252,bango-only-id,,<unresolved prefixname:2252>,,,"[[""wis"",""6""]]"
2253,bango-only-id,,<unresolved prefixname:2253>,,,"[[""wis"",""6""]]"
2254,bango-only-id,,<unresolved prefixname:2254>,,,"[[""wis"",""7""]]"
2255,bango-only-id,,<unresolved prefixname:2255>,,,"[[""wis"",""7""]]"
2401,bango-only-id,,<unresolved prefixname:2401>,,,"[[""Hth"",""1""]]"
2402,bango-only-id,,<unresolved prefixname:2402>,,,"[[""Hth"",""1""]]"
2403,bango-only-id,,<unresolved prefixname:2403>,,,"[[""Hth"",""1""]]"
2404,bango-only-id,,<unresolved prefixname:2404>,,,"[[""Hth"",""1""]]"
2405,bango-only-id,,<unresolved prefixname:2405>,,,"[[""Hth"",""1""]]"
2406,bango-only-id,,<unresolved prefixname:2406>,,,"[[""Hth"",""1""]]"
2407,bango-only-id,,<unresolved prefixname:2407>,,,"[[""Hth"",""1""]]"
2408,bango-only-id,,<unresolved prefixname:2408>,,,"[[""Hth"",""1""]]"
2409,bango-only-id,,<unresolved prefixname:2409>,,,"[[""Hth"",""1""]]"
2410,bango-only-id,,<unresolved prefixname:2410>,,,"[[""Hth"",""2""]]"
2411,bango-only-id,,<unresolved prefixname:2411>,,,"[[""Hth"",""2""]]"
2412,bango-only-id,,<unresolved prefixname:2412>,,,"[[""Hth"",""2""]]"
2413,bango-only-id,,<unresolved prefixname:2413>,,,"[[""Hth"",""2""]]"
2414,bango-only-id,,<unresolved prefixname:2414>,,,"[[""Hth"",""2""]]"
2415,bango-only-id,,<unresolved prefixname:2415>,,,"[[""Hth"",""2""]]"
2421,bango-only-id,,<unresolved prefixname:2421>,,,"[[""Hth"",""1""]]"
2422,bango-only-id,,<unresolved prefixname:2422>,,,"[[""Hth"",""1""]]"
2423,bango-only-id,,<unresolved prefixname:2423>,,,"[[""Hth"",""1""]]"
2424,bango-only-id,,<unresolved prefixname:2424>,,,"[[""Hth"",""1""]]"
2425,bango-only-id,,<unresolved prefixname:2425>,,,"[[""Hth"",""1""]]"
2426,bango-only-id,,<unresolved prefixname:2426>,,,"[[""Hth"",""2""]]"
2427,bango-only-id,,<unresolved prefixname:2427>,,,"[[""Hth"",""2""]]"
2428,bango-only-id,,<unresolved prefixname:2428>,,,"[[""Hth"",""2""]]"
2429,bango-only-id,,<unresolved prefixname:2429>,,,"[[""Hth"",""2""]]"
2430,bango-only-id,,<unresolved prefixname:2430>,,,"[[""Hth"",""3""]]"
2431,bango-only-id,,<unresolved prefixname:2431>,,,"[[""Hth"",""3""]]"
2432,bango-only-id,,<unresolved prefixname:2432>,,,"[[""Hth"",""3""]]"
2433,bango-only-id,,<unresolved prefixname:2433>,,,"[[""Hth"",""3""]]"
2434,bango-only-id,,<unresolved prefixname:2434>,,,"[[""Hth"",""4""]]"
2435,bango-only-id,,<unresolved prefixname:2435>,,,"[[""Hth"",""4""]]"
2441,bango-only-id,,<unresolved prefixname:2441>,,,"[[""Hth"",""1""]]"
2442,bango-only-id,,<unresolved prefixname:2442>,,,"[[""Hth"",""1""]]"
2443,bango-only-id,,<unresolved prefixname:2443>,,,"[[""Hth"",""2""]]"
2444,bango-only-id,,<unresolved prefixname:2444>,,,"[[""Hth"",""2""]]"
2445,bango-only-id,,<unresolved prefixname:2445>,,,"[[""Hth"",""2""]]"
2446,bango-only-id,,<unresolved prefixname:2446>,,,"[[""Hth"",""3""]]"
2447,bango-only-id,,<unresolved prefixname:2447>,,,"[[""Hth"",""3""]]"
2448,bango-only-id,,<unresolved prefixname:2448>,,,"[[""Hth"",""4""]]"
2449,bango-only-id,,<unresolved prefixname:2449>,,,"[[""Hth"",""4""]]"
2450,bango-only-id,,<unresolved prefixname:2450>,,,"[[""Hth"",""5""]]"
2451,bango-only-id,,<unresolved prefixname:2451>,,,"[[""Hth"",""5""]]"
2452,bango-only-id,,<unresolved prefixname:2452>,,,"[[""Hth"",""6""]]"
2453,bango-only-id,,<unresolved prefixname:2453>,,,"[[""Hth"",""6""]]"
2454,bango-only-id,,<unresolved prefixname:2454>,,,"[[""Hth"",""7""]]"
2455,bango-only-id,,<unresolved prefixname:2455>,,,"[[""Hth"",""7""]]"
3001,bango-only-id,,<unresolved prefixname:3001>,,,"[[""hp"",""100""]]"
3002,bango-only-id,,<unresolved prefixname:3002>,,,"[[""mp"",""36""]]"
3003,bango-only-id,,<unresolved prefixname:3003>,,,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]"
3004,bango-only-id,,<unresolved prefixname:3004>,,,"[[""str"",""2""]]"
3005,bango-only-id,,<unresolved prefixname:3005>,,,"[[""dex"",""2""]]"
3006,bango-only-id,,<unresolved prefixname:3006>,,,"[[""int"",""2""]]"
3007,bango-only-id,,<unresolved prefixname:3007>,,,"[[""wis"",""2""]]"
3008,bango-only-id,,<unresolved prefixname:3008>,,,"[[""Hth"",""2""]]"
3009,bango-only-id,,<unresolved prefixname:3009>,,,"[[""hp"",""150""]]"
3010,bango-only-id,,<unresolved prefixname:3010>,,,"[[""mp"",""70""]]"
3011,bango-only-id,,<unresolved prefixname:3011>,,,"[[""attack"",""14"",""14""],[""magic"",""14"",""14""]]"
3012,bango-only-id,,<unresolved prefixname:3012>,,,"[[""str"",""2""]]"
3013,bango-only-id,,<unresolved prefixname:3013>,,,"[[""dex"",""2""]]"
3014,bango-only-id,,<unresolved prefixname:3014>,,,"[[""int"",""2""]]"
3015,bango-only-id,,<unresolved prefixname:3015>,,,"[[""wis"",""2""]]"
3016,bango-only-id,,<unresolved prefixname:3016>,,,"[[""Hth"",""2""]]"
3017,bango-only-id,,<unresolved prefixname:3017>,,,"[[""hp"",""224""]]"
3018,bango-only-id,,<unresolved prefixname:3018>,,,"[[""mp"",""112""]]"
3019,bango-only-id,,<unresolved prefixname:3019>,,,"[[""attack"",""36"",""36""],[""magic"",""36"",""36""]]"
3020,bango-only-id,,<unresolved prefixname:3020>,,,"[[""str"",""4""]]"
3021,bango-only-id,,<unresolved prefixname:3021>,,,"[[""dex"",""4""]]"
3022,bango-only-id,,<unresolved prefixname:3022>,,,"[[""int"",""4""]]"
3023,bango-only-id,,<unresolved prefixname:3023>,,,"[[""wis"",""4""]]"
3024,bango-only-id,,<unresolved prefixname:3024>,,,"[[""Hth"",""4""]]"
3033,bango-only-id,,<unresolved prefixname:3033>,,,"[[""hp"",""160""]]"
3034,bango-only-id,,<unresolved prefixname:3034>,,,"[[""mp"",""60""]]"
3035,bango-only-id,,<unresolved prefixname:3035>,,,"[[""attack"",""12"",""12""],[""magic"",""12"",""12""]]"
3036,bango-only-id,,<unresolved prefixname:3036>,,,"[[""str"",""4""]]"
3037,bango-only-id,,<unresolved prefixname:3037>,,,"[[""dex"",""4""]]"
3038,bango-only-id,,<unresolved prefixname:3038>,,,"[[""int"",""4""]]"
3039,bango-only-id,,<unresolved prefixname:3039>,,,"[[""wis"",""4""]]"
3040,bango-only-id,,<unresolved prefixname:3040>,,,"[[""Hth"",""4""]]"
3041,bango-only-id,,<unresolved prefixname:3041>,,,"[[""hp"",""258""]]"
3042,bango-only-id,,<unresolved prefixname:3042>,,,"[[""mp"",""120""]]"
3043,bango-only-id,,<unresolved prefixname:3043>,,,"[[""attack"",""24"",""24""],[""magic"",""24"",""24""]]"
3044,bango-only-id,,<unresolved prefixname:3044>,,,"[[""str"",""6""]]"
3045,bango-only-id,,<unresolved prefixname:3045>,,,"[[""dex"",""6""]]"
3046,bango-only-id,,<unresolved prefixname:3046>,,,"[[""int"",""6""]]"
3047,bango-only-id,,<unresolved prefixname:3047>,,,"[[""wis"",""6""]]"
3048,bango-only-id,,<unresolved prefixname:3048>,,,"[[""Hth"",""6""]]"
3049,bango-only-id,,<unresolved prefixname:3049>,,,"[[""hp"",""400""]]"
3050,bango-only-id,,<unresolved prefixname:3050>,,,"[[""mp"",""200""]]"
3051,bango-only-id,,<unresolved prefixname:3051>,,,"[[""attack"",""64"",""64""],[""magic"",""64"",""64""]]"
3052,bango-only-id,,<unresolved prefixname:3052>,,,"[[""str"",""10""]]"
3053,bango-only-id,,<unresolved prefixname:3053>,,,"[[""dex"",""10""]]"
3054,bango-only-id,,<unresolved prefixname:3054>,,,"[[""int"",""10""]]"
3055,bango-only-id,,<unresolved prefixname:3055>,,,"[[""wis"",""10""]]"
3056,bango-only-id,,<unresolved prefixname:3056>,,,"[[""Hth"",""10""]]"
3065,bango-only-id,,<unresolved prefixname:3065>,,,"[[""hp"",""220""]]"
3066,bango-only-id,,<unresolved prefixname:3066>,,,"[[""mp"",""84""]]"
3067,bango-only-id,,<unresolved prefixname:3067>,,,"[[""attack"",""18"",""18""],[""magic"",""18"",""18""]]"
3068,bango-only-id,,<unresolved prefixname:3068>,,,"[[""str"",""6""]]"
3069,bango-only-id,,<unresolved prefixname:3069>,,,"[[""dex"",""6""]]"
3070,bango-only-id,,<unresolved prefixname:3070>,,,"[[""int"",""6""]]"
3071,bango-only-id,,<unresolved prefixname:3071>,,,"[[""wis"",""6""]]"
3072,bango-only-id,,<unresolved prefixname:3072>,,,"[[""Hth"",""6""]]"
3073,bango-only-id,,<unresolved prefixname:3073>,,,"[[""hp"",""366""]]"
3074,bango-only-id,,<unresolved prefixname:3074>,,,"[[""mp"",""170""]]"
3075,bango-only-id,,<unresolved prefixname:3075>,,,"[[""attack"",""34"",""34""],[""magic"",""34"",""34""]]"
3076,bango-only-id,,<unresolved prefixname:3076>,,,"[[""str"",""10""]]"
3077,bango-only-id,,<unresolved prefixname:3077>,,,"[[""dex"",""10""]]"
3078,bango-only-id,,<unresolved prefixname:3078>,,,"[[""int"",""10""]]"
3079,bango-only-id,,<unresolved prefixname:3079>,,,"[[""wis"",""10""]]"
3080,bango-only-id,,<unresolved prefixname:3080>,,,"[[""Hth"",""10""]]"
3081,bango-only-id,,<unresolved prefixname:3081>,,,"[[""hp"",""556""]]"
3082,bango-only-id,,<unresolved prefixname:3082>,,,"[[""mp"",""288""]]"
3083,bango-only-id,,<unresolved prefixname:3083>,,,"[[""attack"",""92"",""92""],[""magic"",""92"",""92""]]"
3084,bango-only-id,,<unresolved prefixname:3084>,,,"[[""str"",""16""]]"
3085,bango-only-id,,<unresolved prefixname:3085>,,,"[[""dex"",""16""]]"
3086,bango-only-id,,<unresolved prefixname:3086>,,,"[[""int"",""16""]]"
3087,bango-only-id,,<unresolved prefixname:3087>,,,"[[""wis"",""16""]]"
3088,bango-only-id,,<unresolved prefixname:3088>,,,"[[""Hth"",""16""]]"
3097,bango-only-id,,<unresolved prefixname:3097>,,,"[[""hp"",""100""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]"
3098,bango-only-id,,<unresolved prefixname:3098>,,,"[[""mp"",""36""],[""int"",""2""]]"
3099,bango-only-id,,<unresolved prefixname:3099>,,,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""],[""str"",""2""]]"
3100,bango-only-id,,<unresolved prefixname:3100>,,,"[[""str"",""2""],[""Hth"",""2""]]"
3101,bango-only-id,,<unresolved prefixname:3101>,,,"[[""dex"",""2""],[""str"",""2""]]"
3102,bango-only-id,,<unresolved prefixname:3102>,,,"[[""int"",""2""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]"
3103,bango-only-id,,<unresolved prefixname:3103>,,,"[[""wis"",""2""],[""int"",""2""]]"
3104,bango-only-id,,<unresolved prefixname:3104>,,,"[[""Hth"",""2""],[""hp"",""100""]]"
3105,bango-only-id,,<unresolved prefixname:3105>,,,"[[""hp"",""150""],[""attack"",""14"",""14""],[""magic"",""14"",""14""]]"
3106,bango-only-id,,<unresolved prefixname:3106>,,,"[[""mp"",""70""],[""int"",""2""]]"
3107,bango-only-id,,<unresolved prefixname:3107>,,,"[[""attack"",""14"",""14""],[""magic"",""14"",""14""],[""str"",""2""]]"
3108,bango-only-id,,<unresolved prefixname:3108>,,,"[[""str"",""2""],[""Hth"",""2""]]"
3109,bango-only-id,,<unresolved prefixname:3109>,,,"[[""dex"",""2""],[""str"",""2""]]"
3110,bango-only-id,,<unresolved prefixname:3110>,,,"[[""int"",""2""],[""attack"",""14"",""14""],[""magic"",""14"",""14""]]"
3111,bango-only-id,,<unresolved prefixname:3111>,,,"[[""wis"",""2""],[""int"",""2""]]"
3112,bango-only-id,,<unresolved prefixname:3112>,,,"[[""Hth"",""2""],[""hp"",""150""]]"
3113,bango-only-id,,<unresolved prefixname:3113>,,,"[[""hp"",""224""],[""attack"",""36"",""36""],[""magic"",""36"",""36""]]"
3114,bango-only-id,,<unresolved prefixname:3114>,,,"[[""mp"",""112""],[""int"",""4""]]"
3115,bango-only-id,,<unresolved prefixname:3115>,,,"[[""attack"",""36"",""36""],[""magic"",""36"",""36""],[""str"",""4""]]"
3116,bango-only-id,,<unresolved prefixname:3116>,,,"[[""str"",""4""],[""Hth"",""4""]]"
3117,bango-only-id,,<unresolved prefixname:3117>,,,"[[""dex"",""4""],[""str"",""4""]]"
3118,bango-only-id,,<unresolved prefixname:3118>,,,"[[""int"",""4""],[""attack"",""36"",""36""],[""magic"",""36"",""36""]]"
3119,bango-only-id,,<unresolved prefixname:3119>,,,"[[""wis"",""4""],[""int"",""4""]]"
3120,bango-only-id,,<unresolved prefixname:3120>,,,"[[""Hth"",""4""],[""hp"",""224""]]"
