namespace,message_id,text,definition_ordinal,provenance,source_file,source_line
sys,1168,           cards are confirming.,1,bango-file,message.dat,1360
sys,1169,Lucky Pouch,1,bango-file,message.dat,1361
sys,1170,Bet Gold Coins,1,bango-file,message.dat,1362
sys,1171,Give Up,1,bango-file,message.dat,1363
sys,1172,Play Again,1,bango-file,message.dat,1364
sys,1173,Give Up,1,bango-file,message.dat,1365
sys,1174,One More Card,1,bango-file,message.dat,1366
sys,1175,Stay,1,bango-file,message.dat,1367
sys,1176,You must be level 11 or higher to send pakages.,1,bango-file,message.dat,1368
sys,1177,This event is not for you this time.,1,bango-file,message.dat,1369
sys,1178,%1 dropped %2.,1,bango-file,message.dat,1370
sys,1179,Exchanging is failed. Please try it again.,1,bango-file,message.dat,1371
sys,1180,Suicide can't be done when in Assassin Mode.,1,bango-file,message.dat,1372
sys,1181,The character is restored. Please log in again.,1,bango-file,message.dat,1373
sys,1182,Please select the character to be restored.,1,bango-file,message.dat,1374
sys,1183,Restoring is failed because currently there's no empty slot.,1,bango-file,message.dat,1375
sys,1184,Restoring character is failed.,1,bango-file,message.dat,1376
sys,1185,Unable to execute it because an assassin is in your party.,1,bango-file,message.dat,1377
sys,1186,Charater can't be created with this name. Please select a different name.,1,bango-file,message.dat,1378
sys,1187,Pot Open,1,bango-file,message.dat,1379
sys,1188,%1 is opening.,1,bango-file,message.dat,1380
sys,1189,%1 is closing.,1,bango-file,message.dat,1381
sys,1190,You don't have a key.,1,bango-file,message.dat,1382
sys,1191,Hydrochloric Acid,1,bango-file,message.dat,1384
sys,1192,Assembling is cancelled.,1,bango-file,message.dat,1385
sys,1193,Assembling is not possible for now.,1,bango-file,message.dat,1386
sys,1194,Another person is already assembling it.,1,bango-file,message.dat,1387
sys,1195,Another person is already disassembling it.,1,bango-file,message.dat,1388
sys,1196,The parts are not enough.,1,bango-file,message.dat,1389
sys,1197,It's another guild's weapon.,1,bango-file,message.dat,1390
sys,1198,[%1] is already on board.,1,bango-file,message.dat,1391
sys,1199,,1,bango-file,message.dat,1392
sys,1200,Disassembling is not possible because another person is on board.,1,bango-file,message.dat,1393
sys,1201,Disassembling is cancelled.,1,bango-file,message.dat,1394
sys,1202,Assembling,1,bango-file,message.dat,1395
sys,1203,Disassembling,1,bango-file,message.dat,1396
sys,1204,Weapon of castle siege is now assembling.,1,bango-file,message.dat,1397
sys,1205,Weapon of castle siege is assembled.,1,bango-file,message.dat,1398
sys,1206,Weapon of castle siege is disassembling.,1,bango-file,message.dat,1399
sys,1207,Weapon of castle siege is disassembled.,1,bango-file,message.dat,1400
sys,1208,power 100 increase,1,bango-file,message.dat,1403
sys,1209,Health 5 increase,1,bango-file,message.dat,1404
sys,1210,Inteligent 100 increase,1,bango-file,message.dat,1405
sys,1211,Wisdom 5 increase,1,bango-file,message.dat,1406
sys,1212,Agility 100 increase,1,bango-file,message.dat,1407
sys,1217,It's out of range for the cannon,1,bango-file,message.dat,1413
sys,1218,It's out of range for the cannon,1,bango-file,message.dat,1414
sys,1219,Weapon of castle siege is already assembled.,1,bango-file,message.dat,1415
sys,1220,Artillery must be learned.,1,bango-file,message.dat,1416
sys,1221,[%1] guild's weapon of castle siege is already existed on another place.,1,bango-file,message.dat,1417
sys,1222,Disassembling is not possible for now. ,1,bango-file,message.dat,1418
sys,1223,Game client version is not matched with the server.   Please run the game launcher to download the         update automatically.,1,bango-file,message.dat,1419
sys,1224,Other guild's weapon of castle siege can't be disassembled.,1,bango-file,message.dat,1420
sys,1225,This only can be assembled by the guilds and its alliances which are on the castle siege.,1,bango-file,message.dat,1421
sys,1226,On board : %1 ,1,bango-file,message.dat,1422
sys,1227,System,1,bango-file,message.dat,1423
sys,1228,Quest,1,bango-file,message.dat,1424
sys,1229,Commend,1,bango-file,message.dat,1425
sys,1230,Monster,1,bango-file,message.dat,1426
sys,1231,Another game is running. The program is closing.,1,bango-file,message.dat,1427
sys,1232,Incorrect  file(s) is installed. Please reinstall the program.,1,bango-file,message.dat,1428
sys,1233,A debugger is detected from the computer. Please Close the debugger and start it again.,1,bango-file,message.dat,1429
sys,1234,This program must be run in Admin authority. The program is closing.,1,bango-file,message.dat,1430
sys,1235,The program is running at the compatibility mode. The program is closing.,1,bango-file,message.dat,1431
sys,1236,There's a problem in the function of anti-hacking. The program is closing.,1,bango-file,message.dat,1432
sys,1237,The program is Closed because there's a hacking tool in the following location.,1,bango-file,message.dat,1433
sys,1238,"Currently, similar process with the Speed Hack is detected.",1,bango-file,message.dat,1434
sys,1239,A trial of debugging the program is detected. The program is closing.,1,bango-file,message.dat,1435
sys,1240,Artillery Flag,1,bango-file,message.dat,1436
sys,1241,[%1] item cannot be used during PvP.,1,bango-file,message.dat,1438
sys,1242, %1!d! EA ,1,bango-file,message.dat,1439
sys,1243,[Sea Bream with Blood],1,bango-file,message.dat,1440
sys,1244,4 Demon's blood+1 Sea-bream+1 Bamboo Keg,1,bango-file,message.dat,1441
sys,1245,[Speed up Medicine],1,bango-file,message.dat,1442
sys,1246,1 Sea Bream with Blood+500 Zamogeons,1,bango-file,message.dat,1443
sys,1247,[Speed up Medicine],1,bango-file,message.dat,1444
sys,1248,4 Demon's blood+1 Sea-bream+1 Bamboo Keg+500 Zamogeons,1,bango-file,message.dat,1445
sys,1249,Making %2!d! %1.,1,bango-file,message.dat,1446
sys,1250,Requirements are not enough. Please check them again,1,bango-file,message.dat,1447
sys,1252,event of May #nAttack 10% increase #nlevel of experience 10% increase,1,bango-file,message.dat,1450
sys,1254,Please contact the CS team if you have any problem,1,bango-file,message.dat,1454
sys,1256, - Item to be mixed : Center,1,bango-file,message.dat,1456
sys,1257, - Materials : Any where except the Center,1,bango-file,message.dat,1457
sys,1258,Materials will be consumed after mixing the items.,1,bango-file,message.dat,1458
sys,1259,1. Place the item that will be mixed on the center and the materials.,1,bango-file,message.dat,1459
sys,1260,"2. After step 1 is finished, press the 'Mix' button to start mixing.",1,bango-file,message.dat,1460
sys,1261,"3. After the mixing is finished, the elemental stones are disappeared.",1,bango-file,message.dat,1461
sys,1262,"And when it fails, its endurance will be reduced.",1,bango-file,message.dat,1462
sys,1263,"(When the endurance reaches below 1, the item will be destroyed.)",1,bango-file,message.dat,1463
sys,1264, %1!d! Grade Weapon,1,bango-file,message.dat,1464
sys,1265, %1!d! Grade Armor(Any parts),1,bango-file,message.dat,1465
sys,1266, %1!d! Grade Armor,1,bango-file,message.dat,1466
sys,1267, %1!d! Elemental Stone(s),1,bango-file,message.dat,1467
sys,1268,Do you want to restore it?,1,bango-file,message.dat,1468
sys,1269,Mix Item,1,bango-file,message.dat,1469
sys,1270,"Mixing cost is %6!d!. %1, %2, %3, %4, %5 Mixing is starting with items above.#n#n(You can get Imperial weapons if you make weapons with processed items.)",1,bango-file,message.dat,1470
sys,1271,"Mixing cost is %5!d!. %1, %2, %3, %4 Mixing is starting with items above.",1,bango-file,message.dat,1471
sys,1272,Weapon is upgraded.,1,bango-file,message.dat,1472
sys,1273,Mixing is completed as a new weapon.,1,bango-file,message.dat,1473
sys,1274,Mixing is failed and the endurance is reduced by %1!d!.,1,bango-file,message.dat,1474
sys,1275,Item is not enough,1,bango-file,message.dat,1475
sys,1276,Place the item to be mixed first.,1,bango-file,message.dat,1476
sys,1277,Mixing condition is not met. Please refer the list.,1,bango-file,message.dat,1477
sys,1278,Mixing : ,1,bango-file,message.dat,1478
sys,1279,Stone of Shadow,1,bango-file,message.dat,1479
sys,1280,Stone of Holy,1,bango-file,message.dat,1480
sys,1281,Stone of Flame,1,bango-file,message.dat,1481
sys,1282,Stone of Ice,1,bango-file,message.dat,1482
sys,1283,Stone of Lightening,1,bango-file,message.dat,1483
sys,1284,Stone of Poison,1,bango-file,message.dat,1484
sys,1285,Stone of Paralysis,1,bango-file,message.dat,1485
sys,1286,Stone of Strength,1,bango-file,message.dat,1486
sys,1287,Stone of Skill,1,bango-file,message.dat,1487
sys,1288,Stone of Mystery,1,bango-file,message.dat,1488
sys,1289,Stone of Demon's Blood,1,bango-file,message.dat,1489
sys,1290,[Upgrading a weapon],1,bango-file,message.dat,1490
sys,1291,[Making a weapon],1,bango-file,message.dat,1491
sys,1292,HP+20/Strength+2/Intelligence+2/Agility+2,1,bango-file,message.dat,1492
sys,1293,MP+20/Wisdom+2/Health+2,1,bango-file,message.dat,1493
sys,1294,Flame damage with 5% probability,1,bango-file,message.dat,1494
sys,1295,Ice damage with 5% probability,1,bango-file,message.dat,1495
sys,1296,"Lightening damage with 5% probability,",1,bango-file,message.dat,1496
sys,1297,Reduce the target's defense by 10,1,bango-file,message.dat,1497
sys,1298,Poison damage with 5% probability,1,bango-file,message.dat,1498
sys,1299,Paralysis with 5% probability,1,bango-file,message.dat,1499
sys,1300,"HP + 10%, MP - 5%",1,bango-file,message.dat,1500
sys,1301,"HP - 5%, MP + 10%",1,bango-file,message.dat,1501
sys,1302,HP+50/Strength+3/Intelligence+3/Agility+3,1,bango-file,message.dat,1502
sys,1303,MP+50/Wisdom+5/Health+5,1,bango-file,message.dat,1503
sys,1304,Flame damage with 10% probability,1,bango-file,message.dat,1504
sys,1305,Ice damage with 10% probability,1,bango-file,message.dat,1505
sys,1306,"Lightening damage with 10% probability,",1,bango-file,message.dat,1506
sys,1307,Reduce the target's defense by 10,1,bango-file,message.dat,1507
sys,1308,Poison damage with 10% probability,1,bango-file,message.dat,1508
sys,1309,Paralysis with 10% probability,1,bango-file,message.dat,1509
sys,1310,"HP + 20%, MP - 10%",1,bango-file,message.dat,1510
sys,1311,"HP - 10%, MP + 20%",1,bango-file,message.dat,1511
sys,1312,Min/Max Attack + 50,1,bango-file,message.dat,1512
sys,1313,"HP+50/MP+50/Strength+6,",1,bango-file,message.dat,1513
sys,1314,/Intelligence+6/Agility+6/Wisdom+10/Health+10,1,bango-file,message.dat,1514
sys,1315,Mixing Grade 1,1,bango-file,message.dat,1515
sys,1316,Mixing Grade 2,1,bango-file,message.dat,1516
sys,1317,Stone of Mystery and Stone of Demon's Blood only can be mixed with Mixing Grade 2 weapon.,1,bango-file,message.dat,1517
sys,1318,New,1,bango-file,message.dat,1518
sys,1319,%1!d! demon's sword is required,1,bango-file,message.dat,1519
sys,1320,%1!d! demon's sword is required ,1,bango-file,message.dat,1520
sys,1321,Hacking on the memory is detected. Program is closing. ,1,bango-file,message.dat,1522
sys,1322,%1 is waking up.,1,bango-file,message.dat,1525
sys,1323,%1 fell on sleep.,1,bango-file,message.dat,1526
sys,1324, Equip : Bead of Fire ,1,bango-file,message.dat,1528
sys,1325,"Try equipping the Bead of Fire. But when it fails, its endurance will be reduced. Continue to try equipping the Bead of Fire?",1,bango-file,message.dat,1529
sys,1326,Bead of Fire is already equipped.,1,bango-file,message.dat,1530
sys,1327,Bead of Fire can't be equipped on this item.,1,bango-file,message.dat,1531
sys,1328,Equipping the Bead of Fire,1,bango-file,message.dat,1532
sys,1329,Equipping the Bead of Fire has succeeded.,1,bango-file,message.dat,1533
sys,1330,Equipping the Bead of Fire has failed.,1,bango-file,message.dat,1534
sys,1331,Do you want to registered the battle?,1,bango-file,message.dat,1537
sys,1332,Playing for long time may harm your health. Take some rest.,1,bango-file,message.dat,1539
sys,1335,Do you want to see the registered guild for the battle?,1,bango-file,message.dat,1542
sys,1336,White Tiger :,1,bango-file,message.dat,1543
sys,1337,Blue Dragon :,1,bango-file,message.dat,1544
sys,1338,Do you want to request the registered guild list?,1,bango-file,message.dat,1545
sys,1339,"You can only use this system over [level %1!d!]. Therefore, it will be refused to others.",1,bango-file,message.dat,1546
sys,1340,[Request Register],1,bango-file,message.dat,1547
sys,1341,[Confirm Register],1,bango-file,message.dat,1548
sys,1342,%1 Guild,1,bango-file,message.dat,1549
sys,1343,[Registered Guild for Destructing Key Points],1,bango-file,message.dat,1550
sys,1344,[Member of Participation for Destructing Key Points],1,bango-file,message.dat,1551
sys,1345,%1!d! Level,1,bango-file,message.dat,1552
sys,1346,Do you want to request the list of the member of participation?,1,bango-file,message.dat,1553
sys,1347,[List of Member of Participation for Destructing Key Points],1,bango-file,message.dat,1554
sys,1348,Do you want to request the list for applying for the member of participation?,1,bango-file,message.dat,1555
sys,1349,This is an Artisan's Fixing Tool. The damaged item can be repaired its endurance by 5 points when it used.,1,bango-file,message.dat,1558
sys,1350,This is a Doggebi's Fixing Tool. The damaged item can be fully repaired but its endurance can be down to 1. And the item will be destroyed if using it at low endurance.,1,bango-file,message.dat,1559
sys,1351,Using the item has failed. The endurance of %1 is reduced by %2!d!,1,bango-file,message.dat,1560
sys,1352,[Scenario 3],1,bango-file,message.dat,1562
sys,1353,You're unable to fight. You'll be teleported to the summoning place after 30 seconds.,1,bango-file,message.dat,1563
sys,1354,Event #n Gathering EXP 200%#n Dropping Rate 200%,1,bango-file,message.dat,1567
sys,1355,You get killed. You'll be teleported to the summoning place after 30 seconds. ,1,bango-file,message.dat,1570
sys,1356,KalOnline Event#n#n10% of Attacking Power is Increased,1,bango-file,message.dat,1572
sys,1357,KalOnline Event#n#n100% of Gathering EXP is Increased,1,bango-file,message.dat,1573
sys,1358,Can't move to the person you've chosen.,1,bango-file,message.dat,1575
sys,1359,"If a Monster Summoning Scroll has been used, manual disconnection is unavailable for 3 minutes.",1,bango-file,message.dat,1578
sys,1360,Tower is upgraded.,1,bango-file,message.dat,1580
sys,1361,It's not friendly force's tower.,1,bango-file,message.dat,1581
sys,1362,You don't have a upgrading item.,1,bango-file,message.dat,1582
sys,1363,Tower that wants to be upgraded must not be attacked by anyone.,1,bango-file,message.dat,1583
sys,1364,Guild that is registered for the battle can not be disorganized. ,1,bango-file,message.dat,1584
sys,1365,Selected member for the battle can not be seceded from the guild.,1,bango-file,message.dat,1585
sys,1366,Can not be done in the battle area.,1,bango-file,message.dat,1586
sys,1367,It can't be done because of the one who is in the battle area.,1,bango-file,message.dat,1587
sys,1368,Making a party with enenmy is not allowed in the battle area.,1,bango-file,message.dat,1588
sys,1369,The seal is not revealed yet.,1,bango-file,message.dat,1589
sys,1370,This tower is already upgraded,1,bango-file,message.dat,1590
sys,1371,Exiting from the game is not allowed in the battle area.,1,bango-file,message.dat,1591
sys,1372,Assassin mode is not allowed in the battle area. ,1,bango-file,message.dat,1592
sys,1373, Pray For Snow Event#n#n Final Striking Power[Physical/Magical] is increased by 10% ,1,bango-file,message.dat,1596
sys,1374,"Because of %1??s effort, snow is falling from the sky",1,bango-file,message.dat,1597
sys,1375,"On maintenance or not in service hour,#n Please visit the homepage for server condition check.",1,bango-file,message.dat,1599
sys,1376,Scenario 3- Destructing Key Points,1,bango-file,message.dat,1601
sys,1377,Joining the Scenario 3- Destructing Key Points?,1,bango-file,message.dat,1602
sys,1378,Time for joining Scenario 3- Destructing Key Points is over.,1,bango-file,message.dat,1603
sys,1379,Owner of the Training Area of Destructing Key Points.#n 10% of damage reducing buff is on#nThis effect can be added with similar buffs.,1,bango-file,message.dat,1604
sys,1380,"Because many people are working hard on collecting crystals, we have plenty of crystals so far. Crystals are now <%1!d!>",1,bango-file,message.dat,1606
sys,1381,We need <%1!d!> Crystals for snow.,1,bango-file,message.dat,1607
sys,1382,Power 7% Up,1,bango-file,message.dat,1609
sys,1383,Explosive Blow 3% Up,1,bango-file,message.dat,1610
sys,1384,Target Point Rate 5% Up,1,bango-file,message.dat,1611
sys,1385,Critical Rate 5% Up,1,bango-file,message.dat,1612
sys,1386,Honor Class,1,bango-file,message.dat,1614
sys,1387,Reward Point,1,bango-file,message.dat,1615
sys,1388,Maximum limit of buying item is exceeded. Please select it again.,1,bango-file,message.dat,1617
sys,1389,None,1,bango-file,message.dat,1619
sys,1390,Recruit,1,bango-file,message.dat,1620
sys,1391,Private,1,bango-file,message.dat,1621
sys,1392,Specialist,1,bango-file,message.dat,1622
sys,1393,Corporal,1,bango-file,message.dat,1623
sys,1394,Sergeant,1,bango-file,message.dat,1624
sys,1395,Lieutenant,1,bango-file,message.dat,1625
sys,1396,Captain,1,bango-file,message.dat,1626
sys,1397,Major,1,bango-file,message.dat,1627
sys,1398,Colonel,1,bango-file,message.dat,1628
sys,1399,General,1,bango-file,message.dat,1629
sys,1400,You must be %1 or higher class to buy this item.,1,bango-file,message.dat,1630
sys,1401,%1!d! or higher Reward points are required to buy this item.,1,bango-file,message.dat,1631
sys,1402,%1 is selected. Reward points of  %2 will be used. Continue to buy this item?,1,bango-file,message.dat,1632
sys,1403,You already received the item(s).,1,bango-file,message.dat,1633
sys,1404,Limit is full so you can't receive any item.,1,bango-file,message.dat,1634
sys,1405,Aftereffect of Assassin 10%,1,bango-file,message.dat,1635
sys,1406,Aftereffect of Assassin 20%,1,bango-file,message.dat,1636
sys,1407,Aftereffect of Assassin 30%,1,bango-file,message.dat,1637
sys,1408,Aftereffect of Assassin 40%,1,bango-file,message.dat,1638
sys,1409,Aftereffect of Assassin 50%,1,bango-file,message.dat,1639
sys,1410,The selected character is already recommended.,1,bango-file,message.dat,1640
sys,1411,Honor Skill can be learned.,1,bango-file,message.dat,1641
sys,1412,No more enchanting is possible with same element.,1,bango-file,message.dat,1642
sys,1413,Skill grade is increased.,1,bango-file,message.dat,1643
sys,1414,Defensive incantation 6,1,bango-file,message.dat,1644
sys,1415,%1!d! of Reward points are received.,1,bango-file,message.dat,1645
sys,1416,[List of Participants for Protecting Leader],1,bango-file,message.dat,1647
sys,1417,[Member of Participation for Protecting Leader],1,bango-file,message.dat,1648
sys,1418,Hermit's accessories won't be destroyed even if it failed to enchant with honor talismans. But its effectiveness goes away once you enchanted. Continue to use this item?,1,bango-file,message.dat,1650
sys,1419,[Registered Guilds for Destructing Key Points],1,bango-file,message.dat,1652
sys,1420,[Registered Guilds for Protecting Leader],1,bango-file,message.dat,1653
sys,1421,Honor Info (Hotkey:V),1,bango-file,message.dat,1655
sys,1422,The battle is starting in %1!d! seconds.,1,bango-file,message.dat,1657
sys,1423,Opponent team is starting to pray first.,1,bango-file,message.dat,1659
sys,1424,Prayer is preparing.,1,bango-file,message.dat,1660
sys,1425,Prayer condition is on.,1,bango-file,message.dat,1661
sys,1426,Prayer condition is cancelled.,1,bango-file,message.dat,1662
sys,1427,Owner of Protecting Leader Training Area.#nDrop Rate increased by 10%.,1,bango-file,message.dat,1663
sys,1428,%1 %2 %3,1,bango-file,message.dat,1665
sys,1429,%1,1,bango-file,message.dat,1666
sys,1430,The battle is started.,1,bango-file,message.dat,1667
sys,1431,Hermit's Water is already used on this item. This item can be used one time.,1,bango-file,message.dat,1668
sys,1432,Hermit's Water is used.,1,bango-file,message.dat,1669
sys,1433,You're trying to enchanting an item that is used by the Hermit's Water. Continue to enchant the item?,1,bango-file,message.dat,1670
sys,1434,Leader can't move while praying.,1,bango-file,message.dat,1672
sys,1435,Leader can't use skill or attack while praying.,1,bango-file,message.dat,1673
sys,1436,Opponent is praying now.,1,bango-file,message.dat,1674
sys,1437,Item can't be used while praying.,1,bango-file,message.dat,1675
sys,1438,Leader can't be revived.,1,bango-file,message.dat,1676
sys,1439,Leader can't use High Grade Scroll of Rebirth.,1,bango-file,message.dat,1677
sys,1440,Praying.,1,bango-file,message.dat,1678
sys,1441,Leader can't move while praying.,1,bango-file,message.dat,1679
sys,1442,Do you want to join the Scenario 3 - Protecting Leader Training Area?,1,bango-file,message.dat,1680
sys,1443,Remaining Ticket: %1!d!,1,bango-file,message.dat,1683
sys,1445,Congratulation!! You won a 5th medal!,1,bango-file,message.dat,1684
sys,1446,Congratulation!! You won a 4th medal!,1,bango-file,message.dat,1685
sys,1447,Congratulation!! You won a bronze medal!,1,bango-file,message.dat,1686
sys,1448,Congratulation!! You won a silver medal!,1,bango-file,message.dat,1687
sys,1449,Congratulation!! You won a gold medal!,1,bango-file,message.dat,1688
sys,1450,Leader can't use magic while praying.,1,bango-file,message.dat,1690
sys,1451,Leader can't receive magic while praying.,1,bango-file,message.dat,1691
sys,1452,%1!d! seconds left for reviving.,1,bango-file,message.dat,1692
sys,1453,Prayer can't be taken from this place.,1,bango-file,message.dat,1693
sys,1454,You have no qualification for prayer.,1,bango-file,message.dat,1694
sys,1455,"This time, %2 of %1 get the qualification same as the leader temporally.",1,bango-file,message.dat,1695
sys,1456,[Register for the Tournament],1,bango-file,message.dat,1696
sys,1457,"Would you like to register for the tournament? If you click on Register button, application fee 10,000 geon will be consumed. Once your application is completed, you will not receive your money back even if you are not selected.",1,bango-file,message.dat,1697
sys,1458,"Would you like to register for the tournament? When you click on Register button, message for agreement will be sent to other participants and if they agree, 10,000 geon will be consumed. Once your application is completed, you will not receive your money back even if you are not selected.",1,bango-file,message.dat,1698
sys,1459,"Would you like to register for the tournament for 3:3 with %1? 10,000 geon will be consumed as you clikc on Register button. Once your application is completed, you will not receive your money back even if you are not selected.",1,bango-file,message.dat,1699
sys,1460,"Would you like to register for the tournament for 6:6 with %1? 10,000 geon will be consumed as you clikc on Register button. Once your application is completed, you will not receive your money back even if you are not selected.",1,bango-file,message.dat,1700
sys,1461,Participant,1,bango-file,message.dat,1701
sys,1462,It is impossible to join/secede/expel for the guilds that are participating or waiting for the training of battle area.,1,bango-file,message.dat,1702
sys,1463,Out of the target range.,1,bango-file,message.dat,1703
sys,1464,You have already registered.,1,bango-file,message.dat,1704
sys,1465,It's not the time for registration of tournament.,1,bango-file,message.dat,1705
sys,1466,Registration for Tournament has expired.,1,bango-file,message.dat,1706
sys,1467,Not enough money of member.,1,bango-file,message.dat,1707
sys,1468,Other party's level is lower than 50.,1,bango-file,message.dat,1708
sys,1469,Other party has already applied or waiting for the registration.,1,bango-file,message.dat,1709
sys,1470,Waiting for other party's acceptance for your participation.,1,bango-file,message.dat,1710
sys,1471,Other party has accepted your request for participation.,1,bango-file,message.dat,1711
sys,1472,Other party has rejected your participation.,1,bango-file,message.dat,1712
sys,1473,Other party is already in process of registration with other user.,1,bango-file,message.dat,1713
sys,1474,Preparing to move to the Leader.,1,bango-file,message.dat,1715
sys,1475,Moving to the leader.,1,bango-file,message.dat,1716
sys,1476,You can't move to the leader because the leader is not connected.,1,bango-file,message.dat,1717
sys,1477,It only can be used in Protecting Leader Training area.,1,bango-file,message.dat,1718
sys,1478,Only the leader can use this item.,1,bango-file,message.dat,1719
sys,1479,The leader can't use this item.,1,bango-file,message.dat,1720
sys,1480,Can't be used this time.,1,bango-file,message.dat,1721
sys,1481,"Waiting for other party's participation. If you click on cancel button, you can cancel your request for participation.",1,bango-file,message.dat,1722
sys,1482,Your request for participation has been cancled.,1,bango-file,message.dat,1723
sys,1483,Your request for participation has been registered.,1,bango-file,message.dat,1724
sys,1484,Portable Bomb can't be used on this area.,1,bango-file,message.dat,1727
sys,1485,Scroll of Invincibility #n Making all attacks ineffectively from your enemies.,1,bango-file,message.dat,1728
sys,1486,Invincibility is on.,1,bango-file,message.dat,1729
sys,1487,Invincibility is off. ,1,bango-file,message.dat,1730
sys,1488,"This game is for users over 15, so you can not play this game.",1,bango-file,message.dat,1731
sys,1489,You can not use your item during observation.,1,bango-file,message.dat,1732
sys,1490,You are dead. You will be automatically revive in 10 seconds. ,1,bango-file,message.dat,1733
sys,1491,[Duel tournament competition],1,bango-file,message.dat,1734
sys,1492,You can not fight at the moment. You will revive in 10 seconds automatically.,1,bango-file,message.dat,1735
sys,1493,Game willl start in %1!d! seconds.,1,bango-file,message.dat,1736
sys,1494,You have %1!d! minutes %2!d! seconds left.,1,bango-file,message.dat,1737
sys,1495,Duel tournament has started.,1,bango-file,message.dat,1738
sys,1496,Duel tournament has ended.,1,bango-file,message.dat,1739
sys,1497,You can not use this while you are viewing.,1,bango-file,message.dat,1740
sys,1498,"Because you've already attended 5 times, your registration won't be accepted this time. Try for the next tournament.",1,bango-file,message.dat,1741
sys,1499,The duel between %1 and %2 is about to begin in a moment.,1,bango-file,message.dat,1742
sys,1500,Automatically win by default because %1 doesn't show up.,1,bango-file,message.dat,1743
sys,1501,The duel between %1 and %2 is just started.,1,bango-file,message.dat,1744
sys,1502,%3 wins from the duel between %1 and %2 .,1,bango-file,message.dat,1745
sys,1503,Next match is beginning at the Arena 1. Please wait for one moment.,1,bango-file,message.dat,1746
sys,1504,The tournament is ended and the final winner is %1 .,1,bango-file,message.dat,1747
sys,1505,RedDamage : [ %1!d! ] BlueDamage:[ %2!d! ],1,bango-file,message.dat,1748
sys,1506,<No Show>,1,bango-file,message.dat,1749
sys,1507,Health Decrease x 1#nGradually Health Decreases.,1,bango-file,message.dat,1752
sys,1508,Health Decrease x 2#nGradually Health Decreases.,1,bango-file,message.dat,1753
sys,1509,Health Decrease x 3#nGradually Health Decreases.,1,bango-file,message.dat,1754
sys,1510,Health Decrease x 4#nGradually Health Decreases.,1,bango-file,message.dat,1755
sys,1511,Health Decrease x 5#nGradually Health Decreases.,1,bango-file,message.dat,1756
sys,1512,Health Decrease x 6#nGradually Health Decreases,1,bango-file,message.dat,1757
sys,1513,Health Decrease x 7#nGradually Health Decreases.,1,bango-file,message.dat,1758
sys,1514,Health Decrease x 8#nGradually Health Decreases.,1,bango-file,message.dat,1759
sys,1515,Health Decrease x 9#nGradually Health Decreases.,1,bango-file,message.dat,1760
sys,1516,Health Decrease x 1,1,bango-file,message.dat,1761
sys,1517,Health Decrease x 2,1,bango-file,message.dat,1762
sys,1518,Health Decrease x 3,1,bango-file,message.dat,1763
sys,1519,Health Decrease x 4,1,bango-file,message.dat,1764
sys,1520,Health Decrease x 5,1,bango-file,message.dat,1765
sys,1521,Health Decrease x 6,1,bango-file,message.dat,1766
sys,1522,Health Decrease x 7,1,bango-file,message.dat,1767
sys,1523,Health Decrease x 8,1,bango-file,message.dat,1768
sys,1524,Health Decrease x 9,1,bango-file,message.dat,1769
sys,1525,Movement Speed Decrease x 1#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1770
sys,1526,Movement Speed Decrease x 2#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1771
sys,1527,Movement Speed Decrease x 3#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1772
sys,1528,Movement Speed Decrease x 4#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1773
sys,1529,Movement Speed Decrease x 5#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1774
sys,1530,Movement Speed Decrease x 6#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1775
sys,1531,Movement Speed Decrease x 7#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1776
sys,1532,Movement Speed Decrease x 8#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1777
sys,1533,Movement Speed Decrease x 9#nYour body feels like it weighs a Ton.,1,bango-file,message.dat,1778
sys,1534,Movement Speed Decrease x 1,1,bango-file,message.dat,1779
sys,1535,Movement Speed Decrease x 2,1,bango-file,message.dat,1780
sys,1536,Movement Speed Decrease x 3,1,bango-file,message.dat,1781
sys,1537,Movement Speed Decrease x 4,1,bango-file,message.dat,1782
sys,1538,Movement Speed Decrease x 5,1,bango-file,message.dat,1783
sys,1539,Movement Speed Decrease x 6,1,bango-file,message.dat,1784
sys,1540,Movement Speed Decrease x 7,1,bango-file,message.dat,1785
sys,1541,Movement Speed Decrease x 8,1,bango-file,message.dat,1786
sys,1542,Movement Speed Decrease x 9,1,bango-file,message.dat,1787
sys,1543,Poison of the dragon is all over you.,1,bango-file,message.dat,1788
sys,1544,You cannont enter the E-Mok Island.,1,bango-file,message.dat,1789
sys,1545,  Locked  ,1,bango-file,message.dat,1792
sys,1546,%1 will be locked. Will you continue? (Try not to use the account's passwords for preventing from hacking,1,bango-file,message.dat,1795
sys,1547,It is already locked.,1,bango-file,message.dat,1796
sys,1548,You cannot lock this item.,1,bango-file,message.dat,1797
sys,1549,You locked your item.,1,bango-file,message.dat,1798
sys,1550,%1,1,bango-file,message.dat,1799
sys,1551,Your password is incorrect. Please type your password again.,1,bango-file,message.dat,1800
