source_file,record_ordinal,source_line,text,source_kind,provenance
Dic.dat,920,1839,??박성??토??몰,inspection-text-partial,bango-file
Dic.dat,921,1841,??주까,inspection-text-partial,bango-file
Dic.dat,922,1843,??준??,inspection-text-partial,bango-file
Dic.dat,923,1845,??줄께,inspection-text-partial,bango-file
Dic.dat,924,1847,??줄년,inspection-text-partial,bango-file
Dic.dat,925,1849,????,inspection-text-partial,bango-file
Dic.dat,926,1851,????,inspection-text-partial,bango-file
Dic.dat,927,1853,????통??,inspection-text-partial,bango-file
Dic.dat,928,1855,????폰,inspection-text-partial,bango-file
Dic.dat,929,1857,??러??년,inspection-text-partial,bango-file
Dic.dat,930,1859,??티??스,inspection-text-partial,bango-file
Dic.dat,931,1861,??주꾸마,inspection-text-partial,bango-file
Dic.dat,932,1863,??????,inspection-text-partial,bango-file
Dic.dat,933,1865,??필??해,inspection-text-partial,bango-file
Dic.dat,934,1867,??치??,inspection-text-partial,bango-file
Dic.dat,935,1869,??침,inspection-text-partial,bango-file
Dic.dat,936,1871,????,inspection-text-partial,bango-file
Dic.dat,937,1873,??신,inspection-text-partial,bango-file
Dic.dat,938,1875,??????,inspection-text-partial,bango-file
Dic.dat,939,1877,????,inspection-text-partial,bango-file
Dic.dat,940,1879,??????,inspection-text-partial,bango-file
Dic.dat,941,1881,??????,inspection-text-partial,bango-file
Dic.dat,942,1883,??져??,inspection-text-partial,bango-file
Dic.dat,943,1885,??진??,inspection-text-partial,bango-file
Dic.dat,944,1887,??질??,inspection-text-partial,bango-file
Dic.dat,945,1889,??????,inspection-text-partial,bango-file
Dic.dat,946,1891,????이,inspection-text-partial,bango-file
Dic.dat,947,1893,??그??,inspection-text-partial,bango-file
Dic.dat,948,1895,??라 ??,inspection-text-partial,bango-file
Dic.dat,949,1897,??라??,inspection-text-partial,bango-file
Dic.dat,950,1899,??????,inspection-text-partial,bango-file
Dic.dat,951,1901,??른,inspection-text-partial,bango-file
Dic.dat,952,1903,??우??,inspection-text-partial,bango-file
Dic.dat,953,1905,??우??00,inspection-text-partial,bango-file
Dic.dat,954,1907,????주는??람,inspection-text-partial,bango-file
Dic.dat,955,1909,??촬,inspection-text-partial,bango-file
Dic.dat,956,1911,??쿄??스,inspection-text-partial,bango-file
Dic.dat,957,1913,??쿄??스NIPON,inspection-text-partial,bango-file
Dic.dat,958,1915,??버는,inspection-text-partial,bango-file
Dic.dat,959,1917,??????,inspection-text-partial,bango-file
Dic.dat,960,1919,??벌기,inspection-text-partial,bango-file
Dic.dat,961,1921,??버??,inspection-text-partial,bango-file
Dic.dat,962,1923,??벌??,inspection-text-partial,bango-file
Dic.dat,963,1925,??벌??,inspection-text-partial,bango-file
Dic.dat,964,1927,??선??,inspection-text-partial,bango-file
Dic.dat,965,1929,????,inspection-text-partial,bango-file
Dic.dat,966,1931,??줄??,inspection-text-partial,bango-file
Dic.dat,967,1933,??필??한,inspection-text-partial,bango-file
Dic.dat,968,1935,??림??,inspection-text-partial,bango-file
Dic.dat,969,1937,????,inspection-text-partial,bango-file
Dic.dat,970,1939,??흔,inspection-text-partial,bango-file
Dic.dat,971,1941,??????,inspection-text-partial,bango-file
Dic.dat,972,1943,??만??,inspection-text-partial,bango-file
Dic.dat,973,1945,??섭,inspection-text-partial,bango-file
Dic.dat,974,1947,??알지,inspection-text-partial,bango-file
Dic.dat,975,1949,??줘??,inspection-text-partial,bango-file
Dic.dat,976,1951,??거,inspection-text-partial,bango-file
Dic.dat,977,1953,??거??,inspection-text-partial,bango-file
Dic.dat,978,1955,??침,inspection-text-partial,bango-file
Dic.dat,979,1957,??진??,inspection-text-partial,bango-file
Dic.dat,980,1959,??????,inspection-text-partial,bango-file
Dic.dat,981,1961,??질??,inspection-text-partial,bango-file
Dic.dat,982,1963,????,inspection-text-partial,bango-file
Dic.dat,983,1965,??밥,inspection-text-partial,bango-file
Dic.dat,984,1967,??두??스,inspection-text-partial,bango-file
Dic.dat,985,1969,????,inspection-text-partial,bango-file
Dic.dat,986,1971,??신,inspection-text-partial,bango-file
Dic.dat,987,1973,????,inspection-text-partial,bango-file
Dic.dat,988,1975,??져,inspection-text-partial,bango-file
Dic.dat,989,1977,??져??,inspection-text-partial,bango-file
Dic.dat,990,1979,????,inspection-text-partial,bango-file
Dic.dat,991,1981,??진??,inspection-text-partial,bango-file
Dic.dat,992,1983,??질??,inspection-text-partial,bango-file
Dic.dat,993,1985,??????,inspection-text-partial,bango-file
Dic.dat,994,1987,??????,inspection-text-partial,bango-file
Dic.dat,995,1989,??길넘,inspection-text-partial,bango-file
Dic.dat,996,1991,??길놈,inspection-text-partial,bango-file
Dic.dat,997,1993,????,inspection-text-partial,bango-file
Dic.dat,998,1995,??길 ??,inspection-text-partial,bango-file
Dic.dat,999,1997,??길 ??,inspection-text-partial,bango-file
Dic.dat,1000,1999,??길??,inspection-text-partial,bango-file
Dic.dat,1001,2001,??길??,inspection-text-partial,bango-file
Dic.dat,1002,2003,??로??어??,inspection-text-partial,bango-file
Dic.dat,1003,2005,??져,inspection-text-partial,bango-file
Dic.dat,1004,2007,??져??,inspection-text-partial,bango-file
Dic.dat,1005,2009,??죠,inspection-text-partial,bango-file
Dic.dat,1006,2011,??즬,inspection-text-partial,bango-file
Dic.dat,1007,2013,??진??,inspection-text-partial,bango-file
Dic.dat,1008,2015,??질,inspection-text-partial,bango-file
Dic.dat,1009,2017,??질??,inspection-text-partial,bango-file
Dic.dat,1010,2019,??치??,inspection-text-partial,bango-file
Dic.dat,1011,2021,?? ??ㅓ,inspection-text-partial,bango-file
Dic.dat,1012,2023,?? ??,inspection-text-partial,bango-file
Dic.dat,1013,2025,????ㅓ,inspection-text-partial,bango-file
Dic.dat,1014,2027,????,inspection-text-partial,bango-file
Dic.dat,1015,2029,??글??,inspection-text-partial,bango-file
Dic.dat,1016,2031,??러????,inspection-text-partial,bango-file
Dic.dat,1017,2033,??러??년,inspection-text-partial,bango-file
Dic.dat,1018,2035,??려??,inspection-text-partial,bango-file
Dic.dat,1019,2037,??림,inspection-text-partial,bango-file
Dic.dat,1020,2039,??립??다,inspection-text-partial,bango-file
Dic.dat,1021,2041,??응??,inspection-text-partial,bango-file
Dic.dat,1022,2043,??급보류??인??화관,inspection-text-partial,bango-file
Dic.dat,1023,2045,??신,inspection-text-partial,bango-file
Dic.dat,1024,2047,????,inspection-text-partial,bango-file
Dic.dat,1025,2049,??<CIPHER_E8>�,inspection-text-partial,bango-file
Dic.dat,1026,2051,????,inspection-text-partial,bango-file
Dic.dat,1027,2053,??????,inspection-text-partial,bango-file
Dic.dat,1028,2055,??진다,inspection-text-partial,bango-file
Dic.dat,1029,2057,??랄,inspection-text-partial,bango-file
Dic.dat,1030,2059,????,inspection-text-partial,bango-file
Dic.dat,1031,2061,??즬,inspection-text-partial,bango-file
Dic.dat,1032,2063,??진 ??,inspection-text-partial,bango-file
Dic.dat,1033,2065,??진??,inspection-text-partial,bango-file
Dic.dat,1034,2067,????,inspection-text-partial,bango-file
Dic.dat,1035,2069,????,inspection-text-partial,bango-file
Dic.dat,1036,2071,??<CIPHER_0F>�,inspection-text-partial,bango-file
Dic.dat,1037,2073,??신,inspection-text-partial,bango-file
Dic.dat,1038,2075,??<CIPHER_E8>�,inspection-text-partial,bango-file
Dic.dat,1039,2077,????,inspection-text-partial,bango-file
Dic.dat,1040,2079,????ㅕ,inspection-text-partial,bango-file
Dic.dat,1041,2081,????,inspection-text-partial,bango-file
Dic.dat,1042,2083,????,inspection-text-partial,bango-file
Dic.dat,1043,2085,????,inspection-text-partial,bango-file
Dic.dat,1044,2087,????,inspection-text-partial,bango-file
Dic.dat,1045,2089,??랄,inspection-text-partial,bango-file
Dic.dat,1046,2091,??럴,inspection-text-partial,bango-file
Dic.dat,1047,2093,????,inspection-text-partial,bango-file
Dic.dat,1048,2095,??<CIPHER_F7>U,inspection-text-partial,bango-file
Dic.dat,1049,2097,??ㅈ??,inspection-text-partial,bango-file
Dic.dat,1050,2099,????,inspection-text-partial,bango-file
Dic.dat,1051,2101,??져,inspection-text-partial,bango-file
Dic.dat,1052,2103,??져??,inspection-text-partial,bango-file
Dic.dat,1053,2105,??????섹??조??,inspection-text-partial,bango-file
Dic.dat,1054,2107,??진,inspection-text-partial,bango-file
Dic.dat,1055,2109,??진??,inspection-text-partial,bango-file
Dic.dat,1056,2111,??질,inspection-text-partial,bango-file
Dic.dat,1057,2113,??질??,inspection-text-partial,bango-file
Dic.dat,1058,2115,??도,inspection-text-partial,bango-file
Dic.dat,1059,2117,??????ㅕ,inspection-text-partial,bango-file
Dic.dat,1060,2119,??콜,inspection-text-partial,bango-file
Dic.dat,1061,2121,????,inspection-text-partial,bango-file
Dic.dat,1062,2123,????,inspection-text-partial,bango-file
Dic.dat,1063,2125,????,inspection-text-partial,bango-file
Dic.dat,1064,2127,??구,inspection-text-partial,bango-file
Dic.dat,1065,2129,??쉰,inspection-text-partial,bango-file
Dic.dat,1066,2131,??신,inspection-text-partial,bango-file
Dic.dat,1067,2133,??????,inspection-text-partial,bango-file
Dic.dat,1068,2135,????부 ??,inspection-text-partial,bango-file
Dic.dat,1069,2137,????부 ??,inspection-text-partial,bango-file
Dic.dat,1070,2139,????부??,inspection-text-partial,bango-file
Dic.dat,1071,2141,????발,inspection-text-partial,bango-file
Dic.dat,1072,2143,?????? ??,inspection-text-partial,bango-file
Dic.dat,1073,2145,?????? ??,inspection-text-partial,bango-file
Dic.dat,1074,2147,????????,inspection-text-partial,bango-file
Dic.dat,1075,2149,????????,inspection-text-partial,bango-file
Dic.dat,1076,2151,??ㅏ ??중,inspection-text-partial,bango-file
Dic.dat,1077,2153,??ㅣ 부 ??,inspection-text-partial,bango-file
Dic.dat,1078,2155,??ㅣ 부 ??,inspection-text-partial,bango-file
Dic.dat,1079,2157,??ㅣ 부??,inspection-text-partial,bango-file
Dic.dat,1080,2159,??ㅣ 부??,inspection-text-partial,bango-file
Dic.dat,1081,2161,??ㅣ??,inspection-text-partial,bango-file
Dic.dat,1082,2163,??ㅣ부 ??,inspection-text-partial,bango-file
Dic.dat,1083,2165,??ㅣ부 ??,inspection-text-partial,bango-file
Dic.dat,1084,2167,??ㅣ부??,inspection-text-partial,bango-file
Dic.dat,1085,2169,??ㅣ부??,inspection-text-partial,bango-file
Dic.dat,1086,2171,??굴,inspection-text-partial,bango-file
Dic.dat,1087,2173,??먹??,inspection-text-partial,bango-file
Dic.dat,1088,2175,??먹??,inspection-text-partial,bango-file
Dic.dat,1089,2177,??먹??,inspection-text-partial,bango-file
Dic.dat,1090,2179,??먹??줄래,inspection-text-partial,bango-file
Dic.dat,1091,2181,??무??,inspection-text-partial,bango-file
Dic.dat,1092,2183,??묵??,inspection-text-partial,bango-file
Dic.dat,1093,2185,??이고시??,inspection-text-partial,bango-file
Dic.dat,1094,2187,??????자,inspection-text-partial,bango-file
Dic.dat,1095,2189,??????,inspection-text-partial,bango-file
Dic.dat,1096,2191,????리,inspection-text-partial,bango-file
Dic.dat,1097,2193,??????,inspection-text-partial,bango-file
Dic.dat,1098,2195,????이,inspection-text-partial,bango-file
Dic.dat,1099,2197,??따 ??,inspection-text-partial,bango-file
Dic.dat,1100,2199,??따??,inspection-text-partial,bango-file
Dic.dat,1101,2201,??따??,inspection-text-partial,bango-file
Dic.dat,1102,2203,??딸 ??,inspection-text-partial,bango-file
Dic.dat,1103,2205,??딸??,inspection-text-partial,bango-file
Dic.dat,1104,2207,??치,inspection-text-partial,bango-file
Dic.dat,1105,2209,??치??,inspection-text-partial,bango-file
Dic.dat,1106,2211,??꺄,inspection-text-partial,bango-file
Dic.dat,1107,2213,??끼,inspection-text-partial,bango-file
Dic.dat,1108,2215,??라??,inspection-text-partial,bango-file
Dic.dat,1109,2217,??걸,inspection-text-partial,bango-file
Dic.dat,1110,2219,??촌,inspection-text-partial,bango-file
Dic.dat,1111,2221,??치??,inspection-text-partial,bango-file
Dic.dat,1112,2223,??아??,inspection-text-partial,bango-file
Dic.dat,1113,2225,??개,inspection-text-partial,bango-file
Dic.dat,1114,2227,??싸??,inspection-text-partial,bango-file
Dic.dat,1115,2229,????ㅏ ??ㅣ,inspection-text-partial,bango-file
Dic.dat,1116,2231,????ㅏ ??,inspection-text-partial,bango-file
Dic.dat,1117,2233,??????,inspection-text-partial,bango-file
Dic.dat,1118,2235,????이,inspection-text-partial,bango-file
Dic.dat,1119,2237,??ㄹ??ㅇ??,inspection-text-partial,bango-file
Dic.dat,1120,2239,??ㄹ??이,inspection-text-partial,bango-file
Dic.dat,1121,2241,??라 ??,inspection-text-partial,bango-file
Dic.dat,1122,2243,??라??,inspection-text-partial,bango-file
Dic.dat,1123,2245,??????,inspection-text-partial,bango-file
Dic.dat,1124,2247,????이,inspection-text-partial,bango-file
Dic.dat,1125,2249,??라??,inspection-text-partial,bango-file
Dic.dat,1126,2251,??른??,inspection-text-partial,bango-file
Dic.dat,1127,2253,??뱅??,inspection-text-partial,bango-file
Dic.dat,1128,2255,??봉??,inspection-text-partial,bango-file
Dic.dat,1129,2257,??아 ??,inspection-text-partial,bango-file
Dic.dat,1130,2259,??아??,inspection-text-partial,bango-file
Dic.dat,1131,2261,??????,inspection-text-partial,bango-file
Dic.dat,1132,2263,??구멍,inspection-text-partial,bango-file
Dic.dat,1133,2265,??개,inspection-text-partial,bango-file
Dic.dat,1134,2267,??고,inspection-text-partial,bango-file
Dic.dat,1135,2269,??구 ??,inspection-text-partial,bango-file
Dic.dat,1136,2271,??구??,inspection-text-partial,bango-file
Dic.dat,1137,2273,??꼬,inspection-text-partial,bango-file
Dic.dat,1138,2275,??꾸??,inspection-text-partial,bango-file
Dic.dat,1139,2277,??닦??,inspection-text-partial,bango-file
Dic.dat,1140,2279,????가??,inspection-text-partial,bango-file
Dic.dat,1141,2281,??물,inspection-text-partial,bango-file
Dic.dat,1142,2283,??싸,inspection-text-partial,bango-file
Dic.dat,1143,2285,??쳐먹다,inspection-text-partial,bango-file
Dic.dat,1144,2287,????,inspection-text-partial,bango-file
Dic.dat,1145,2289,????,inspection-text-partial,bango-file
Dic.dat,1146,2291,??발,inspection-text-partial,bango-file
Dic.dat,1147,2293,??<CIPHER_F7>U,inspection-text-partial,bango-file
Dic.dat,1148,2295,????,inspection-text-partial,bango-file
Dic.dat,1149,2297,??새,inspection-text-partial,bango-file
Dic.dat,1150,2299,????,inspection-text-partial,bango-file
Dic.dat,1151,2301,????,inspection-text-partial,bango-file
Dic.dat,1152,2303,??건??,inspection-text-partial,bango-file
Dic.dat,1153,2305,??발,inspection-text-partial,bango-file
Dic.dat,1154,2307,??벌,inspection-text-partial,bango-file
Dic.dat,1155,2309,????,inspection-text-partial,bango-file
Dic.dat,1156,2311,????,inspection-text-partial,bango-file
Dic.dat,1157,2313,????,inspection-text-partial,bango-file
Dic.dat,1158,2315,????,inspection-text-partial,bango-file
Dic.dat,1159,2317,????,inspection-text-partial,bango-file
Dic.dat,1160,2319,??랄,inspection-text-partial,bango-file
Dic.dat,1161,2321,??발,inspection-text-partial,bango-file
Dic.dat,1162,2323,??밸,inspection-text-partial,bango-file
Dic.dat,1163,2325,??뱅,inspection-text-partial,bango-file
Dic.dat,1164,2327,??벨,inspection-text-partial,bango-file
Dic.dat,1165,2329,????,inspection-text-partial,bango-file
Dic.dat,1166,2331,??알,inspection-text-partial,bango-file
Dic.dat,1167,2333,????,inspection-text-partial,bango-file
Dic.dat,1168,2335,????,inspection-text-partial,bango-file
Dic.dat,1169,2337,????,inspection-text-partial,bango-file
Dic.dat,1170,2339,????,inspection-text-partial,bango-file
Dic.dat,1171,2341,??부 ??,inspection-text-partial,bango-file
Dic.dat,1172,2343,??부 ??,inspection-text-partial,bango-file
Dic.dat,1173,2345,??부??,inspection-text-partial,bango-file
Dic.dat,1174,2347,??부??,inspection-text-partial,bango-file
Dic.dat,1175,2349,????,inspection-text-partial,bango-file
Dic.dat,1176,2351,??<CIPHER_F7>�,inspection-text-partial,bango-file
Dic.dat,1177,2353,??????,inspection-text-partial,bango-file
Dic.dat,1178,2355,??????,inspection-text-partial,bango-file
Dic.dat,1179,2357,??브랄,inspection-text-partial,bango-file
Dic.dat,1180,2359,??브럴,inspection-text-partial,bango-file
Dic.dat,1181,2361,????,inspection-text-partial,bango-file
Dic.dat,1182,2363,??랄,inspection-text-partial,bango-file
Dic.dat,1183,2365,??리 ??,inspection-text-partial,bango-file
Dic.dat,1184,2367,??바,inspection-text-partial,bango-file
Dic.dat,1185,2369,??박,inspection-text-partial,bango-file
Dic.dat,1186,2371,??발,inspection-text-partial,bango-file
Dic.dat,1187,2373,??방,inspection-text-partial,bango-file
Dic.dat,1188,2375,??밸,inspection-text-partial,bango-file
Dic.dat,1189,2377,??벌,inspection-text-partial,bango-file
Dic.dat,1190,2379,??벨,inspection-text-partial,bango-file
Dic.dat,1191,2381,???? ??,inspection-text-partial,bango-file
Dic.dat,1192,2383,???? ??,inspection-text-partial,bango-file
Dic.dat,1193,2385,??????,inspection-text-partial,bango-file
Dic.dat,1194,2387,??????,inspection-text-partial,bango-file
Dic.dat,1195,2389,??불,inspection-text-partial,bango-file
Dic.dat,1196,2391,??붕,inspection-text-partial,bango-file
Dic.dat,1197,2393,????,inspection-text-partial,bango-file
Dic.dat,1198,2395,??브 ??,inspection-text-partial,bango-file
Dic.dat,1199,2397,??브 ??,inspection-text-partial,bango-file
Dic.dat,1200,2399,??브??,inspection-text-partial,bango-file
Dic.dat,1201,2401,??브??,inspection-text-partial,bango-file
Dic.dat,1202,2403,??이??,inspection-text-partial,bango-file
Dic.dat,1203,2405,??이??,inspection-text-partial,bango-file
Dic.dat,1204,2407,??이??,inspection-text-partial,bango-file
Dic.dat,1205,2409,??이??,inspection-text-partial,bango-file
Dic.dat,1206,2411,??이??,inspection-text-partial,bango-file
Dic.dat,1207,2413,??이??,inspection-text-partial,bango-file
Dic.dat,1208,2415,??이??,inspection-text-partial,bango-file
Dic.dat,1209,2417,??이??,inspection-text-partial,bango-file
Dic.dat,1210,2419,??이??,inspection-text-partial,bango-file
Dic.dat,1211,2421,??이??,inspection-text-partial,bango-file
Dic.dat,1212,2423,??팔,inspection-text-partial,bango-file
Dic.dat,1213,2425,??펄,inspection-text-partial,bango-file
Dic.dat,1214,2427,????,inspection-text-partial,bango-file
Dic.dat,1215,2429,??,inspection-text-partial,bango-file
Dic.dat,1216,2431,????,inspection-text-partial,bango-file
Dic.dat,1217,2433,????,inspection-text-partial,bango-file
Dic.dat,1218,2435,????,inspection-text-partial,bango-file
Dic.dat,1219,2437,????,inspection-text-partial,bango-file
Dic.dat,1220,2439,??때,inspection-text-partial,bango-file
Dic.dat,1221,2441,??뽕,inspection-text-partial,bango-file
Dic.dat,1222,2443,??뿡,inspection-text-partial,bango-file
Dic.dat,1223,2445,??새,inspection-text-partial,bango-file
Dic.dat,1224,2447,??세,inspection-text-partial,bango-file
Dic.dat,1225,2449,??쎄,inspection-text-partial,bango-file
Dic.dat,1226,2451,??ㅔ??,inspection-text-partial,bango-file
Dic.dat,1227,2453,??노비아??스??,inspection-text-partial,bango-file
Dic.dat,1228,2455,??이????트??,inspection-text-partial,bango-file
Dic.dat,1229,2457,??이브섹??,inspection-text-partial,bango-file
Dic.dat,1230,2459,??이브스??립,inspection-text-partial,bango-file
Dic.dat,1231,2461,??브박사??인??품,inspection-text-partial,bango-file
Dic.dat,1232,2463,??브베드,inspection-text-partial,bango-file
Dic.dat,1233,2465,??브??시??럽,inspection-text-partial,bango-file
Dic.dat,1234,2467,??브??자??인??품,inspection-text-partial,bango-file
Dic.dat,1235,2469,??브??텔,inspection-text-partial,bango-file
Dic.dat,1236,2471,??시??걸,inspection-text-partial,bango-file
Dic.dat,1237,2473,????,inspection-text-partial,bango-file
Dic.dat,1238,2475,??드??스TV,inspection-text-partial,bango-file
Dic.dat,1239,2477,??아??,inspection-text-partial,bango-file
Dic.dat,1240,2479,??즈,inspection-text-partial,bango-file
Dic.dat,1241,2481,로리??,inspection-text-partial,bango-file
Dic.dat,1242,2483,롤리??,inspection-text-partial,bango-file
Dic.dat,1243,2485,룸메??트,inspection-text-partial,bango-file
Dic.dat,1244,2487,룸사??,inspection-text-partial,bango-file
Dic.dat,1245,2489,룸살??,inspection-text-partial,bango-file
Dic.dat,1246,2491,룸섹??,inspection-text-partial,bango-file
Dic.dat,1247,2493,룸????,inspection-text-partial,bango-file
Dic.dat,1248,2495,리얼??,inspection-text-partial,bango-file
Dic.dat,1249,2497,리얼??스??레??,inspection-text-partial,bango-file
Dic.dat,1250,2499,리얼??로,inspection-text-partial,bango-file
Dic.dat,1251,2501,린치,inspection-text-partial,bango-file
Dic.dat,1252,2503,립서비스,inspection-text-partial,bango-file
Dic.dat,1253,2505,링기??,inspection-text-partial,bango-file
Dic.dat,1254,2507,????????,inspection-text-partial,bango-file
Dic.dat,1255,2509,????첸년,inspection-text-partial,bango-file
Dic.dat,1256,2511,????????,inspection-text-partial,bango-file
Dic.dat,1257,2513,????친넘,inspection-text-partial,bango-file
Dic.dat,1258,2515,????????,inspection-text-partial,bango-file
Dic.dat,1259,2517,??????,inspection-text-partial,bango-file
Dic.dat,1260,2519,????첸 ??,inspection-text-partial,bango-file
Dic.dat,1261,2521,????첸??,inspection-text-partial,bango-file
Dic.dat,1262,2523,????친 ??,inspection-text-partial,bango-file
Dic.dat,1263,2525,????친??,inspection-text-partial,bango-file
Dic.dat,1264,2527,??ㅜ??ㅛ,inspection-text-partial,bango-file
Dic.dat,1265,2529,??ㅣ ??ㅣ ??,inspection-text-partial,bango-file
Dic.dat,1266,2531,??ㅣ ????,inspection-text-partial,bango-file
Dic.dat,1267,2533,??ㅣ 첸년,inspection-text-partial,bango-file
Dic.dat,1268,2535,??ㅣ ??,inspection-text-partial,bango-file
Dic.dat,1269,2537,??ㅣ ????,inspection-text-partial,bango-file
Dic.dat,1270,2539,??ㅣ ??,inspection-text-partial,bango-file
Dic.dat,1271,2541,??ㅣ ????,inspection-text-partial,bango-file
Dic.dat,1272,2543,??ㅣ 친넘,inspection-text-partial,bango-file
Dic.dat,1273,2545,??ㅣ??ㅣ??,inspection-text-partial,bango-file
Dic.dat,1274,2547,??ㅣ????,inspection-text-partial,bango-file
Dic.dat,1275,2549,??ㅣ첸년,inspection-text-partial,bango-file
Dic.dat,1276,2551,??ㅣ??,inspection-text-partial,bango-file
Dic.dat,1277,2553,??ㅣ치넘,inspection-text-partial,bango-file
Dic.dat,1278,2555,??ㅣ??,inspection-text-partial,bango-file
Dic.dat,1279,2557,??ㅣ????,inspection-text-partial,bango-file
Dic.dat,1280,2559,??ㅣ친넘,inspection-text-partial,bango-file
Dic.dat,1281,2561,??L??,inspection-text-partial,bango-file
Dic.dat,1282,2563,마넌,inspection-text-partial,bango-file
Dic.dat,1283,2565,마니??섹??,inspection-text-partial,bango-file
Dic.dat,1284,2567,마스??베이??,inspection-text-partial,bango-file
Dic.dat,1285,2569,마스??베??션,inspection-text-partial,bango-file
Dic.dat,1286,2571,마앙가,inspection-text-partial,bango-file
Dic.dat,1287,2573,마약,inspection-text-partial,bango-file
Dic.dat,1288,2575,마짱,inspection-text-partial,bango-file
Dic.dat,1289,2577,만나??하??,inspection-text-partial,bango-file
Dic.dat,1290,2579,만상,inspection-text-partial,bango-file
Dic.dat,1291,2581,만??,inspection-text-partial,bango-file
Dic.dat,1292,2583,만져,inspection-text-partial,bango-file
Dic.dat,1293,2585,만져볼래,inspection-text-partial,bango-file
Dic.dat,1294,2587,만져주께,inspection-text-partial,bango-file
Dic.dat,1295,2589,만져줄년,inspection-text-partial,bango-file
Dic.dat,1296,2591,만져줄분,inspection-text-partial,bango-file
Dic.dat,1297,2593,만져??,inspection-text-partial,bango-file
Dic.dat,1298,2595,만????,inspection-text-partial,bango-file
Dic.dat,1299,2597,만??고파,inspection-text-partial,bango-file
Dic.dat,1300,2599,만????중,inspection-text-partial,bango-file
Dic.dat,1301,2601,만????커진??,inspection-text-partial,bango-file
Dic.dat,1302,2603,만??면커진다,inspection-text-partial,bango-file
Dic.dat,1303,2605,만화보??,inspection-text-partial,bango-file
Dic.dat,1304,2607,말자??,inspection-text-partial,bango-file
Dic.dat,1305,2609,맛간??,inspection-text-partial,bango-file
Dic.dat,1306,2611,망??,inspection-text-partial,bango-file
Dic.dat,1307,2613,亡??,inspection-text-partial,bango-file
Dic.dat,1308,2615,????,inspection-text-partial,bango-file
Dic.dat,1309,2617,망????,inspection-text-partial,bango-file
Dic.dat,1310,2619,망까,inspection-text-partial,bango-file
Dic.dat,1311,2621,망나??,inspection-text-partial,bango-file
Dic.dat,1312,2623,망사,inspection-text-partial,bango-file
Dic.dat,1313,2625,맞간 ??,inspection-text-partial,bango-file
Dic.dat,1314,2627,맞간??,inspection-text-partial,bango-file
Dic.dat,1315,2629,????,inspection-text-partial,bango-file
Dic.dat,1316,2631,????,inspection-text-partial,bango-file
Dic.dat,1317,2633,매드??아,inspection-text-partial,bango-file
Dic.dat,1318,2635,매춘,inspection-text-partial,bango-file
Dic.dat,1319,2637,매친,inspection-text-partial,bango-file
Dic.dat,1320,2639,매틘,inspection-text-partial,bango-file
Dic.dat,1321,2641,맬섭,inspection-text-partial,bango-file
Dic.dat,1322,2643,머니,inspection-text-partial,bango-file
Dic.dat,1323,2645,머니 ??려??,inspection-text-partial,bango-file
Dic.dat,1324,2647,머니??터,inspection-text-partial,bango-file
Dic.dat,1325,2649,머라빠너,inspection-text-partial,bango-file
Dic.dat,1326,2651,머라빠노,inspection-text-partial,bango-file
Dic.dat,1327,2653,먹어??,inspection-text-partial,bango-file
Dic.dat,1328,2655,멍텅,inspection-text-partial,bango-file
Dic.dat,1329,2657,????,inspection-text-partial,bango-file
Dic.dat,1330,2659,????,inspection-text-partial,bango-file
Dic.dat,1331,2661,????,inspection-text-partial,bango-file
Dic.dat,1332,2663,메둥,inspection-text-partial,bango-file
Dic.dat,1333,2665,메친,inspection-text-partial,bango-file
Dic.dat,1334,2667,메틘,inspection-text-partial,bango-file
Dic.dat,1335,2669,멜돔,inspection-text-partial,bango-file
Dic.dat,1336,2671,모노??스,inspection-text-partial,bango-file
Dic.dat,1337,2673,모텔,inspection-text-partial,bango-file
Dic.dat,1338,2675,몰래,inspection-text-partial,bango-file
Dic.dat,1339,2677,몰래보기,inspection-text-partial,bango-file
Dic.dat,1340,2679,몰래카메??,inspection-text-partial,bango-file
Dic.dat,1341,2681,몰래캠코??,inspection-text-partial,bango-file
Dic.dat,1342,2683,몰카,inspection-text-partial,bango-file
Dic.dat,1343,2685,??좀,inspection-text-partial,bango-file
Dic.dat,1344,2687,몸뚱??줄??,inspection-text-partial,bango-file
Dic.dat,1345,2689,몸보??,inspection-text-partial,bango-file
Dic.dat,1346,2691,몸안??사??,inspection-text-partial,bango-file
Dic.dat,1347,2693,몸을보고,inspection-text-partial,bango-file
Dic.dat,1348,2695,몸이보고,inspection-text-partial,bango-file
Dic.dat,1349,2697,몸??,inspection-text-partial,bango-file
Dic.dat,1350,2699,몸캠,inspection-text-partial,bango-file
Dic.dat,1351,2701,몸켐,inspection-text-partial,bango-file
Dic.dat,1352,2703,몸파??,inspection-text-partial,bango-file
Dic.dat,1353,2705,몸파??,inspection-text-partial,bango-file
Dic.dat,1354,2707,뫙??,inspection-text-partial,bango-file
Dic.dat,1355,2709,무료망??,inspection-text-partial,bango-file
Dic.dat,1356,2711,무료몰카,inspection-text-partial,bango-file
Dic.dat,1357,2713,무료??인,inspection-text-partial,bango-file
Dic.dat,1358,2715,무료??인??영??,inspection-text-partial,bango-file
Dic.dat,1359,2717,무료??인만화,inspection-text-partial,bango-file
Dic.dat,1360,2719,무료??인방송,inspection-text-partial,bango-file
Dic.dat,1361,2721,무료??인??이??,inspection-text-partial,bango-file
