source_file,record_ordinal,source_line,record_type,record_json,source_kind,provenance
inititem.dat,723,2329,item,"[""item"",[""name"",""2100""],[""Index"",""791""],[""Image"",""Wea148""],[""Action"",""12"",""4""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""59""],[""wear"",""1""],[""limit"",""Knight"",""59""],[""range"",""32""],[""buy"",""0""],[""sell"",""795600""],[""endurance"",""32""],[""maxprotect"",""210""],[""specialty"",[""aspeed"",""1400""],[""Str"",""8""],[""Attack"",""539"",""627""],[""hp"",""250""],[""hit"",""74""]]]",decoded-bytes-complete,bango-file
inititem.dat,724,2332,item,"[""item"",[""name"",""2101""],[""Index"",""792""],[""Image"",""Wea149""],[""Action"",""9"",""4""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""59""],[""wear"",""1""],[""limit"",""archer"",""59""],[""range"",""176""],[""buy"",""0""],[""sell"",""795600""],[""endurance"",""30""],[""maxprotect"",""210""],[""specialty"",[""aspeed"",""800""],[""Str"",""4""],[""Dex"",""4""],[""Attack"",""247"",""302""],[""hp"",""250""],[""hit"",""75""]]]",decoded-bytes-complete,bango-file
inititem.dat,725,2335,item,"[""item"",[""name"",""2102""],[""Index"",""793""],[""Image"",""Wea150""],[""Action"",""9"",""4""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""59""],[""wear"",""1""],[""limit"",""mage"",""59""],[""range"",""18""],[""buy"",""0""],[""sell"",""795600""],[""endurance"",""30""],[""maxprotect"",""210""],[""specialty"",[""aspeed"",""1000""],[""Int"",""8""],[""Attack"",""185"",""196""],[""Magic"",""319"",""418""],[""mp"",""300""],[""hit"",""67""]]]",decoded-bytes-complete,bango-file
inititem.dat,726,2338,item,"[""item"",[""name"",""2103""],[""Index"",""794""],[""Image"",""Wea151""],[""Action"",""17"",""3""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""62""],[""wear"",""1""],[""limit"",""Knight"",""60""],[""range"",""30""],[""buy"",""0""],[""sell"",""1591200""],[""endurance"",""34""],[""maxprotect"",""240""],[""specialty"",[""aspeed"",""700""],[""Str"",""5""],[""Hth"",""4""],[""Dex"",""1""],[""Attack"",""330"",""407""],[""hp"",""450""],[""hit"",""83""]]]",decoded-bytes-complete,bango-file
inititem.dat,727,2341,item,"[""item"",[""name"",""2104""],[""Index"",""795""],[""Image"",""Wea152""],[""Action"",""18"",""3""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""62""],[""wear"",""1""],[""limit"",""Knight"",""60""],[""range"",""32""],[""buy"",""0""],[""sell"",""1591200""],[""endurance"",""34""],[""maxprotect"",""240""],[""specialty"",[""aspeed"",""1400""],[""Str"",""7""],[""Hth"",""3""],[""Attack"",""615"",""686""],[""hp"",""400""],[""hit"",""82""]]]",decoded-bytes-complete,bango-file
inititem.dat,728,2344,item,"[""item"",[""name"",""2105""],[""Index"",""796""],[""Image"",""Wea153""],[""Action"",""12"",""3""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""62""],[""wear"",""1""],[""limit"",""archer"",""60""],[""range"",""176""],[""buy"",""0""],[""sell"",""1591200""],[""endurance"",""32""],[""maxprotect"",""240""],[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Hth"",""2""],[""Dex"",""7""],[""Attack"",""308"",""396""],[""hp"",""400""],[""hit"",""81""]]]",decoded-bytes-complete,bango-file
inititem.dat,729,2347,item,"[""item"",[""name"",""2106""],[""Index"",""797""],[""Image"",""Wea154""],[""Action"",""12"",""3""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""62""],[""wear"",""1""],[""limit"",""mage"",""60""],[""range"",""18""],[""buy"",""0""],[""sell"",""1591200""],[""endurance"",""32""],[""maxprotect"",""240""],[""specialty"",[""aspeed"",""1000""],[""Int"",""7""],[""Wis"",""3""],[""Attack"",""207"",""218""],[""Magic"",""385"",""462""],[""hp"",""250""],[""mp"",""150""],[""hit"",""72""]]]",decoded-bytes-complete,bango-file
inititem.dat,730,2350,item,"[""item"",[""name"",""2107""],[""Index"",""798""],[""Image"",""Wea155""],[""Action"",""17"",""4""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""65""],[""wear"",""1""],[""limit"",""Knight"",""65""],[""range"",""30""],[""buy"",""0""],[""sell"",""3182400""],[""endurance"",""36""],[""maxprotect"",""280""],[""specialty"",[""aspeed"",""700""],[""Str"",""6""],[""Hth"",""4""],[""Dex"",""2""],[""Attack"",""393"",""470""],[""hp"",""550""],[""hit"",""86""]]]",decoded-bytes-complete,bango-file
inititem.dat,731,2353,item,"[""item"",[""name"",""2108""],[""Index"",""799""],[""Image"",""Wea156""],[""Action"",""18"",""4""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""65""],[""wear"",""1""],[""limit"",""Knight"",""65""],[""range"",""32""],[""buy"",""0""],[""sell"",""3182400""],[""endurance"",""36""],[""maxprotect"",""280""],[""specialty"",[""aspeed"",""1400""],[""Str"",""9""],[""Hth"",""3""],[""Attack"",""660"",""736""],[""hp"",""500""],[""hit"",""85""]]]",decoded-bytes-complete,bango-file
inititem.dat,732,2356,item,"[""item"",[""name"",""2109""],[""Index"",""800""],[""Image"",""Wea157""],[""Action"",""12"",""4""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""65""],[""wear"",""1""],[""limit"",""archer"",""65""],[""range"",""176""],[""buy"",""0""],[""sell"",""3182400""],[""endurance"",""34""],[""maxprotect"",""280""],[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Hth"",""2""],[""Dex"",""9""],[""Attack"",""379"",""456""],[""hp"",""450""],[""mp"",""50""],[""hit"",""84""]]]",decoded-bytes-complete,bango-file
inititem.dat,733,2359,item,"[""item"",[""name"",""2110""],[""Index"",""801""],[""Image"",""Wea158""],[""Action"",""12"",""4""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""65""],[""wear"",""1""],[""limit"",""mage"",""65""],[""range"",""18""],[""buy"",""0""],[""sell"",""3182400""],[""endurance"",""34""],[""maxprotect"",""280""],[""specialty"",[""aspeed"",""1000""],[""Hth"",""1""],[""Int"",""8""],[""Wis"",""3""],[""Attack"",""232"",""242""],[""Magic"",""462"",""539""],[""hp"",""350""],[""mp"",""200""],[""hit"",""75""]]]",decoded-bytes-complete,bango-file
inititem.dat,734,2364,item,"[""item"",[""name"",""2111""],[""Index"",""802""],[""Image"",""Wea070""],[""Action"",""9"",""1""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""Knight"",""53""],[""range"",""30""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""32""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""700""],[""Str"",""1""],[""Hth"",""2""],[""Dex"",""1""],[""Attack"",""167"",""207""],[""hp"",""200""],[""hit"",""74""]]]",decoded-bytes-complete,bango-file
inititem.dat,735,2367,item,"[""item"",[""name"",""2112""],[""Index"",""803""],[""Image"",""Wea071""],[""Action"",""9"",""2""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""Knight"",""53""],[""range"",""30""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""32""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""700""],[""Str"",""4""],[""Attack"",""182"",""222""],[""hp"",""150""],[""hit"",""70""]]]",decoded-bytes-complete,bango-file
inititem.dat,736,2370,item,"[""item"",[""name"",""2113""],[""Index"",""804""],[""Image"",""Wea072""],[""Action"",""9"",""3""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""Knight"",""53""],[""range"",""30""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""32""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""700""],[""Str"",""1""],[""Hth"",""2""],[""Wis"",""1""],[""Dex"",""1""],[""Attack"",""152"",""192""],[""hp"",""100""],[""mp"",""50""],[""hit"",""78""]]]",decoded-bytes-complete,bango-file
inititem.dat,737,2373,item,"[""item"",[""name"",""2114""],[""Index"",""805""],[""Image"",""Wea073""],[""Action"",""10"",""1""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""Knight"",""53""],[""range"",""32""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""32""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""1400""],[""Str"",""3""],[""Dex"",""1""],[""Attack"",""400"",""480""],[""hp"",""150""],[""hit"",""74""]]]",decoded-bytes-complete,bango-file
inititem.dat,738,2376,item,"[""item"",[""name"",""2115""],[""Index"",""806""],[""Image"",""Wea074""],[""Action"",""10"",""2""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""Knight"",""53""],[""range"",""32""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""32""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""1400""],[""Str"",""5""],[""Attack"",""440"",""520""],[""hp"",""100""],[""hit"",""68""]]]",decoded-bytes-complete,bango-file
inititem.dat,739,2379,item,"[""item"",[""name"",""2116""],[""Index"",""807""],[""Image"",""Wea075""],[""Action"",""10"",""3""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""Knight"",""53""],[""range"",""32""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""32""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""1400""],[""Str"",""2""],[""Wis"",""1""],[""Dex"",""1""],[""Attack"",""370"",""450""],[""hp"",""100""],[""mp"",""50""],[""hit"",""76""]]]",decoded-bytes-complete,bango-file
inititem.dat,740,2382,item,"[""item"",[""name"",""2117""],[""Index"",""808""],[""Image"",""Wea076""],[""Action"",""8"",""1""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""archer"",""53""],[""range"",""176""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""30""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Dex"",""3""],[""Attack"",""132"",""202""],[""hp"",""150""],[""hit"",""72""]]]",decoded-bytes-complete,bango-file
inititem.dat,741,2385,item,"[""item"",[""name"",""2118""],[""Index"",""809""],[""Image"",""Wea077""],[""Action"",""8"",""2""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""archer"",""53""],[""range"",""176""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""30""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""800""],[""Dex"",""4""],[""Attack"",""147"",""217""],[""hp"",""100""],[""mp"",""50""],[""hit"",""70""]]]",decoded-bytes-complete,bango-file
inititem.dat,742,2388,item,"[""item"",[""name"",""2119""],[""Index"",""810""],[""Image"",""Wea078""],[""Action"",""8"",""3""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""archer"",""53""],[""range"",""176""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""30""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""800""],[""Str"",""2""],[""Dex"",""3""],[""Attack"",""117"",""187""],[""hp"",""100""],[""hit"",""74""]]]",decoded-bytes-complete,bango-file
inititem.dat,743,2391,item,"[""item"",[""name"",""2120""],[""Index"",""811""],[""Image"",""Wea079""],[""Action"",""8"",""1""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""mage"",""53""],[""range"",""18""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""30""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""1000""],[""Int"",""3""],[""Wis"",""1""],[""Attack"",""119"",""129""],[""Magic"",""155"",""245""],[""hp"",""150""],[""hit"",""64""]]]",decoded-bytes-complete,bango-file
inititem.dat,744,2394,item,"[""item"",[""name"",""2121""],[""Index"",""812""],[""Image"",""Wea080""],[""Action"",""8"",""2""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""mage"",""53""],[""range"",""18""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""30""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""1000""],[""Int"",""4""],[""Attack"",""131"",""141""],[""Magic"",""170"",""260""],[""mp"",""200""],[""hit"",""62""]]]",decoded-bytes-complete,bango-file
inititem.dat,745,2397,item,"[""item"",[""name"",""2122""],[""Index"",""813""],[""Image"",""Wea081""],[""Action"",""8"",""3""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""mage"",""53""],[""range"",""18""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""30""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""1000""],[""Wis"",""8""],[""Dex"",""3""],[""Attack"",""105"",""115""],[""Magic"",""120"",""200""],[""mp"",""150""],[""hit"",""66""]]]",decoded-bytes-complete,bango-file
inititem.dat,746,2400,item,"[""item"",[""name"",""2123""],[""Index"",""814""],[""Image"",""wea094""],[""Action"",""13"",""1""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""30""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""700""],[""Str"",""2""],[""Hth"",""2""],[""Dex"",""1""],[""Attack"",""187"",""227""],[""hp"",""250""],[""hit"",""76""]]]",decoded-bytes-complete,bango-file
inititem.dat,747,2403,item,"[""item"",[""name"",""2124""],[""Index"",""815""],[""Image"",""wea095""],[""Action"",""13"",""2""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""30""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""700""],[""Str"",""4""],[""Hth"",""1""],[""Attack"",""202"",""242""],[""hp"",""200""],[""hit"",""73""]]]",decoded-bytes-complete,bango-file
inititem.dat,748,2406,item,"[""item"",[""name"",""2125""],[""Index"",""816""],[""Image"",""wea096""],[""Action"",""13"",""3""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""30""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""700""],[""Str"",""1""],[""Hth"",""2""],[""Wis"",""1""],[""Dex"",""2""],[""Attack"",""172"",""212""],[""hp"",""150""],[""mp"",""50""],[""hit"",""79""]]]",decoded-bytes-complete,bango-file
inititem.dat,749,2409,item,"[""item"",[""name"",""2126""],[""Index"",""817""],[""Image"",""wea103""],[""Action"",""14"",""1""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""32""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1400""],[""Str"",""4""],[""Dex"",""1""],[""Attack"",""430"",""490""],[""hp"",""200""],[""hit"",""76""]]]",decoded-bytes-complete,bango-file
inititem.dat,750,2412,item,"[""item"",[""name"",""2127""],[""Index"",""818""],[""Image"",""wea104""],[""Action"",""14"",""2""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""32""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1400""],[""Str"",""6""],[""Attack"",""470"",""530""],[""hp"",""150""],[""hit"",""71""]]]",decoded-bytes-complete,bango-file
inititem.dat,751,2415,item,"[""item"",[""name"",""2128""],[""Index"",""819""],[""Image"",""wea105""],[""Action"",""14"",""3""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""32""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1400""],[""Str"",""3""],[""Wis"",""1""],[""Dex"",""1""],[""Attack"",""410"",""470""],[""hp"",""150""],[""mp"",""50""],[""hit"",""77""]]]",decoded-bytes-complete,bango-file
inititem.dat,752,2418,item,"[""item"",[""name"",""2129""],[""Index"",""820""],[""Image"",""wea097""],[""Action"",""10"",""1""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""archer"",""56""],[""range"",""176""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Dex"",""4""],[""Attack"",""157"",""217""],[""hp"",""200""],[""hit"",""74""]]]",decoded-bytes-complete,bango-file
inititem.dat,753,2421,item,"[""item"",[""name"",""2130""],[""Index"",""821""],[""Image"",""wea098""],[""Action"",""10"",""2""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""archer"",""56""],[""range"",""176""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Dex"",""4""],[""Attack"",""172"",""232""],[""hp"",""150""],[""mp"",""50""],[""hit"",""72""]]]",decoded-bytes-complete,bango-file
inititem.dat,754,2424,item,"[""item"",[""name"",""2131""],[""Index"",""822""],[""Image"",""wea099""],[""Action"",""10"",""3""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""archer"",""56""],[""range"",""176""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""800""],[""Dex"",""5""],[""Attack"",""142"",""202""],[""hp"",""150""],[""hit"",""76""]]]",decoded-bytes-complete,bango-file
inititem.dat,755,2427,item,"[""item"",[""name"",""2132""],[""Index"",""823""],[""Image"",""wea100""],[""Action"",""10"",""1""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""mage"",""56""],[""range"",""18""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1000""],[""Int"",""4""],[""Wis"",""1""],[""Attack"",""135"",""145""],[""Magic"",""200"",""280""],[""hp"",""200""],[""hit"",""66""]]]",decoded-bytes-complete,bango-file
inititem.dat,756,2430,item,"[""item"",[""name"",""2133""],[""Index"",""824""],[""Image"",""wea101""],[""Action"",""10"",""2""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""mage"",""56""],[""range"",""18""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1000""],[""Int"",""5""],[""Attack"",""150"",""160""],[""Magic"",""220"",""300""],[""mp"",""250""],[""hit"",""64""]]]",decoded-bytes-complete,bango-file
inititem.dat,757,2433,item,"[""item"",[""name"",""2134""],[""Index"",""825""],[""Image"",""wea102""],[""Action"",""10"",""3""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""mage"",""56""],[""range"",""18""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1000""],[""Wis"",""9""],[""Dex"",""4""],[""Attack"",""120"",""130""],[""Magic"",""160"",""240""],[""mp"",""200""],[""hit"",""68""]]]",decoded-bytes-complete,bango-file
inititem.dat,758,2438,item,"[""item"",[""name"",""2135""],[""Index"",""826""],[""Image"",""Def116""],[""Action"",""7"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""50""],[""buy"",""0""],[""sell"",""129000""],[""endurance"",""24""],[""specialty"",[""Str"",""3""],[""Hth"",""2""],[""defense"",""44""],[""dodge"",""17""],[""absorb"",""5""]]]",decoded-bytes-complete,bango-file
inititem.dat,759,2441,item,"[""item"",[""name"",""2136""],[""Index"",""827""],[""Image"",""Def117""],[""Action"",""7"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""48""],[""buy"",""0""],[""sell"",""70950""],[""endurance"",""14""],[""specialty"",[""Hth"",""1""],[""defense"",""42""],[""dodge"",""9""],[""absorb"",""2""]]]",decoded-bytes-complete,bango-file
inititem.dat,760,2444,item,"[""item"",[""name"",""2137""],[""Index"",""828""],[""Image"",""Def118""],[""Action"",""7"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""46""],[""buy"",""0""],[""sell"",""52890""],[""endurance"",""10""],[""specialty"",[""Str"",""1""],[""defense"",""43""],[""dodge"",""6""],[""absorb"",""1""]]]",decoded-bytes-complete,bango-file
inititem.dat,761,2447,item,"[""item"",[""name"",""2138""],[""Index"",""829""],[""Image"",""Def119""],[""Action"",""7"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""47""],[""buy"",""0""],[""sell"",""61920""],[""endurance"",""12""],[""specialty"",[""Dex"",""1""],[""defense"",""32""],[""dodge"",""19""],[""absorb"",""2""]]]",decoded-bytes-complete,bango-file
inititem.dat,762,2450,item,"[""item"",[""name"",""2139""],[""Index"",""830""],[""Image"",""Def120""],[""Action"",""7"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""49""],[""buy"",""0""],[""sell"",""108360""],[""endurance"",""20""],[""specialty"",[""Hth"",""1""],[""defense"",""28""],[""dodge"",""19""],[""absorb"",""3""]]]",decoded-bytes-complete,bango-file
inititem.dat,763,2453,item,"[""item"",[""name"",""2140""],[""Index"",""831""],[""Image"",""Def121""],[""Action"",""7"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""50""],[""buy"",""0""],[""sell"",""129000""],[""endurance"",""24""],[""specialty"",[""Hth"",""2""],[""Dex"",""3""],[""defense"",""46""],[""dodge"",""16""],[""absorb"",""3""]]]",decoded-bytes-complete,bango-file
inititem.dat,764,2456,item,"[""item"",[""name"",""2141""],[""Index"",""832""],[""Image"",""Def122""],[""Action"",""7"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""48""],[""buy"",""0""],[""sell"",""70950""],[""endurance"",""14""],[""specialty"",[""Hth"",""1""],[""defense"",""30""],[""dodge"",""10""],[""absorb"",""1""]]]",decoded-bytes-complete,bango-file
inititem.dat,765,2459,item,"[""item"",[""name"",""2142""],[""Index"",""833""],[""Image"",""Def123""],[""Action"",""7"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""46""],[""buy"",""0""],[""sell"",""52890""],[""endurance"",""10""],[""specialty"",[""Str"",""1""],[""defense"",""28""],[""dodge"",""9""],[""absorb"",""1""]]]",decoded-bytes-complete,bango-file
inititem.dat,766,2462,item,"[""item"",[""name"",""2143""],[""Index"",""834""],[""Image"",""Def124""],[""Action"",""7"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""47""],[""buy"",""0""],[""sell"",""61920""],[""endurance"",""12""],[""specialty"",[""Dex"",""1""],[""defense"",""28""],[""dodge"",""26""],[""absorb"",""1""]]]",decoded-bytes-complete,bango-file
inititem.dat,767,2465,item,"[""item"",[""name"",""2144""],[""Index"",""835""],[""Image"",""Def125""],[""Action"",""7"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""49""],[""buy"",""0""],[""sell"",""108360""],[""endurance"",""20""],[""specialty"",[""Hth"",""1""],[""defense"",""19""],[""dodge"",""32""],[""absorb"",""1""]]]",decoded-bytes-complete,bango-file
inititem.dat,768,2468,item,"[""item"",[""name"",""2145""],[""Index"",""836""],[""Image"",""Def126""],[""Action"",""7"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""mage"",""50""],[""buy"",""0""],[""sell"",""129000""],[""endurance"",""24""],[""specialty"",[""Hth"",""2""],[""Int"",""3""],[""defense"",""29""],[""dodge"",""23""],[""resistfire"",""6""],[""resistice"",""6""],[""resistlitning"",""6""],[""resistcurse"",""3""],[""resistpalsy"",""3""]]]",decoded-bytes-complete,bango-file
inititem.dat,769,2471,item,"[""item"",[""name"",""2146""],[""Index"",""837""],[""Image"",""Def127""],[""Action"",""7"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""mage"",""48""],[""buy"",""0""],[""sell"",""70950""],[""endurance"",""14""],[""specialty"",[""Hth"",""1""],[""defense"",""23""],[""dodge"",""12""],[""resistfire"",""5""],[""resistice"",""5""],[""resistlitning"",""5""],[""resistcurse"",""2""],[""resistpalsy"",""2""]]]",decoded-bytes-complete,bango-file
