que_id,que_type,que_lvl,que_name,que_monst,que_item,que_text,que_rew,que_pic1,que_pic2,que_pic3,bango_experience,bango_contribution,bango_skill_points,bango_prerequisite,bango_steps_raw,provenance,source_file,source_line
33,,38,Dilemma of Jae-Ga Troop's Scouts,,,1. Purify the Sealed Ghost Troop who attacks Jae-Ga Troop's Scouts and collect 10 Beads and bring them to Fort Guard [Soo-Sung] in Temporary Fort of Geum-Ohee Castle.,Exp 90000; Skill Point 1,,,,90000,0,1,,Purify the Sealed Ghost Troop who attacks Jae-Ga Troop's Scouts and collect 10 Beads and bring them to Fort Guard [Soo-Sung] in Temporary Fort of Geum-Ohee Castle.|214:10,bango-file,questlist.dat,45
34,,39,Devil Soldier with Bow,,,1. Collect 10 bows from the Devil Soldier Bow and bring them to Soldier from Troop of Jae-Ga [Yoo-Sang].,Exp 100000; Contribution 1,,,,100000,1,0,,Collect 10 bows from the Devil Soldier Bow and bring them to Soldier from Troop of Jae-Ga [Yoo-Sang].|215:10,bango-file,questlist.dat,46
35,,40,Lim-Gang's Favor,,,1. Collect 10 Devil Soldier's Spears from the Devil Soldier Spear and bring them to Lim-Gang in Temporary Fort of Geum-Ohee Castle.,Exp 110000; Contribution 1,,,,110000,1,0,,Collect 10 Devil Soldier's Spears from the Devil Soldier Spear and bring them to Lim-Gang in Temporary Fort of Geum-Ohee Castle.|216:10,bango-file,questlist.dat,47
9007,,40,[Event] Green of Doggebi Forest,,,1. Eliminate the Devil Troops that are absorbing the green. Get the Green Crystal of Doggebi Forest and give it to Jae-Ga.,,,,,0,0,0,9006,Eliminate the Devil Troops that are absorbing the green. Get the Green Crystal of Doggebi Forest and give it to Jae-Ga.|448:1,bango-file,questlist.dat,48
36,,41,Dutiful Son and His Father,,,"1. To-Woo worries about his son, Hyun-Woong. To-Woo has a disease and he can't look around for his son. Look for his son for To-Woo.
2. Hyun-Woong was killed when he seek the mountain for his father's medicine. But he still worries about his father though he has turned into a ghost. It was him who has been brought the medicine and meats to his father. However one day, the demons stole his meats and medicines. Bring the demon's head to Hyun-Woong. It is wandering around the abandoned fort.
3. Hyun-Woong doesn't want his father to know about his death. He just wants his father think that he travels around the world. Go to tell the father about Hyun-Woong.",Exp 233650,,,,233650,0,0,,"To-Woo worries about his son, Hyun-Woong. To-Woo has a disease and he can't look around for his son. Look for his son for To-Woo.|;Hyun-Woong was killed when he seek the mountain for his father's medicine. But he still worries about his father though he has turned into a ghost. It was him who has been brought the medicine and meats to his father. However one day, the demons stole his meats and medicines. Bring the demon's head to Hyun-Woong. It is wandering around the abandoned fort.|335:1;Hyun-Woong doesn't want his father to know about his death. He just wants his father think that he travels around the world. Go to tell the father about Hyun-Woong.|",bango-file,questlist.dat,49
39,,41,Eliminating Devil Troop of Pain,,,1. Bring 100 Devil Troop of Pain's Masks to Woo-Joong in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Pain is in the Forest of Statues.,Exp 194790,,,,194790,0,0,,Bring 100 Devil Troop of Pain's Masks to Woo-Joong in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Pain is in the Forest of Statues.|346:100,bango-file,questlist.dat,50
38,,42,"Favor of Gi-Jung, the Chief of the Volunteer Army of Justice",,,"1. The man who introduced himself as the chief of the Volunteer Army of Justice asks you for a help. He want you to investigate Hong-Joon. First, find Hawoo-Go the devoted retainer of Hong-Joon. Hawoo-Go is in the Village of Narootuh.
2. Hawoo-Go is forced to say that he gave Hong-Joon's secret letter to Ma-Yong. It was correct that Hong-Joon is holding the power of the market. I just took the Hong-Joon's secret letter. Please get this to Ma-Yong. And find the transaction of trading between Hong-Joon and Ma-Yong. Ma-Yong is at Guem-Oh Mine.
3. Because Ma-Yong thinks you're the secret messenger of Hong-Joon, Ma-Yong give you the feedback for the secret letter. Now it's been cleared that Hong-Joon gave the money Ma-Yong for monopoly of market. Inform this fact to Gi-Jung, the chief of the Volunteer Army of Justice.
4. When you met Gi-Jung, Gi-Jung tells you that Ma-Yong and Hong-Joon found out relationship between you and Gi-Jung. And they sent 5 assassins to Gi-Jung. Now, find the assassins and bring their heads to Gi-Jung.",Exp 140708,,,,140708,0,0,,"The man who introduced himself as the chief of the Volunteer Army of Justice asks you for a help. He want you to investigate Hong-Joon. First, find Hawoo-Go the devoted retainer of Hong-Joon. Hawoo-Go is in the Village of Narootuh.|;Hawoo-Go is forced to say that he gave Hong-Joon's secret letter to Ma-Yong. It was correct that Hong-Joon is holding the power of the market. I just took the Hong-Joon's secret letter. Please get this to Ma-Yong. And find the transaction of trading between Hong-Joon and Ma-Yong. Ma-Yong is at Guem-Oh Mine.|340:1;Because Ma-Yong thinks you're the secret messenger of Hong-Joon, Ma-Yong give you the feedback for the secret letter. Now it's been cleared that Hong-Joon gave the money Ma-Yong for monopoly of market. Inform this fact to Gi-Jung, the chief of the Volunteer Army of Justice.|;When you met Gi-Jung, Gi-Jung tells you that Ma-Yong and Hong-Joon found out relationship between you and Gi-Jung. And they sent 5 assassins to Gi-Jung. Now, find the assassins and bring their heads to Gi-Jung.|341:1,342:1,343:1,344:1,345:1",bango-file,questlist.dat,51
40,,42,Eliminating Devil Troop of Greed,,,1. Bring 100 Devil Troop of Greed's Masks to Joa-Ill in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Greed is in the Forest of Statues.,Exp 234514,,,,234514,0,0,,Bring 100 Devil Troop of Greed's Masks to Joa-Ill in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Greed is in the Forest of Statues.|347:100,bango-file,questlist.dat,52
41,,43,Eliminating Devil Troop of Jealousy,,,1. Bring 100 Devil Troop of Jealousy's Masks to Geun-Pyung in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Jealousy is in the Forest of Statues.,Exp 282326,,,,282326,0,0,,Bring 100 Devil Troop of Jealousy's Masks to Geun-Pyung in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Jealousy is in the Forest of Statues.|348:100,bango-file,questlist.dat,53
45,,43,Seoung-Gill Who is Wandering the World,,,"1. First, go to the villagers and say he's not the murderer, and meet the Yong-Chun's friend, Ma-Gill in Temporary Fort of Geum-Ohee Castle. But Ma-Gill believes that Seoung-Gill killed Yong-Chun.
2. Ma-Gill didn't listen to you and he just yelled at you. Talk to Seoung-Gill about the situation.
3. Seoung-Gill got disheartened as he couldn't clear his dishonor. But he let you know some pieces of information about the real murderer. The murderer must be around the South Beach of Guem-Ohee Castle.
4. You brought Yong-Chun's head skin and the secret letter to Seoung-Gill. Surprisingly the name of Ma-Gill is on the letter. Ma-Gill loved Yong-Chun's wife and finally he asked an assassin to kill Yong-Chun. Tell all these stories to Seung-Gill. And go back to Ma-Gill.
5. Ma-Gill decided to confess what he had done. Go back to Seung-Gill again and tell him about it.
6. You brought Yong-Chun's head skin to Seoung-Gill. Show this to Ma-Gill in Temporary Fort of Geum-Ohee Castle.
7. Ma-Gill found out who the real murderer was, and he apologized to Seung-Gill. Seung-Gill must want to hear about this news and will be delighted.",Exp 338790,,,,338790,0,0,,"First, go to the villagers and say he's not the murderer, and meet the Yong-Chun's friend, Ma-Gill in Temporary Fort of Geum-Ohee Castle. But Ma-Gill believes that Seoung-Gill killed Yong-Chun.|;Ma-Gill didn't listen to you and he just yelled at you. Talk to Seoung-Gill about the situation.|;Seoung-Gill got disheartened as he couldn't clear his dishonor. But he let you know some pieces of information about the real murderer. The murderer must be around the South Beach of Guem-Ohee Castle.|357:1,358:1;You brought Yong-Chun's head skin and the secret letter to Seoung-Gill. Surprisingly the name of Ma-Gill is on the letter. Ma-Gill loved Yong-Chun's wife and finally he asked an assassin to kill Yong-Chun. Tell all these stories to Seung-Gill. And go back to Ma-Gill.|357:1,358:1;Ma-Gill decided to confess what he had done. Go back to Seung-Gill again and tell him about it.|;You brought Yong-Chun's head skin to Seoung-Gill. Show this to Ma-Gill in Temporary Fort of Geum-Ohee Castle.|;Ma-Gill found out who the real murderer was, and he apologized to Seung-Gill. Seung-Gill must want to hear about this news and will be delighted.|",bango-file,questlist.dat,54
42,,44,Eliminating Devil Troop of Hatred,,,1. Bring 100 Devil Troop of Hatred's Masks to Dan-Joong in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Hatred is in the Forest of Statues.,Exp 339750,,,,339750,0,0,,Bring 100 Devil Troop of Hatred's Masks to Dan-Joong in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Hatred is in the Forest of Statues.|349:100,bango-file,questlist.dat,55
46,,44,Escape of Hak-Goo,,,1. Devil Troop of Hatred took Hak-Goo's rope away. Help Hak-Goo out. He's so afraid.,Exp 203850,,,,203850,0,0,,Devil Troop of Hatred took Hak-Goo's rope away. Help Hak-Goo out. He's so afraid.|359:1,bango-file,questlist.dat,56
9008,,44,[Event] Angry Doggebi Troop,,,"1. Jae-Ga tells you that the Doggebi Master needs your help. According to Jae-Ga, Doggebi Master won't harm you. He's at the Forsaken Fort which in the Forest of Statues. Meet the Master Doggebi.
2. Master Doggebi tells that Doggebis are turned bad by the Angry Doggebi Troop. They must be purified. Take the Spirit of Doggebi of Monster Face, the Spirit of Doggebi with a Gong, Spirit of Drunken Doggebi, Spirit of Doggebi with a Mask of Black Crow, Spirit of Doggebi with a Mask of Black Panther, Spirit of Giant Doggebi, and Spirit of Guardian of Doggebi to the Master Doggebi.
3. For stopping the Angry Doggebi Troop's action, the chief of the Angry Doggebi Troop must be eliminated. The chief of Troop of Angry Doggebi give up the eternal life for obtaining the strong power. Bring his dead body to the Master Doggebi. He's near by the pavilion in the south  beach of the Forest of Statues.",Exp 373725,,,,373725,0,0,9007,"Jae-Ga tells you that the Doggebi Master needs your help. According to Jae-Ga, Doggebi Master won't harm you. He's at the Forsaken Fort which in the Forest of Statues. Meet the Master Doggebi.|;Master Doggebi tells that Doggebis are turned bad by the Angry Doggebi Troop. They must be purified. Take the Spirit of Doggebi of Monster Face, the Spirit of Doggebi with a Gong, Spirit of Drunken Doggebi, Spirit of Doggebi with a Mask of Black Crow, Spirit of Doggebi with a Mask of Black Panther, Spirit of Giant Doggebi, and Spirit of Guardian of Doggebi to the Master Doggebi.|449:1,450:1,451:1,452:1,453:1,454:1,455:1;For stopping the Angry Doggebi Troop's action, the chief of the Angry Doggebi Troop must be eliminated. The chief of Troop of Angry Doggebi give up the eternal life for obtaining the strong power. Bring his dead body to the Master Doggebi. He's near by the pavilion in the south  beach of the Forest of Statues.|456:1",bango-file,questlist.dat,57
43,,45,Eliminating Devil Troop of Madness,,,1. Bring 100 Devil Troop of Madness's Masks to Choi-Choong in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Madness is in the Forest of Statues.,Exp 408708,,,,408708,0,0,,Bring 100 Devil Troop of Madness's Masks to Choi-Choong in Temporary Fort of Geum-Ohee Castle. The Devil Troop of Madness is in the Forest of Statues.|350:100,bango-file,questlist.dat,58
44,,45,A Favor of the Doggebi Who Wants To Be a Friend with Humans,,,"1. The Doggebi said that the Devil Troop of Anger took the doll away. Please take the doll back from Devil Troop of Anger and bring it to the Doggebi.
2. The Doggebi is so sad that the doll is broken. Meet the doll craftsman of Gill-Jun for the Doggebi. He may fix the doll.
3. The doll fixed by Gill-Jun now looks good. The Doggebi will like it. Give the doll back to the Doggebi.",Exp 245225,,,,245225,0,0,,The Doggebi said that the Devil Troop of Anger took the doll away. Please take the doll back from Devil Troop of Anger and bring it to the Doggebi.|355:1;The Doggebi is so sad that the doll is broken. Meet the doll craftsman of Gill-Jun for the Doggebi. He may fix the doll.|355:1;The doll fixed by Gill-Jun now looks good. The Doggebi will like it. Give the doll back to the Doggebi.|356:1,bango-file,questlist.dat,59
47,,46,The Limper's Favor,,,"1. Hunt the Doggebi with Monster Face and get the Broom and 5 bottles of Blood of Big Handed. And then, bring them to the Limper.",Exp 491510; Contribution 1,,,,491510,1,0,,"Hunt the Doggebi with Monster Face and get the Broom and 5 bottles of Blood of Big Handed. And then, bring them to the Limper.|387:5,389:1",bango-file,questlist.dat,60
48,,47,The Blind Man's Favor,,,"1. Hunt the Doggebi with a Gong and collect the Broom and 5 bottles of Blood of Big Handed. And then, bring them to the blind man.",Exp 590926; Contribution 1,,,,590926,1,0,,"Hunt the Doggebi with a Gong and collect the Broom and 5 bottles of Blood of Big Handed. And then, bring them to the blind man.|387:5,390:1",bango-file,questlist.dat,61
49,,48,The Coward,,,"1. Hunt the Drunken Doggebi and collect the Broom and 5 bottles of Blood of Big Handed. And then, give them to the coward.",Exp 710280; Contribution 1,,,,710280,1,0,,"Hunt the Drunken Doggebi and collect the Broom and 5 bottles of Blood of Big Handed. And then, give them to the coward.|387:5,391:1",bango-file,questlist.dat,62
50,,49,The Hunchback's Favor,,,"1. Hunt the Doggebi with a Mask of Black Crow and collect the Broom and 5 bottles of Blood of Big Handed. And then, give them to the hunchback.",Exp 853562; Contribution 1,,,,853562,1,0,,"Hunt the Doggebi with a Mask of Black Crow and collect the Broom and 5 bottles of Blood of Big Handed. And then, give them to the hunchback.|387:5,392:1",bango-file,questlist.dat,63
51,,50,The Deaf Man's Favor,,,"1. Hunt the Doggebi with a Mask of Black Panther and collect the Broom and 5 bottles of Blood of Big Handed. And then, give them to the deaf man.",Exp 1025563; Contribution 1,,,,1025563,1,0,,"Hunt the Doggebi with a Mask of Black Panther and collect the Broom and 5 bottles of Blood of Big Handed. And then, give them to the deaf man.|387:5,393:1",bango-file,questlist.dat,64
9009,,50,[Event] New Government Position!,,,"1. Return to Jae-Ga and report your missions from the Master Doggebi. Jae-Ga will give you a new government position but you must be level 50 or above.
2. You got the new government position and ready for a new journey. But you need a rest before that. Get ready for the next journey while you're resting. [Next Event : Lv 70]
3. You got the new government position and ready for a new journey. But you need a rest before that. Get ready for the next journey while you're resting.",,,,,0,0,0,9008,Return to Jae-Ga and report your missions from the Master Doggebi. Jae-Ga will give you a new government position but you must be level 50 or above.|;You got the new government position and ready for a new journey. But you need a rest before that. Get ready for the next journey while you're resting. [Next Event : Lv 70]|;You got the new government position and ready for a new journey. But you need a rest before that. Get ready for the next journey while you're resting.|,bango-file,questlist.dat,65
52,,51,One-Armed Man's Favor,,,"1. Hunt the Giant Doggebis and collect the Broom and 5 bottles of Blood of Blood of Big Handed. And then, give them to the one-armed man.",Exp 1232024; Contribution 1,,,,1232024,1,0,,"Hunt the Giant Doggebis and collect the Broom and 5 bottles of Blood of Blood of Big Handed. And then, give them to the one-armed man.|387:5,394:1",bango-file,questlist.dat,66
53,,52,Legend of the Oh-Do Canyon Bridge,,,"1. Hunt the Guardian Doggebi and collect the Stone and 5 bottles of Blood of Water Dragon. And then, bring them to the manager near Oh-Do bridge.",Exp 1479838; Contribution 1,,,,1479838,1,0,,"Hunt the Guardian Doggebi and collect the Stone and 5 bottles of Blood of Water Dragon. And then, bring them to the manager near Oh-Do bridge.|388:5,395:1",bango-file,questlist.dat,67
58,,53,The Dead People Around The Tomb(1),,,"1. Ja-Sang in Temporary Fort of Geum-Ohee Castle got a report about the Spirits of The Royal Tomb. Something is happening in the Royal Tomb, located southwest from The Pub of the Giant Bird. Meet the Tomb manager and find out what's happening in the Tomb.
2. Gang-Man's job is to take care of the Royal Tomb but he escaped from the Tomb when the Spirits came out from the Tomb. He must seal them and return back to the Tomb. Help him to collect 5 Skeleton Warrior with Sword's Head.",Exp 1777279; Contribution 1,,,,1777279,1,0,,"Ja-Sang in Temporary Fort of Geum-Ohee Castle got a report about the Spirits of The Royal Tomb. Something is happening in the Royal Tomb, located southwest from The Pub of the Giant Bird. Meet the Tomb manager and find out what's happening in the Tomb.|;Gang-Man's job is to take care of the Royal Tomb but he escaped from the Tomb when the Spirits came out from the Tomb. He must seal them and return back to the Tomb. Help him to collect 5 Skeleton Warrior with Sword's Head.|432:5",bango-file,questlist.dat,68
59,,54,The Dead People Around The Tomb(2),,,1. The Skeleton Warriors with the Spears were the best fighters before they died. They keep the Tomb even after they died. Seal them and collect the 5 Ribs for Gang-Man.,Exp 2134273; Contribution 1,,,,2134273,1,0,58,The Skeleton Warriors with the Spears were the best fighters before they died. They keep the Tomb even after they died. Seal them and collect the 5 Ribs for Gang-Man.|433:5,bango-file,questlist.dat,69
60,,55,The Dead People Around The Tomb(3),,,"1. It's the tradition that when the King died, he's buried with the ministers alive because people believe that the ministers can support the king in the other world. The ministers' spirits are in the books they wear on their heads. Eliminate them and collect 5 books to Gang-Man.",Exp 2562731; Contribution 1,,,,2562731,1,0,59,"It's the tradition that when the King died, he's buried with the ministers alive because people believe that the ministers can support the king in the other world. The ministers' spirits are in the books they wear on their heads. Eliminate them and collect 5 books to Gang-Man.|434:5",bango-file,questlist.dat,70
61,,56,The Dead People Around The Tomb(4),,,"1. It's the tradition that when the King died, he's buried with the maid alive because people believe that the maids can support the king in the other world. The maids' spirits are in the lutes. Eliminate them and collect 5 lutes to Gang-Man.",Exp 3076950; Contribution 1,,,,3076950,1,0,60,"It's the tradition that when the King died, he's buried with the maid alive because people believe that the maids can support the king in the other world. The maids' spirits are in the lutes. Eliminate them and collect 5 lutes to Gang-Man.|435:5",bango-file,questlist.dat,71
62,,57,The Dead People Around The Tomb(5),,,"1. It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their swords. Collect 5 of their swords to Gang-Man.",Exp 3694082; Contribution 1,,,,3694082,1,0,61,"It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their swords. Collect 5 of their swords to Gang-Man.|436:5",bango-file,questlist.dat,72
63,,58,The Dead People Around The Tomb(6),,,"1. It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their shields. Collect 5 of their shields to Gang-Man.",Exp 4434711; Contribution 1,,,,4434711,1,0,62,"It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their shields. Collect 5 of their shields to Gang-Man.|437:5",bango-file,questlist.dat,73
64,,59,The Dead People Around The Tomb(7),,,"1. It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their spears. Collect 5 of their spears to Gang-Man.",Exp 5323540; Contribution 1,,,,5323540,1,0,63,"It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their spears. Collect 5 of their spears to Gang-Man.|438:5",bango-file,questlist.dat,74
65,,60,The Dead People Around The Tomb(8),,,"1. It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their iron hammers. Collect 5 of their iron hammers to Gang-Man.",Exp 6390210; Contribution 1,,,,6390210,1,0,64,"It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their iron hammers. Collect 5 of their iron hammers to Gang-Man.|439:5",bango-file,questlist.dat,75
9010,,70,[Event] Gateway to success,,,"1. Go to City of Priest and find high priest Sur An and give him Jae Ga's recommendation letter.
2. Find the elements from low level elemental spirits in the forest. There are 5 kinds of elements: elements of fire, water, wood, iron, and earth. Gather 20 of them each.
3. Go to the altar in the Forrest of Elements. Purify the elements of fire, water, wood, iron, and earth to get purified elements.
4. Collect the materials that is required. They are the 'Necklace of Evil' of the Chief of the Traitor's Hangout, second one is the 'Lord's Jaw' from the Lord of Shadow Troop's head, third one is the 'Monster's Right Arm' from the Demon Monster, and the last one is the 'Sword of the Chief Defender' which the Demon Defender uses.
5. Get the 'Complete E-moogy's Scale' from the Thousand Year Old E-moogy in the E-mok Island, and the 'Horn of Doggebi Lord' from the Doggebi Lord's forehead.",,,,,0,0,0,9008,"Go to City of Priest and find high priest Sur An and give him Jae Ga's recommendation letter.|1471:1;Find the elements from low level elemental spirits in the forest. There are 5 kinds of elements: elements of fire, water, wood, iron, and earth. Gather 20 of them each.|1461:20,1462:20,1463:20,1464:20,1465:20;Go to the altar in the Forrest of Elements. Purify the elements of fire, water, wood, iron, and earth to get purified elements.|1466:1,1467:1,1468:1,1469:1,1470:1;Collect the materials that is required. They are the 'Necklace of Evil' of the Chief of the Traitor's Hangout, second one is the 'Lord's Jaw' from the Lord of Shadow Troop's head, third one is the 'Monster's Right Arm' from the Demon Monster, and the last one is the 'Sword of the Chief Defender' which the Demon Defender uses.|1493:1,1494:1,1495:1,1496:1;Get the 'Complete E-moogy's Scale' from the Thousand Year Old E-moogy in the E-mok Island, and the 'Horn of Doggebi Lord' from the Doggebi Lord's forehead.|1497:1,1498:1",bango-file,questlist.dat,76
9011,,70,[Event] Go to the tower of the Priest,,,1. Find 'Il Ja' in the Tower of Priest.,,,,,0,0,0,9010,Find 'Il Ja' in the Tower of Priest.|,bango-file,questlist.dat,77
10001,,70,[Event] Qualification Test: Essence of Elemental,,,"1. You must obtain essences of 5 different Master elementals in the Priest Tower: Fire, Water, Wood, Iron, and Earth. Bring all of them to Il ja. He will teach you how to correct the altered world.",,,,,0,0,0,9011,"You must obtain essences of 5 different Master elementals in the Priest Tower: Fire, Water, Wood, Iron, and Earth. Bring all of them to Il ja. He will teach you how to correct the altered world.|1612:1,1613:1,1614:1,1615:1,1616:1",bango-file,questlist.dat,78
10002,,70,[Event] The Passage Money: Devah's Soul,,,"1. Il ja has asked you to collect 100 Essence of the Undead for a trinket which will enable you to pass through Elia占쏙옙s protective magic square. Please collect the essences as Il ja asked, so you can speak to Elia and learn how to go to Western Regions.",,,,,0,0,0,10001,"Il ja has asked you to collect 100 Essence of the Undead for a trinket which will enable you to pass through Elia占쏙옙s protective magic square. Please collect the essences as Il ja asked, so you can speak to Elia and learn how to go to Western Regions.|1617:100",bango-file,questlist.dat,79
10003,,70,[Event] The Key to the Unknown World,,,"1. Handed the necklace to pass through Elia占쏙옙s magic square, Il ja has encouraged you to ask Elia how to go to Western Regions.",,,,,0,0,0,10002,"Handed the necklace to pass through Elia占쏙옙s magic square, Il ja has encouraged you to ask Elia how to go to Western Regions.|1619:1",bango-file,questlist.dat,80
10005,,70,[Event] Moving Trinket,,,"1. If you hand both an I占쏙옙Lryer's necklace and an I占쏙옙Lryer's ring to Jin-Heun, you can get a Moving Trinket from him.",,,,,0,0,0,10003,"If you hand both an I占쏙옙Lryer's necklace and an I占쏙옙Lryer's ring to Jin-Heun, you can get a Moving Trinket from him.|",bango-file,questlist.dat,81
10006,,70,[Event] Entry into valley of Devah,,,1. Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered and reach Lv. 75.,,,,,0,0,0,10005,Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered and reach Lv. 75.|,bango-file,questlist.dat,82
66,,75,Demon's attack,,,"1. You have been requested to go and fetch 20 units of the Crazy Demon Worker's Axe, who are located around Cheonji-Yun.",Exp 58485792,,,,58485792,0,0,10009,"You have been requested to go and fetch 20 units of the Crazy Demon Worker's Axe, who are located around Cheonji-Yun.|1693:20",bango-file,questlist.dat,83
70,,75,Yun-Hwa's request,,,1. Yun-Hwa has requested you to hand both the letter and heads of skeleton troops to the explorer located in the northwest.,Exp 58485792,,,,58485792,0,0,10006,"Yun-Hwa has requested you to hand both the letter and heads of skeleton troops to the explorer located in the northwest.|1715:1,1716:50",bango-file,questlist.dat,84
71,,75,Skeleton archers suppression,,,"1. After getting up southwest and putting down skeleton archers, visit Dae-Gil.",Exp 58485792,,,,58485792,0,0,10006,"After getting up southwest and putting down skeleton archers, visit Dae-Gil.|1717:10",bango-file,questlist.dat,85
72,,75,Cloth raise,,,1. Hunting wolves and bring their fur to Dae-Gil.,Exp 58485792,,,,58485792,0,0,71,Hunting wolves and bring their fur to Dae-Gil.|1740:20,bango-file,questlist.dat,86
80,,75,Lost Explorer's request,,,1. Deprive Knolls of water pockets and hand them to the Lost Explorer.,Exp 73107240,,,,73107240,0,0,70,Deprive Knolls of water pockets and hand them to the Lost Explorer.|1736:50,bango-file,questlist.dat,87
10007,,75,[Event] Quality of Mu-Geuk warrior I,,,"1. Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.
2. Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.
3. Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.
4. Destroy all Crazy Demon Worker's catapults.",Exp 41427436,,,,41427436,0,0,10006,Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.|;Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.|;Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.|;Destroy all Crazy Demon Worker's catapults.|1692:10,bango-file,questlist.dat,88
10009,,75,[Event] Quality of Mu-Geuk warrior II,,,"1. Elder Beom-Soo is looking for you. Elder Beon-Soo stays at east of the village, Munseongjeong. Meet him.
2. Elder Beom-Soo asked you to go to Demon's camp at Chunji-Yun's northeast end and retrieve Sealed Stone with Village Headman's Spirit and bring it to Beom-Soo. Find the Sealed Stone and bring it to Beom-Soo.",Exp 41427436,,,,41427436,0,0,10007,"Elder Beom-Soo is looking for you. Elder Beon-Soo stays at east of the village, Munseongjeong. Meet him.|;Elder Beom-Soo asked you to go to Demon's camp at Chunji-Yun's northeast end and retrieve Sealed Stone with Village Headman's Spirit and bring it to Beom-Soo. Find the Sealed Stone and bring it to Beom-Soo.|1694:1",bango-file,questlist.dat,89
67,,76,Medicines collection I,,,1. Soo-Ryun has requested you to bring 10 units of Poppy out of demons. The demons include Crazy Demon Workers and Degenarated Twisted Demons.,Exp 70183730,,,,70183730,0,0,66,Soo-Ryun has requested you to bring 10 units of Poppy out of demons. The demons include Crazy Demon Workers and Degenarated Twisted Demons.|1712:10,bango-file,questlist.dat,90
68,,76,Hunting competition open,,,1. A certain reward will be given to the winner. Finish hunting Wolfs and visit Soo-Ryun.,Exp 70183730,,,,70183730,0,0,67,A certain reward will be given to the winner. Finish hunting Wolfs and visit Soo-Ryun.|,bango-file,questlist.dat,91
74,,76,Scorpion wipe,,,1. Go to wipe the scorpions out and visit Yun-Hwa.,Exp 70183730,,,,70183730,0,0,70,Go to wipe the scorpions out and visit Yun-Hwa.|,bango-file,questlist.dat,92
77,,76,Precious recovery,,,"1. Get in the hangout of Goblins and bring back Green Bead, Ancestor's Treasure Sword and Prephetic Book that Goblins stole. It can be obtained from Goblins' and Goblin Conjurators'.",Exp 70183730; Skill Point 1,,,,70183730,0,1,72,"Get in the hangout of Goblins and bring back Green Bead, Ancestor's Treasure Sword and Prephetic Book that Goblins stole. It can be obtained from Goblins' and Goblin Conjurators'.|1733:1,1734:1,1735:1",bango-file,questlist.dat,93
78,,76,Bear wipe operation,,,"1. Wipe out the Brown Bears which kills villagers' livestock, and visit Dae-Gil.",Exp 70183730,,,,70183730,0,0,77,"Wipe out the Brown Bears which kills villagers' livestock, and visit Dae-Gil.|1737:30",bango-file,questlist.dat,94
20017,,76,[Event] Quality of the Mu-Geuk Warrior: First Test,,,"1. Hunt the wolves, collect their Fur and bring it back to Soo-Ryun.",Exp 58486442,,,,58486442,0,0,10009,"Hunt the wolves, collect their Fur and bring it back to Soo-Ryun.|1740:100",bango-file,questlist.dat,95
69,,77,Letter recovery,,,1. Bring the lost Soo-Ryun's letter back to Soo-Ryun.,Exp 84222881,,,,84222881,0,0,68,Bring the lost Soo-Ryun's letter back to Soo-Ryun.|1714:1,bango-file,questlist.dat,96
73,,77,Degenerated Twisted Demon wipe,,,"1. By wiping demons out, you should carry out the villagers' desire.",Exp 84222881,,,,84222881,0,0,69,"By wiping demons out, you should carry out the villagers' desire.|1739:20",bango-file,questlist.dat,97
75,,77,Medicines collection II,,,1. Bring scorpion's poison and bear's gall to Yun-Hwa.,Exp 84222881,,,,84222881,0,0,74,"Bring scorpion's poison and bear's gall to Yun-Hwa.|1729:5,1730:5",bango-file,questlist.dat,98
