ita_azon,ita_name,ita_class,ita_type,ita_grade,ita_lvllim,slot_index,stat_name,value,raw_vector
152,Blood Dragon Scaled Armor,Knight,Armor,G65,65,18,NonElemental,1,9||||3|||||||3|31|70|9|1|1|0|1|0
152,Blood Dragon Scaled Armor,Knight,Armor,G65,65,19,Curse,0,9||||3|||||||3|31|70|9|1|1|0|1|0
153,Blood Dragon Scaled Boots,Knight,Boots,G65,62,1,Health,1,|1|||3||||||||30|53|5
153,Blood Dragon Scaled Boots,Knight,Boots,G65,62,4,Agility,3,|1|||3||||||||30|53|5
153,Blood Dragon Scaled Boots,Knight,Boots,G65,62,12,Evasion,30,|1|||3||||||||30|53|5
153,Blood Dragon Scaled Boots,Knight,Boots,G65,62,13,Defense,53,|1|||3||||||||30|53|5
153,Blood Dragon Scaled Boots,Knight,Boots,G65,62,14,Absorb,5,|1|||3||||||||30|53|5
154,Blood Dragon Scaled Gloves,Knight,Gloves,G65,61,0,Strength,3,3||||1||||||||12|66|4
154,Blood Dragon Scaled Gloves,Knight,Gloves,G65,61,4,Agility,1,3||||1||||||||12|66|4
154,Blood Dragon Scaled Gloves,Knight,Gloves,G65,61,12,Evasion,12,3||||1||||||||12|66|4
154,Blood Dragon Scaled Gloves,Knight,Gloves,G65,61,13,Defense,66,3||||1||||||||12|66|4
154,Blood Dragon Scaled Gloves,Knight,Gloves,G65,61,14,Absorb,4,3||||1||||||||12|66|4
155,Blood Dragon Scaled Helmet,Knight,Helmet,G65,63,0,Strength,1,1|2|||1||||||||15|65|5
155,Blood Dragon Scaled Helmet,Knight,Helmet,G65,63,1,Health,2,1|2|||1||||||||15|65|5
155,Blood Dragon Scaled Helmet,Knight,Helmet,G65,63,4,Agility,1,1|2|||1||||||||15|65|5
155,Blood Dragon Scaled Helmet,Knight,Helmet,G65,63,12,Evasion,15,1|2|||1||||||||15|65|5
155,Blood Dragon Scaled Helmet,Knight,Helmet,G65,63,13,Defense,65,1|2|||1||||||||15|65|5
155,Blood Dragon Scaled Helmet,Knight,Helmet,G65,63,14,Absorb,5,1|2|||1||||||||15|65|5
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,0,Strength,4,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,4,Agility,2,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,11,OTP,2,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,12,Evasion,38,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,13,Defense,67,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,14,Absorb,8,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,15,Fire,1,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,16,Ice,1,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,17,Lightening,0,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,18,NonElemental,1,4||||2|||||||2|38|67|8|1|1|0|1|0
156,Blood Dragon Scaled Shorts,Knight,Shorts,G65,64,19,Curse,0,4||||2|||||||2|38|67|8|1|1|0|1|0
157,Blood Dragon DeaChangEau,Magician,All,G65,65,1,Health,4,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,2,Intelligence,22,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,3,Wisdom,8,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,12,Evasion,143,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,13,Defense,194,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,14,Absorb,7,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,15,Fire,34,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,16,Ice,34,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,17,Lightening,34,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,18,NonElemental,29,|4|22|8|||||||||143|194|7|34|34|34|29|29
157,Blood Dragon DeaChangEau,Magician,All,G65,65,19,Curse,29,|4|22|8|||||||||143|194|7|34|34|34|29|29
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,1,Health,1,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,2,Intelligence,13,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,3,Wisdom,2,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,12,Evasion,37,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,13,Defense,47,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,14,Absorb,2,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,15,Fire,9,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,16,Ice,9,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,17,Lightening,9,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,18,NonElemental,9,|1|13|2|||||||||37|47|2|9|9|9|9|9
158,Blood Dragon DeaChangEau Clothes,Magician,Armor,G65,65,19,Curse,9,|1|13|2|||||||||37|47|2|9|9|9|9|9
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,2,Intelligence,2,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,3,Wisdom,2,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,12,Evasion,30,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,13,Defense,41,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,14,Absorb,1,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,15,Fire,5,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,16,Ice,5,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,17,Lightening,5,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,18,NonElemental,6,||2|2|||||||||30|41|1|5|5|5|6|6
159,Blood Dragon DeaChangEau Boots,Magician,Boots,G65,62,19,Curse,6,||2|2|||||||||30|41|1|5|5|5|6|6
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,2,Intelligence,2,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,3,Wisdom,2,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,12,Evasion,17,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,13,Defense,36,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,14,Absorb,1,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,15,Fire,7,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,16,Ice,7,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,17,Lightening,7,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,18,NonElemental,5,||2|2|||||||||17|36|1|7|7|7|5|5
160,Blood Dragon DeaChangEau Gloves,Magician,Gloves,G65,61,19,Curse,5,||2|2|||||||||17|36|1|7|7|7|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,1,Health,2,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,2,Intelligence,2,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,12,Evasion,18,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,13,Defense,35,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,14,Absorb,1,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,15,Fire,8,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,16,Ice,8,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,17,Lightening,8,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,18,NonElemental,5,|2|2||||||||||18|35|1|8|8|8|5|5
161,Blood Dragon DeaChangEau Decoration,Magician,Helmet,G65,63,19,Curse,5,|2|2||||||||||18|35|1|8|8|8|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,1,Health,1,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,2,Intelligence,7,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,3,Wisdom,2,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,12,Evasion,41,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,13,Defense,35,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,14,Absorb,2,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,15,Fire,5,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,16,Ice,5,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,17,Lightening,5,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,18,NonElemental,5,|1|7|2|||||||||41|35|2|5|5|5|5|5
162,Blood Dragon DeaChangEau Shorts,Magician,Shorts,G65,64,19,Curse,5,|1|7|2|||||||||41|35|2|5|5|5|5|5
163,Small Iron Shield,Knight,Shield,G10,1,12,Evasion,2,||||||||||||2|0|0
163,Small Iron Shield,Knight,Shield,G10,1,13,Defense,0,||||||||||||2|0|0
163,Small Iron Shield,Knight,Shield,G10,1,14,Absorb,0,||||||||||||2|0|0
164,Mid-Iron Shield,Knight,Shield,G23,1,12,Evasion,4,||||||||||||4|0|0
164,Mid-Iron Shield,Knight,Shield,G23,1,13,Defense,0,||||||||||||4|0|0
164,Mid-Iron Shield,Knight,Shield,G23,1,14,Absorb,0,||||||||||||4|0|0
165,Mid-Steel Shield,Knight,Shield,G40,1,12,Evasion,6,||||||||||||6|0|0
165,Mid-Steel Shield,Knight,Shield,G40,1,13,Defense,0,||||||||||||6|0|0
165,Mid-Steel Shield,Knight,Shield,G40,1,14,Absorb,0,||||||||||||6|0|0
166,Large Iron Shield,Knight,Shield,G44,40,12,Evasion,8,||||||||||||8|12|0
166,Large Iron Shield,Knight,Shield,G44,40,13,Defense,12,||||||||||||8|12|0
166,Large Iron Shield,Knight,Shield,G44,40,14,Absorb,0,||||||||||||8|12|0
167,Ghost Shaped Iron Shield,Knight,Shield,G48,45,12,Evasion,8,||||||||||||8|16|1
167,Ghost Shaped Iron Shield,Knight,Shield,G48,45,13,Defense,16,||||||||||||8|16|1
167,Ghost Shaped Iron Shield,Knight,Shield,G48,45,14,Absorb,1,||||||||||||8|16|1
168,Iron Shield With Gong,Knight,Shield,G52,50,12,Evasion,8,||||||||||||8|20|1
168,Iron Shield With Gong,Knight,Shield,G52,50,13,Defense,20,||||||||||||8|20|1
168,Iron Shield With Gong,Knight,Shield,G52,50,14,Absorb,1,||||||||||||8|20|1
169,Golden Shield,Knight,Shield,G60,60,12,Evasion,10,||||||||||||10|34|2
169,Golden Shield,Knight,Shield,G60,60,13,Defense,34,||||||||||||10|34|2
169,Golden Shield,Knight,Shield,G60,60,14,Absorb,2,||||||||||||10|34|2
170,Golden Bow,Archer,Bow,G62,60,0,Strength,1,1|2|||7|400||280|360|||81
170,Golden Bow,Archer,Bow,G62,60,1,Health,2,1|2|||7|400||280|360|||81
170,Golden Bow,Archer,Bow,G62,60,4,Agility,7,1|2|||7|400||280|360|||81
170,Golden Bow,Archer,Bow,G62,60,5,HP,400,1|2|||7|400||280|360|||81
170,Golden Bow,Archer,Bow,G62,60,7,PDMin,280,1|2|||7|400||280|360|||81
170,Golden Bow,Archer,Bow,G62,60,8,PDMax,360,1|2|||7|400||280|360|||81
170,Golden Bow,Archer,Bow,G62,60,11,OTP,81,1|2|||7|400||280|360|||81
171,Golden Stick,Magician,Stick,G62,60,2,Intelligence,7,||7|3||250|150|190|190|350|420|72
171,Golden Stick,Magician,Stick,G62,60,3,Wisdom,3,||7|3||250|150|190|190|350|420|72
171,Golden Stick,Magician,Stick,G62,60,5,HP,250,||7|3||250|150|190|190|350|420|72
171,Golden Stick,Magician,Stick,G62,60,6,MP,150,||7|3||250|150|190|190|350|420|72
171,Golden Stick,Magician,Stick,G62,60,7,PDMin,190,||7|3||250|150|190|190|350|420|72
171,Golden Stick,Magician,Stick,G62,60,8,PDMax,190,||7|3||250|150|190|190|350|420|72
171,Golden Stick,Magician,Stick,G62,60,9,MDMin,350,||7|3||250|150|190|190|350|420|72
171,Golden Stick,Magician,Stick,G62,60,10,MDMax,420,||7|3||250|150|190|190|350|420|72
171,Golden Stick,Magician,Stick,G62,60,11,OTP,72,||7|3||250|150|190|190|350|420|72
172,Golden Sword,Knight,Sw.1H,G62,60,0,Strength,5,5|4|||1|450||300|370|||83
172,Golden Sword,Knight,Sw.1H,G62,60,1,Health,4,5|4|||1|450||300|370|||83
172,Golden Sword,Knight,Sw.1H,G62,60,4,Agility,1,5|4|||1|450||300|370|||83
172,Golden Sword,Knight,Sw.1H,G62,60,5,HP,450,5|4|||1|450||300|370|||83
172,Golden Sword,Knight,Sw.1H,G62,60,7,PDMin,300,5|4|||1|450||300|370|||83
172,Golden Sword,Knight,Sw.1H,G62,60,8,PDMax,370,5|4|||1|450||300|370|||83
172,Golden Sword,Knight,Sw.1H,G62,60,11,OTP,83,5|4|||1|450||300|370|||83
173,Golden Giant Sword,Knight,Sw.2H,G62,60,0,Strength,7,7|3||||400||560|620|||82
173,Golden Giant Sword,Knight,Sw.2H,G62,60,1,Health,3,7|3||||400||560|620|||82
173,Golden Giant Sword,Knight,Sw.2H,G62,60,5,HP,400,7|3||||400||560|620|||82
173,Golden Giant Sword,Knight,Sw.2H,G62,60,7,PDMin,560,7|3||||400||560|620|||82
173,Golden Giant Sword,Knight,Sw.2H,G62,60,8,PDMax,620,7|3||||400||560|620|||82
173,Golden Giant Sword,Knight,Sw.2H,G62,60,11,OTP,82,7|3||||400||560|620|||82
174,Short Iron Sword,Knight,Sw.1H,G01,1,7,PDMin,3,|||||||3|10|||15
174,Short Iron Sword,Knight,Sw.1H,G01,1,8,PDMax,10,|||||||3|10|||15
174,Short Iron Sword,Knight,Sw.1H,G01,1,11,OTP,15,|||||||3|10|||15
175,Short Steel Sword,Knight,Sw.1H,G05,1,7,PDMin,16,|||||||16|24|||18
175,Short Steel Sword,Knight,Sw.1H,G05,1,8,PDMax,24,|||||||16|24|||18
175,Short Steel Sword,Knight,Sw.1H,G05,1,11,OTP,18,|||||||16|24|||18
176,Small Steel Sword,Knight,Sw.1H,G09,1,7,PDMin,25,|||||||25|37|||21
176,Small Steel Sword,Knight,Sw.1H,G09,1,8,PDMax,37,|||||||25|37|||21
176,Small Steel Sword,Knight,Sw.1H,G09,1,11,OTP,21,|||||||25|37|||21
177,Iron Sword,Knight,Sw.1H,G13,1,7,PDMin,34,|||||||34|49|||25
177,Iron Sword,Knight,Sw.1H,G13,1,8,PDMax,49,|||||||34|49|||25
177,Iron Sword,Knight,Sw.1H,G13,1,11,OTP,25,|||||||34|49|||25
178,Iron Red-Blood Sword,Knight,Sw.1H,G17,1,7,PDMin,45,|||||||45|65|||29
178,Iron Red-Blood Sword,Knight,Sw.1H,G17,1,8,PDMax,65,|||||||45|65|||29
178,Iron Red-Blood Sword,Knight,Sw.1H,G17,1,11,OTP,29,|||||||45|65|||29
179,Steel Sword,Knight,Sw.1H,G21,1,7,PDMin,51,|||||||51|75|||33
179,Steel Sword,Knight,Sw.1H,G21,1,8,PDMax,75,|||||||51|75|||33
179,Steel Sword,Knight,Sw.1H,G21,1,11,OTP,33,|||||||51|75|||33
180,Big Steel Sword,Knight,Sw.1H,G25,1,7,PDMin,55,|||||||55|80|||38
180,Big Steel Sword,Knight,Sw.1H,G25,1,8,PDMax,80,|||||||55|80|||38
180,Big Steel Sword,Knight,Sw.1H,G25,1,11,OTP,38,|||||||55|80|||38
181,Red Big Steel Sword,Knight,Sw.1H,G29,1,7,PDMin,63,|||||||63|94|||43
181,Red Big Steel Sword,Knight,Sw.1H,G29,1,8,PDMax,94,|||||||63|94|||43
181,Red Big Steel Sword,Knight,Sw.1H,G29,1,11,OTP,43,|||||||63|94|||43
182,Big Steel Sword with Pattern of Leaf,Knight,Sw.1H,G33,1,7,PDMin,92,|||||||92|96|||48
182,Big Steel Sword with Pattern of Leaf,Knight,Sw.1H,G33,1,8,PDMax,96,|||||||92|96|||48
182,Big Steel Sword with Pattern of Leaf,Knight,Sw.1H,G33,1,11,OTP,48,|||||||92|96|||48
183,HwanDoo Big Sword,Knight,Sw.1H,G37,1,7,PDMin,79,|||||||79|117|||54
183,HwanDoo Big Sword,Knight,Sw.1H,G37,1,8,PDMax,117,|||||||79|117|||54
183,HwanDoo Big Sword,Knight,Sw.1H,G37,1,11,OTP,54,|||||||79|117|||54
184,Red HwanDoo Big Sword,Knight,Sw.1H,G40,1,7,PDMin,74,|||||||74|184|||55
184,Red HwanDoo Big Sword,Knight,Sw.1H,G40,1,8,PDMax,184,|||||||74|184|||55
184,Red HwanDoo Big Sword,Knight,Sw.1H,G40,1,11,OTP,55,|||||||74|184|||55
185,White HwanDoo Big Sword,Knight,Sw.1H,G40,1,7,PDMin,98,|||||||98|139|||67
185,White HwanDoo Big Sword,Knight,Sw.1H,G40,1,8,PDMax,139,|||||||98|139|||67
185,White HwanDoo Big Sword,Knight,Sw.1H,G40,1,11,OTP,67,|||||||98|139|||67
186,HwanDoo SaeHyung Big Sword,Knight,Sw.1H,G40,1,7,PDMin,104,|||||||104|146|||60
186,HwanDoo SaeHyung Big Sword,Knight,Sw.1H,G40,1,8,PDMax,146,|||||||104|146|||60
186,HwanDoo SaeHyung Big Sword,Knight,Sw.1H,G40,1,11,OTP,60,|||||||104|146|||60
187,Maegak Hwandoo Saehyung Big Sword,Knight,Sw.1H,G45,40,1,Health,1,|1||||150||122|152|||62
187,Maegak Hwandoo Saehyung Big Sword,Knight,Sw.1H,G45,40,5,HP,150,|1||||150||122|152|||62
187,Maegak Hwandoo Saehyung Big Sword,Knight,Sw.1H,G45,40,7,PDMin,122,|1||||150||122|152|||62
187,Maegak Hwandoo Saehyung Big Sword,Knight,Sw.1H,G45,40,8,PDMax,152,|1||||150||122|152|||62
187,Maegak Hwandoo Saehyung Big Sword,Knight,Sw.1H,G45,40,11,OTP,62,|1||||150||122|152|||62
188,Hwandoo Saehyung Big Sword with PoL,Knight,Sw.1H,G45,40,4,Agility,1,||||1|100|50|80|204|||68
188,Hwandoo Saehyung Big Sword with PoL,Knight,Sw.1H,G45,40,5,HP,100,||||1|100|50|80|204|||68
188,Hwandoo Saehyung Big Sword with PoL,Knight,Sw.1H,G45,40,6,MP,50,||||1|100|50|80|204|||68
188,Hwandoo Saehyung Big Sword with PoL,Knight,Sw.1H,G45,40,7,PDMin,80,||||1|100|50|80|204|||68
188,Hwandoo Saehyung Big Sword with PoL,Knight,Sw.1H,G45,40,8,PDMax,204,||||1|100|50|80|204|||68
188,Hwandoo Saehyung Big Sword with PoL,Knight,Sw.1H,G45,40,11,OTP,68,||||1|100|50|80|204|||68
189,Savage Tribes Treasure Sword,Knight,Sw.1H,G48,45,0,Strength,1,1|1||||200||113|195|||68
189,Savage Tribes Treasure Sword,Knight,Sw.1H,G48,45,1,Health,1,1|1||||200||113|195|||68
189,Savage Tribes Treasure Sword,Knight,Sw.1H,G48,45,5,HP,200,1|1||||200||113|195|||68
189,Savage Tribes Treasure Sword,Knight,Sw.1H,G48,45,7,PDMin,113,1|1||||200||113|195|||68
189,Savage Tribes Treasure Sword,Knight,Sw.1H,G48,45,8,PDMax,195,1|1||||200||113|195|||68
189,Savage Tribes Treasure Sword,Knight,Sw.1H,G48,45,11,OTP,68,1|1||||200||113|195|||68
190,Savage Tribes Tiger Teeth Sword,Knight,Sw.1H,G48,45,0,Strength,2,2|||||150||121|203|||64
190,Savage Tribes Tiger Teeth Sword,Knight,Sw.1H,G48,45,5,HP,150,2|||||150||121|203|||64
190,Savage Tribes Tiger Teeth Sword,Knight,Sw.1H,G48,45,7,PDMin,121,2|||||150||121|203|||64
190,Savage Tribes Tiger Teeth Sword,Knight,Sw.1H,G48,45,8,PDMax,203,2|||||150||121|203|||64
190,Savage Tribes Tiger Teeth Sword,Knight,Sw.1H,G48,45,11,OTP,64,2|||||150||121|203|||64
191,Savage Tribes Truth Sword,Knight,Sw.1H,G48,45,0,Strength,1,1||||1|100|50|106|188|||72
191,Savage Tribes Truth Sword,Knight,Sw.1H,G48,45,4,Agility,1,1||||1|100|50|106|188|||72
191,Savage Tribes Truth Sword,Knight,Sw.1H,G48,45,5,HP,100,1||||1|100|50|106|188|||72
191,Savage Tribes Truth Sword,Knight,Sw.1H,G48,45,6,MP,50,1||||1|100|50|106|188|||72
191,Savage Tribes Truth Sword,Knight,Sw.1H,G48,45,7,PDMin,106,1||||1|100|50|106|188|||72
191,Savage Tribes Truth Sword,Knight,Sw.1H,G48,45,8,PDMax,188,1||||1|100|50|106|188|||72
191,Savage Tribes Truth Sword,Knight,Sw.1H,G48,45,11,OTP,72,1||||1|100|50|106|188|||72
192,Golden Treasure Sword,Knight,Sw.1H,G50,50,0,Strength,1,1|2||||200||147|187|||72
192,Golden Treasure Sword,Knight,Sw.1H,G50,50,1,Health,2,1|2||||200||147|187|||72
192,Golden Treasure Sword,Knight,Sw.1H,G50,50,5,HP,200,1|2||||200||147|187|||72
192,Golden Treasure Sword,Knight,Sw.1H,G50,50,7,PDMin,147,1|2||||200||147|187|||72
192,Golden Treasure Sword,Knight,Sw.1H,G50,50,8,PDMax,187,1|2||||200||147|187|||72
192,Golden Treasure Sword,Knight,Sw.1H,G50,50,11,OTP,72,1|2||||200||147|187|||72
193,Butterfly-Shaped Treasure Sword,Knight,Sw.1H,G50,50,0,Strength,3,3|||||150||163|203|||68
193,Butterfly-Shaped Treasure Sword,Knight,Sw.1H,G50,50,5,HP,150,3|||||150||163|203|||68
193,Butterfly-Shaped Treasure Sword,Knight,Sw.1H,G50,50,7,PDMin,163,3|||||150||163|203|||68
193,Butterfly-Shaped Treasure Sword,Knight,Sw.1H,G50,50,8,PDMax,203,3|||||150||163|203|||68
193,Butterfly-Shaped Treasure Sword,Knight,Sw.1H,G50,50,11,OTP,68,3|||||150||163|203|||68
194,Black Golden Treasure Sword,Knight,Sw.1H,G50,50,0,Strength,1,1|2|||1|100|50|132|172|||76
194,Black Golden Treasure Sword,Knight,Sw.1H,G50,50,1,Health,2,1|2|||1|100|50|132|172|||76
194,Black Golden Treasure Sword,Knight,Sw.1H,G50,50,4,Agility,1,1|2|||1|100|50|132|172|||76
194,Black Golden Treasure Sword,Knight,Sw.1H,G50,50,5,HP,100,1|2|||1|100|50|132|172|||76
194,Black Golden Treasure Sword,Knight,Sw.1H,G50,50,6,MP,50,1|2|||1|100|50|132|172|||76
194,Black Golden Treasure Sword,Knight,Sw.1H,G50,50,7,PDMin,132,1|2|||1|100|50|132|172|||76
194,Black Golden Treasure Sword,Knight,Sw.1H,G50,50,8,PDMax,172,1|2|||1|100|50|132|172|||76
194,Black Golden Treasure Sword,Knight,Sw.1H,G50,50,11,OTP,76,1|2|||1|100|50|132|172|||76
195,Giant Sword,Knight,Sw.2H,G50,50,0,Strength,3,3|||||150||360|440|||72
195,Giant Sword,Knight,Sw.2H,G50,50,5,HP,150,3|||||150||360|440|||72
195,Giant Sword,Knight,Sw.2H,G50,50,7,PDMin,360,3|||||150||360|440|||72
195,Giant Sword,Knight,Sw.2H,G50,50,8,PDMax,440,3|||||150||360|440|||72
195,Giant Sword,Knight,Sw.2H,G50,50,11,OTP,72,3|||||150||360|440|||72
196,Revengeful Sword,Knight,Sw.2H,G50,50,0,Strength,4,4|||||100||390|470|||66
196,Revengeful Sword,Knight,Sw.2H,G50,50,5,HP,100,4|||||100||390|470|||66
196,Revengeful Sword,Knight,Sw.2H,G50,50,7,PDMin,390,4|||||100||390|470|||66
196,Revengeful Sword,Knight,Sw.2H,G50,50,8,PDMax,470,4|||||100||390|470|||66
196,Revengeful Sword,Knight,Sw.2H,G50,50,11,OTP,66,4|||||100||390|470|||66
197,Butterfly-Shaped Giant Sword,Knight,Sw.2H,G50,50,0,Strength,2,2|||||100||330|410|||74
197,Butterfly-Shaped Giant Sword,Knight,Sw.2H,G50,50,5,HP,100,2|||||100||330|410|||74
197,Butterfly-Shaped Giant Sword,Knight,Sw.2H,G50,50,7,PDMin,330,2|||||100||330|410|||74
197,Butterfly-Shaped Giant Sword,Knight,Sw.2H,G50,50,8,PDMax,410,2|||||100||330|410|||74
197,Butterfly-Shaped Giant Sword,Knight,Sw.2H,G50,50,11,OTP,74,2|||||100||330|410|||74
198,Diamond Treasure Sword,Knight,Sw.1H,G53,53,0,Strength,1,1|2|||1|200||167|207|||74
198,Diamond Treasure Sword,Knight,Sw.1H,G53,53,1,Health,2,1|2|||1|200||167|207|||74
